X0,ID*,ID-2d,ID-7d,DA_avg,DA_min,DA_max,DA_last,Intraday
1,44.48,,,39.017916666666665,28.62,61.0,30.43,43.230532555603
1,51.57,,,39.017916666666665,28.62,61.0,30.43,51.0648189300411
1,61.0,,,39.017916666666665,28.62,61.0,30.43,62.4090680250674
1,55.0,,,39.017916666666665,28.62,61.0,30.43,48.9995507520669
1,44.95,,,39.017916666666665,28.62,61.0,30.43,32.844082681211
1,39.96,,,39.017916666666665,28.62,61.0,30.43,30.0608652916532
1,30.43,,,39.017916666666665,28.62,61.0,30.43,27.9850053875895
1,32.1907823470411,36.1198652318214,,37.98041666666666,28.65,60.0,30.13,23.3800330959062
1,31.9709421882465,32.6648142523364,,37.98041666666666,28.65,60.0,30.13,23.5327615477117
1,28.3050337723742,28.8359591628382,,37.98041666666666,28.65,60.0,30.13,26.4243146214099
1,28.0489344404082,30.663983909416,,37.98041666666666,28.65,60.0,30.13,26.5876875132052
1,30.1253846914557,31.3367434238171,,37.98041666666666,28.65,60.0,30.13,29.4810840160031
1,32.7187017222052,31.7500584,,37.98041666666666,28.65,60.0,30.13,30.0621894776613
1,45.5795265206111,47.5926353112942,,37.98041666666666,28.65,60.0,30.13,31.6676013785181
1,58.2748252044578,54.5333883381164,,37.98041666666666,28.65,60.0,30.13,29.3183203683124
1,65.4127522171591,53.2097920255451,,37.98041666666666,28.65,60.0,30.13,32.0295295426291
1,43.7815846020428,35.5688568969845,,37.98041666666666,28.65,60.0,30.13,30.0242295209659
1,31.9865103833135,28.3061260867984,,37.98041666666666,28.65,60.0,30.13,26.869292076887
1,32.01,27.7404870775348,,37.98041666666666,28.65,60.0,30.13,23.1938282300224
1,30.07,26.6206372243882,,37.98041666666666,28.65,60.0,30.13,22.8560706911636
1,28.65,22.2751908480614,,37.98041666666666,28.65,60.0,30.13,20.7284141840734
1,28.91,19.4000385305506,,37.98041666666666,28.65,60.0,30.13,21.3859120242788
1,29.6,22.9404763894693,,37.98041666666666,28.65,60.0,30.13,21.9824816647366
1,32.02,28.5948133165829,,37.98041666666666,28.65,60.0,30.13,25.9997961373391
1,44.68,37.3547653299766,,37.98041666666666,28.65,60.0,30.13,36.2276665039403
1,48.1,46.7425414213871,,37.98041666666666,28.65,60.0,30.13,43.6980094903556
1,55.0,64.3341804180418,,37.98041666666666,28.65,60.0,30.13,51.5170083282929
1,49.03,56.9202930064418,,37.98041666666666,28.65,60.0,30.13,43.2192950460906
1,39.8,45.9588183621423,,37.98041666666666,28.65,60.0,30.13,35.2126426614481
1,33.5,41.8838458008261,,37.98041666666666,28.65,60.0,30.13,39.0078587393831
1,30.13,35.3726378539493,,37.98041666666666,28.65,60.0,30.13,30.7123723228995
1,23.3800330959062,32.1907823470411,,28.85291666666667,20.24,47.01,30.35,33.4877606287283
1,23.5327615477117,31.9709421882465,,28.85291666666667,20.24,47.01,30.35,31.3450245762712
1,26.4243146214099,28.3050337723742,,28.85291666666667,20.24,47.01,30.35,27.9866728469454
1,26.5876875132052,28.0489344404082,,28.85291666666667,20.24,47.01,30.35,24.0609612388894
1,29.4810840160031,30.1253846914557,,28.85291666666667,20.24,47.01,30.35,24.3087649653434
1,30.0621894776613,32.7187017222052,,28.85291666666667,20.24,47.01,30.35,24.7249832502655
1,31.6676013785181,45.5795265206111,,28.85291666666667,20.24,47.01,30.35,26.1954440357331
1,29.3183203683124,58.2748252044578,,28.85291666666667,20.24,47.01,30.35,26.5410472303207
1,32.0295295426291,65.4127522171591,,28.85291666666667,20.24,47.01,30.35,26.6493102144949
1,30.0242295209659,43.7815846020428,,28.85291666666667,20.24,47.01,30.35,27.9514695985601
1,26.869292076887,31.9865103833135,,28.85291666666667,20.24,47.01,30.35,31.0421542515646
1,24.63,30.4349626257135,,28.85291666666667,20.24,47.01,30.35,33.8948770984305
1,23.53,28.2125144468905,,28.85291666666667,20.24,47.01,30.35,35.2480359914149
1,20.24,26.1290879420307,,28.85291666666667,20.24,47.01,30.35,31.226919217104
1,21.94,25.6458489466744,,28.85291666666667,20.24,47.01,30.35,29.1700672094232
1,23.52,27.8643334361188,,28.85291666666667,20.24,47.01,30.35,29.912168898411
1,24.05,31.1744210142664,,28.85291666666667,20.24,47.01,30.35,30.236879092277
1,31.88,43.230532555603,,28.85291666666667,20.24,47.01,30.35,33.2444976555503
1,40.3,51.0648189300411,,28.85291666666667,20.24,47.01,30.35,35.964680305813
1,47.01,62.4090680250674,,28.85291666666667,20.24,47.01,30.35,42.0081132249298
1,41.95,48.9995507520669,,28.85291666666667,20.24,47.01,30.35,39.9550251277326
1,37.79,32.844082681211,,28.85291666666667,20.24,47.01,30.35,37.9696392124523
1,40.28,30.0608652916532,,28.85291666666667,20.24,47.01,30.35,37.4258722250714
1,30.35,27.9850053875895,,28.85291666666667,20.24,47.01,30.35,31.9991074723247
1,33.4877606287283,23.3800330959062,,31.183333333333337,24.0,46.99,33.96,26.825019729762
1,31.3450245762712,23.5327615477117,,31.183333333333337,24.0,46.99,33.96,28.3481720525568
1,27.9866728469454,26.4243146214099,,31.183333333333337,24.0,46.99,33.96,27.6086315122054
1,24.0609612388894,26.5876875132052,,31.183333333333337,24.0,46.99,33.96,24.669143663739
1,24.3087649653434,29.4810840160031,,31.183333333333337,24.0,46.99,33.96,26.0223731059038
1,24.7249832502655,30.0621894776613,,31.183333333333337,24.0,46.99,33.96,24.2326410720753
1,26.1954440357331,31.6676013785181,,31.183333333333337,24.0,46.99,33.96,34.2622765984492
1,26.5410472303207,29.3183203683124,,31.183333333333337,24.0,46.99,33.96,45.2342722796433
1,26.6493102144949,32.0295295426291,,31.183333333333337,24.0,46.99,33.96,49.1590607586798
1,27.9514695985601,30.0242295209659,,31.183333333333337,24.0,46.99,33.96,48.1567594661167
1,31.0421542515646,26.869292076887,,31.183333333333337,24.0,46.99,33.96,36.9615819971122
1,31.62,23.1938282300224,,31.183333333333337,24.0,46.99,33.96,35.0166143674948
1,29.24,22.8560706911636,,31.183333333333337,24.0,46.99,33.96,33.8907392780782
1,27.09,20.7284141840734,,31.183333333333337,24.0,46.99,33.96,32.4995286504349
1,26.06,21.3859120242788,,31.183333333333337,24.0,46.99,33.96,31.404909122554
1,26.01,21.9824816647366,,31.183333333333337,24.0,46.99,33.96,30.2396546541845
1,25.44,25.9997961373391,,31.183333333333337,24.0,46.99,33.96,31.8639663289631
1,31.8,36.2276665039403,,31.183333333333337,24.0,46.99,33.96,39.5988088929847
1,40.48,43.6980094903556,,31.183333333333337,24.0,46.99,33.96,45.3916604303087
1,46.99,51.5170083282929,,31.183333333333337,24.0,46.99,33.96,53.6114374904827
1,44.9,43.2192950460906,,31.183333333333337,24.0,46.99,33.96,42.5849344158008
1,40.95,35.2126426614481,,31.183333333333337,24.0,46.99,33.96,31.8905403729116
1,40.41,39.0078587393831,,31.183333333333337,24.0,46.99,33.96,28.7148731229597
1,33.96,30.7123723228995,,31.183333333333337,24.0,46.99,33.96,26.7913007374158
1,26.825019729762,33.4877606287283,,39.29833333333334,25.84,55.07,27.01,23.9477535934292
1,28.3481720525568,31.3450245762712,,39.29833333333334,25.84,55.07,27.01,21.5328575037898
1,27.6086315122054,27.9866728469454,,39.29833333333334,25.84,55.07,27.01,16.9929657367534
1,24.669143663739,24.0609612388894,,39.29833333333334,25.84,55.07,27.01,12.6731870572063
1,26.0223731059038,24.3087649653434,,39.29833333333334,25.84,55.07,27.01,7.93450954259516
1,24.2326410720753,24.7249832502655,,39.29833333333334,25.84,55.07,27.01,15.4215705993271
1,34.2622765984492,26.1954440357331,,39.29833333333334,25.84,55.07,27.01,29.9359427539664
1,45.2342722796433,26.5410472303207,,39.29833333333334,25.84,55.07,27.01,41.7082197712179
1,49.1590607586798,26.6493102144949,,39.29833333333334,25.84,55.07,27.01,44.9364790702011
1,48.1567594661167,27.9514695985601,,39.29833333333334,25.84,55.07,27.01,44.5194831545109
1,36.9615819971122,31.0421542515646,,39.29833333333334,25.84,55.07,27.01,43.0075897342676
1,49.08,33.8948770984305,,39.29833333333334,25.84,55.07,27.01,40.0466028701106
1,42.17,35.2480359914149,,39.29833333333334,25.84,55.07,27.01,38.4871983382111
1,40.4,31.226919217104,,39.29833333333334,25.84,55.07,27.01,40.7854125814193
1,38.84,29.1700672094232,,39.29833333333334,25.84,55.07,27.01,42.6020877293578
1,40.97,29.912168898411,,39.29833333333334,25.84,55.07,27.01,47.9455987291005
1,41.38,30.236879092277,,39.29833333333334,25.84,55.07,27.01,50.8383474010946
1,44.61,33.2444976555503,,39.29833333333334,25.84,55.07,27.01,52.1089736103035
1,45.1,35.964680305813,,39.29833333333334,25.84,55.07,27.01,54.0738534202434
1,51.75,42.0081132249298,,39.29833333333334,25.84,55.07,27.01,58.4595081858641
1,45.45,39.9550251277326,,39.29833333333334,25.84,55.07,27.01,51.8066614773104
1,33.26,37.9696392124523,,39.29833333333334,25.84,55.07,27.01,41.0019669975973
1,28.06,37.4258722250714,,39.29833333333334,25.84,55.07,27.01,40.3519823537305
1,27.01,31.9991074723247,,39.29833333333334,25.84,55.07,27.01,38.4072163511411
1,23.9477535934292,26.825019729762,,37.22666666666665,23.06,48.08,27.56,30.0604893833947
1,21.5328575037898,28.3481720525568,,37.22666666666665,23.06,48.08,27.56,28.2350056783437
1,16.9929657367534,27.6086315122054,,37.22666666666665,23.06,48.08,27.56,27.9555330732976
1,12.6731870572063,24.669143663739,,37.22666666666665,23.06,48.08,27.56,26.0961186484618
1,7.93450954259516,26.0223731059038,,37.22666666666665,23.06,48.08,27.56,26.7754528122021
1,15.4215705993271,24.2326410720753,,37.22666666666665,23.06,48.08,27.56,29.8117153373045
1,29.9359427539664,34.2622765984492,,37.22666666666665,23.06,48.08,27.56,39.9841504354711
1,41.7082197712179,45.2342722796433,,37.22666666666665,23.06,48.08,27.56,47.3812359583952
1,44.9364790702011,49.1590607586798,,37.22666666666665,23.06,48.08,27.56,50.977180241373
1,44.5194831545109,48.1567594661167,,37.22666666666665,23.06,48.08,27.56,50.3038522253234
1,43.0075897342676,36.9615819971122,,37.22666666666665,23.06,48.08,27.56,49.8685873917749
1,46.95,35.0166143674948,,37.22666666666665,23.06,48.08,27.56,47.6871041057218
1,45.69,33.8907392780782,,37.22666666666665,23.06,48.08,27.56,46.892143405763
1,46.12,32.4995286504349,,37.22666666666665,23.06,48.08,27.56,45.8965709363849
1,43.92,31.404909122554,,37.22666666666665,23.06,48.08,27.56,46.7005318751667
1,41.27,30.2396546541845,,37.22666666666665,23.06,48.08,27.56,44.1764272336117
1,40.0,31.8639663289631,,37.22666666666665,23.06,48.08,27.56,44.8176327980235
1,40.55,39.5988088929847,,37.22666666666665,23.06,48.08,27.56,43.0435119761314
1,41.91,45.3916604303087,,37.22666666666665,23.06,48.08,27.56,49.7768989454012
1,45.87,53.6114374904827,,37.22666666666665,23.06,48.08,27.56,56.7533105578237
1,39.91,42.5849344158008,,37.22666666666665,23.06,48.08,27.56,47.4839395414372
1,32.18,31.8905403729116,,37.22666666666665,23.06,48.08,27.56,36.0116963714161
1,30.05,28.7148731229597,,37.22666666666665,23.06,48.08,27.56,33.6961201262941
1,27.56,26.7913007374158,,37.22666666666665,23.06,48.08,27.56,29.0255784309939
1,30.0604893833947,23.9477535934292,36.1198652318214,40.48041666666668,23.45,56.56,30.99,27.0412126994571
1,28.2350056783437,21.5328575037898,32.6648142523364,40.48041666666668,23.45,56.56,30.99,24.0916443602875
1,27.9555330732976,16.9929657367534,28.8359591628382,40.48041666666668,23.45,56.56,30.99,20.3704948453608
1,26.0961186484618,12.6731870572063,30.663983909416,40.48041666666668,23.45,56.56,30.99,17.6813637276562
1,26.7754528122021,7.93450954259516,31.3367434238171,40.48041666666668,23.45,56.56,30.99,21.6228572428761
1,29.8117153373045,15.4215705993271,31.7500584,40.48041666666668,23.45,56.56,30.99,28.769110016304
1,39.9841504354711,29.9359427539664,47.5926353112942,40.48041666666668,23.45,56.56,30.99,35.0846433960366
1,47.3812359583952,41.7082197712179,54.5333883381164,40.48041666666668,23.45,56.56,30.99,45.8425926544639
1,50.977180241373,44.9364790702011,53.2097920255451,40.48041666666668,23.45,56.56,30.99,49.1063385159531
1,50.3038522253234,44.5194831545109,35.5688568969845,40.48041666666668,23.45,56.56,30.99,49.9632270786833
1,49.8685873917749,43.0075897342676,28.3061260867984,40.48041666666668,23.45,56.56,30.99,49.7358439208294
1,48.97,40.0466028701106,27.7404870775348,40.48041666666668,23.45,56.56,30.99,50.9666247059778
1,47.51,38.4871983382111,26.6206372243882,40.48041666666668,23.45,56.56,30.99,47.0270382665596
1,47.07,40.7854125814193,22.2751908480614,40.48041666666668,23.45,56.56,30.99,45.1706814165754
1,45.94,42.6020877293578,19.4000385305506,40.48041666666668,23.45,56.56,30.99,46.4768750803829
1,45.95,47.9455987291005,22.9404763894693,40.48041666666668,23.45,56.56,30.99,45.8157466700079
1,44.2,50.8383474010946,28.5948133165829,40.48041666666668,23.45,56.56,30.99,45.4771856983673
1,45.74,52.1089736103035,37.3547653299766,40.48041666666668,23.45,56.56,30.99,48.0896924444767
1,49.58,54.0738534202434,46.7425414213871,40.48041666666668,23.45,56.56,30.99,50.714962461749
1,56.56,58.4595081858641,64.3341804180418,40.48041666666668,23.45,56.56,30.99,61.8194074853186
1,49.56,51.8066614773104,56.9202930064418,40.48041666666668,23.45,56.56,30.99,52.4687718512881
1,41.52,41.0019669975973,45.9588183621423,40.48041666666668,23.45,56.56,30.99,42.6413266531799
1,36.36,40.3519823537305,41.8838458008261,40.48041666666668,23.45,56.56,30.99,40.1038849056604
1,30.99,38.4072163511411,35.3726378539493,40.48041666666668,23.45,56.56,30.99,33.5909424441524
1,27.0412126994571,30.0604893833947,32.1907823470411,47.14124999999999,27.95,72.7,35.06,30.7802976341898
1,24.0916443602875,28.2350056783437,31.9709421882465,47.14124999999999,27.95,72.7,35.06,28.4912702605355
1,20.3704948453608,27.9555330732976,28.3050337723742,47.14124999999999,27.95,72.7,35.06,28.8984726398076
1,17.6813637276562,26.0961186484618,28.0489344404082,47.14124999999999,27.95,72.7,35.06,29.8007343140953
1,21.6228572428761,26.7754528122021,30.1253846914557,47.14124999999999,27.95,72.7,35.06,31.8104147178048
1,28.769110016304,29.8117153373045,32.7187017222052,47.14124999999999,27.95,72.7,35.06,31.3617372302649
1,35.0846433960366,39.9841504354711,45.5795265206111,47.14124999999999,27.95,72.7,35.06,44.8862997695729
1,45.8425926544639,47.3812359583952,58.2748252044578,47.14124999999999,27.95,72.7,35.06,53.5194356
1,49.1063385159531,50.977180241373,65.4127522171591,47.14124999999999,27.95,72.7,35.06,60.0742373488224
1,49.9632270786833,50.3038522253234,43.7815846020428,47.14124999999999,27.95,72.7,35.06,57.5554498390469
1,49.7358439208294,49.8685873917749,31.9865103833135,47.14124999999999,27.95,72.7,35.06,53.7448680049196
1,56.0,47.6871041057218,30.4349626257135,47.14124999999999,27.95,72.7,35.06,51.7773455449771
1,52.46,46.892143405763,28.2125144468905,47.14124999999999,27.95,72.7,35.06,48.840120777367
1,51.05,45.8965709363849,26.1290879420307,47.14124999999999,27.95,72.7,35.06,45.2683843270572
1,50.78,46.7005318751667,25.6458489466744,47.14124999999999,27.95,72.7,35.06,42.311918941434
1,50.22,44.1764272336117,27.8643334361188,47.14124999999999,27.95,72.7,35.06,42.0587927743377
1,50.0,44.8176327980235,31.1744210142664,47.14124999999999,27.95,72.7,35.06,43.2773564285413
1,51.69,43.0435119761314,43.230532555603,47.14124999999999,27.95,72.7,35.06,46.3892097786903
1,55.99,49.7768989454012,51.0648189300411,47.14124999999999,27.95,72.7,35.06,51.3343681312132
1,72.7,56.7533105578237,62.4090680250674,47.14124999999999,27.95,72.7,35.06,52.4755727902946
1,58.04,47.4839395414372,48.9995507520669,47.14124999999999,27.95,72.7,35.06,49.5521589457615
1,43.98,36.0116963714161,32.844082681211,47.14124999999999,27.95,72.7,35.06,42.8060559570996
1,40.99,33.6961201262941,30.0608652916532,47.14124999999999,27.95,72.7,35.06,40.7954235250601
1,35.06,29.0255784309939,27.9850053875895,47.14124999999999,27.95,72.7,35.06,33.8445422270038
1,30.7802976341898,27.0412126994571,23.3800330959062,44.33583333333333,28.22,61.04,32.43,32.6067812744988
1,28.4912702605355,24.0916443602875,23.5327615477117,44.33583333333333,28.22,61.04,32.43,29.9994596378725
1,28.8984726398076,20.3704948453608,26.4243146214099,44.33583333333333,28.22,61.04,32.43,30.824305074537
1,29.8007343140953,17.6813637276562,26.5876875132052,44.33583333333333,28.22,61.04,32.43,29.0260643863179
1,31.8104147178048,21.6228572428761,29.4810840160031,44.33583333333333,28.22,61.04,32.43,26.5938437931564
1,31.3617372302649,28.769110016304,30.0621894776613,44.33583333333333,28.22,61.04,32.43,28.0811920710868
1,44.8862997695729,35.0846433960366,31.6676013785181,44.33583333333333,28.22,61.04,32.43,30.3724408171058
1,53.5194356,45.8425926544639,29.3183203683124,44.33583333333333,28.22,61.04,32.43,34.2732734620566
1,60.0742373488224,49.1063385159531,32.0295295426291,44.33583333333333,28.22,61.04,32.43,41.8745129682997
1,57.5554498390469,49.9632270786833,30.0242295209659,44.33583333333333,28.22,61.04,32.43,43.0267880477393
1,53.7448680049196,49.7358439208294,26.869292076887,44.33583333333333,28.22,61.04,32.43,40.5005852972554
1,52.93,50.9666247059778,23.1938282300224,44.33583333333333,28.22,61.04,32.43,38.3170883199515
1,50.85,47.0270382665596,22.8560706911636,44.33583333333333,28.22,61.04,32.43,30.3738304979068
1,47.8,45.1706814165754,20.7284141840734,44.33583333333333,28.22,61.04,32.43,28.5148373493976
1,46.8,46.4768750803829,21.3859120242788,44.33583333333333,28.22,61.04,32.43,30.3854969959219
1,45.17,45.8157466700079,21.9824816647366,44.33583333333333,28.22,61.04,32.43,30.8698116594966
1,44.48,45.4771856983673,25.9997961373391,44.33583333333333,28.22,61.04,32.43,35.1793071851604
1,46.66,48.0896924444767,36.2276665039403,44.33583333333333,28.22,61.04,32.43,38.3756199170125
1,49.56,50.714962461749,43.6980094903556,44.33583333333333,28.22,61.04,32.43,45.4294273524532
1,55.44,61.8194074853186,51.5170083282929,44.33583333333333,28.22,61.04,32.43,45.4243954232038
1,49.99,52.4687718512881,43.2192950460906,44.33583333333333,28.22,61.04,32.43,31.4751767418033
1,40.07,42.6413266531799,35.2126426614481,44.33583333333333,28.22,61.04,32.43,28.7710279113832
1,36.47,40.1038849056604,39.0078587393831,44.33583333333333,28.22,61.04,32.43,24.4638760334396
1,32.43,33.5909424441524,30.7123723228995,44.33583333333333,28.22,61.04,32.43,18.3897597042514
1,32.6067812744988,30.7802976341898,33.4877606287283,33.64458333333334,23.55,43.97,23.55,20.515285784676
1,29.9994596378725,28.4912702605355,31.3450245762712,33.64458333333334,23.55,43.97,23.55,16.5095696926376
1,30.824305074537,28.8984726398076,27.9866728469454,33.64458333333334,23.55,43.97,23.55,15.7876201941748
1,29.0260643863179,29.8007343140953,24.0609612388894,33.64458333333334,23.55,43.97,23.55,14.3469153085388
1,26.5938437931564,31.8104147178048,24.3087649653434,33.64458333333334,23.55,43.97,23.55,14.618208125857
1,28.0811920710868,31.3617372302649,24.7249832502655,33.64458333333334,23.55,43.97,23.55,15.4859861684929
1,30.3724408171058,44.8862997695729,26.1954440357331,33.64458333333334,23.55,43.97,23.55,14.6572275903981
1,34.2732734620566,53.5194356,26.5410472303207,33.64458333333334,23.55,43.97,23.55,17.0901997404096
1,41.8745129682997,60.0742373488224,26.6493102144949,33.64458333333334,23.55,43.97,23.55,16.811650260269
1,43.0267880477393,57.5554498390469,27.9514695985601,33.64458333333334,23.55,43.97,23.55,22.2092650569225
1,40.5005852972554,53.7448680049196,31.0421542515646,33.64458333333334,23.55,43.97,23.55,23.4274383353071
1,39.13,51.7773455449771,33.8948770984305,33.64458333333334,23.55,43.97,23.55,22.948465600845
1,29.42,48.840120777367,35.2480359914149,33.64458333333334,23.55,43.97,23.55,17.4458760740544
1,27.31,45.2683843270572,31.226919217104,33.64458333333334,23.55,43.97,23.55,6.0926705798713
1,28.03,42.311918941434,29.1700672094232,33.64458333333334,23.55,43.97,23.55,6.62882718208851
1,28.94,42.0587927743377,29.912168898411,33.64458333333334,23.55,43.97,23.55,7.78022146207975
1,31.62,43.2773564285413,30.236879092277,33.64458333333334,23.55,43.97,23.55,11.3205894762221
1,36.14,46.3892097786903,33.2444976555503,33.64458333333334,23.55,43.97,23.55,16.4308602081253
1,42.97,51.3343681312132,35.964680305813,33.64458333333334,23.55,43.97,23.55,30.5174908661897
1,42.99,52.4755727902946,42.0081132249298,33.64458333333334,23.55,43.97,23.55,37.2844816581203
1,35.06,49.5521589457615,39.9550251277326,33.64458333333334,23.55,43.97,23.55,30.168500221533
1,30.07,42.8060559570996,37.9696392124523,33.64458333333334,23.55,43.97,23.55,23.8670094227728
1,29.06,40.7954235250601,37.4258722250714,33.64458333333334,23.55,43.97,23.55,21.4886376256316
1,23.55,33.8445422270038,31.9991074723247,33.64458333333334,23.55,43.97,23.55,16.8774894144689
1,20.515285784676,32.6067812744988,26.825019729762,21.905,12.89,42.97,23.78,14.4633607969844
1,16.5095696926376,29.9994596378725,28.3481720525568,21.905,12.89,42.97,23.78,13.1951537329616
1,15.7876201941748,30.824305074537,27.6086315122054,21.905,12.89,42.97,23.78,13.4488195248145
1,14.3469153085388,29.0260643863179,24.669143663739,21.905,12.89,42.97,23.78,13.8580811884711
1,14.618208125857,26.5938437931564,26.0223731059038,21.905,12.89,42.97,23.78,12.9349446624114
1,15.4859861684929,28.0811920710868,24.2326410720753,21.905,12.89,42.97,23.78,14.259562377531
1,14.6572275903981,30.3724408171058,34.2622765984492,21.905,12.89,42.97,23.78,33.8030042112973
1,17.0901997404096,34.2732734620566,45.2342722796433,21.905,12.89,42.97,23.78,42.4712584568132
1,16.811650260269,41.8745129682997,49.1590607586798,21.905,12.89,42.97,23.78,42.2505993509213
1,22.2092650569225,43.0267880477393,48.1567594661167,21.905,12.89,42.97,23.78,36.4424489957612
1,23.4274383353071,40.5005852972554,36.9615819971122,21.905,12.89,42.97,23.78,27.7119617209541
1,19.99,38.3170883199515,35.0166143674948,21.905,12.89,42.97,23.78,26.3672970486234
1,16.5,30.3738304979068,33.8907392780782,21.905,12.89,42.97,23.78,26.1804504093594
1,13.19,28.5148373493976,32.4995286504349,21.905,12.89,42.97,23.78,25.2661688001275
1,12.89,30.3854969959219,31.404909122554,21.905,12.89,42.97,23.78,26.0579494578524
1,13.1,30.8698116594966,30.2396546541845,21.905,12.89,42.97,23.78,29.6172814716456
1,16.57,35.1793071851604,31.8639663289631,21.905,12.89,42.97,23.78,29.9249712514782
1,23.35,38.3756199170125,39.5988088929847,21.905,12.89,42.97,23.78,40.7656152426909
1,35.23,45.4294273524532,45.3916604303087,21.905,12.89,42.97,23.78,45.9086003849246
1,42.97,45.4243954232038,53.6114374904827,21.905,12.89,42.97,23.78,52.5804429215344
1,32.28,31.4751767418033,42.5849344158008,21.905,12.89,42.97,23.78,41.5951294613694
1,29.13,28.7710279113832,31.8905403729116,21.905,12.89,42.97,23.78,29.2030761476753
1,31.2,24.4638760334396,28.7148731229597,21.905,12.89,42.97,23.78,26.3984943975052
1,23.78,18.3897597042514,26.7913007374158,21.905,12.89,42.97,23.78,22.3332246761939
1,14.4633607969844,20.515285784676,23.9477535934292,34.83541666666667,19.47,66.87,31.42,29.9019529669589
1,13.1951537329616,16.5095696926376,21.5328575037898,34.83541666666667,19.47,66.87,31.42,29.3942344896598
1,13.4488195248145,15.7876201941748,16.9929657367534,34.83541666666667,19.47,66.87,31.42,32.0315704562642
1,13.8580811884711,14.3469153085388,12.6731870572063,34.83541666666667,19.47,66.87,31.42,31.6560607950117
1,12.9349446624114,14.618208125857,7.93450954259516,34.83541666666667,19.47,66.87,31.42,31.176339076499
1,14.259562377531,15.4859861684929,15.4215705993271,34.83541666666667,19.47,66.87,31.42,33.6767812049062
1,33.8030042112973,14.6572275903981,29.9359427539664,34.83541666666667,19.47,66.87,31.42,40.7360520910361
1,42.4712584568132,17.0901997404096,41.7082197712179,34.83541666666667,19.47,66.87,31.42,55.3207902320643
1,42.2505993509213,16.811650260269,44.9364790702011,34.83541666666667,19.47,66.87,31.42,64.4057624325327
1,36.4424489957612,22.2092650569225,44.5194831545109,34.83541666666667,19.47,66.87,31.42,63.6544548505601
1,27.7119617209541,23.4274383353071,43.0075897342676,34.83541666666667,19.47,66.87,31.42,63.754665832964
1,28.06,22.948465600845,40.0466028701106,34.83541666666667,19.47,66.87,31.42,68.119073483774
1,26.4,17.4458760740544,38.4871983382111,34.83541666666667,19.47,66.87,31.42,75.716777929991
1,26.35,6.0926705798713,40.7854125814193,34.83541666666667,19.47,66.87,31.42,80.3316362418873
1,27.33,6.62882718208851,42.6020877293578,34.83541666666667,19.47,66.87,31.42,72.1141255112862
1,29.08,7.78022146207975,47.9455987291005,34.83541666666667,19.47,66.87,31.42,59.445504170655
1,32.65,11.3205894762221,50.8383474010946,34.83541666666667,19.47,66.87,31.42,55.4008294258107
1,47.01,16.4308602081253,52.1089736103035,34.83541666666667,19.47,66.87,31.42,53.3259158186864
1,53.33,30.5174908661897,54.0738534202434,34.83541666666667,19.47,66.87,31.42,58.4987673180628
1,66.87,37.2844816581203,58.4595081858641,34.83541666666667,19.47,66.87,31.42,73.7736683410054
1,51.61,30.168500221533,51.8066614773104,34.83541666666667,19.47,66.87,31.42,59.9364967548193
1,41.51,23.8670094227728,41.0019669975973,34.83541666666667,19.47,66.87,31.42,54.0786031230481
