X0,DA-1d,DA-2d,DA-7d,DA_avg,DA_min,DA_max,DA_last,L,W,S,DayAhead
1,31.75,29.12,23.09,30.582499999999996,23.61,39.74,26.62,62.3005,9.138,11.8845,23.06
1,33.03,31.0,26.29,30.582499999999996,23.61,39.74,26.62,61.3445,9.211,9.6985,26.55
1,34.71,34.53,30.01,30.582499999999996,23.61,39.74,26.62,60.41125,8.85425,6.95725,30.72
1,35.2,36.91,32.85,30.582499999999996,23.61,39.74,26.62,59.43825,8.32075,3.60925,32.15
1,35.28,35.49,32.06,30.582499999999996,23.61,39.74,26.62,56.38475,7.92375,1.15925,30.59
1,33.02,33.25,31.67,30.582499999999996,23.61,39.74,26.62,53.875,7.93,0.099,28.16
1,31.05,33.02,32.86,30.582499999999996,23.61,39.74,26.62,51.6715,8.36725,0.0,29.08
1,26.62,27.33,29.45,30.582499999999996,23.61,39.74,26.62,47.61625,8.75375,0.0,26.07
1,25.9,26.46,26.14,28.040000000000003,21.37,39.7,26.07,44.12775,8.75575,0.0,23.06
1,23.73,25.64,24.2,28.040000000000003,21.37,39.7,26.07,42.09175,8.81175,0.0,22.45
1,22.16,24.6,23.01,28.040000000000003,21.37,39.7,26.07,40.916,8.712,0.0,21.02
1,21.37,23.61,21.57,28.040000000000003,21.37,39.7,26.07,40.3805,8.3305,0.0,20.09
1,21.72,23.99,21.71,28.040000000000003,21.37,39.7,26.07,40.24975,8.14875,0.005,20.06
1,22.45,24.95,21.25,28.040000000000003,21.37,39.7,26.07,40.239,7.73875,0.35375,18.75
1,27.85,29.84,21.82,28.040000000000003,21.37,39.7,26.07,42.835,6.79875,1.9735,20.73
1,35.3,37.82,22.85,28.040000000000003,21.37,39.7,26.07,46.369,5.91675,5.18975,22.75
1,39.7,39.74,26.06,28.040000000000003,21.37,39.7,26.07,50.28875,5.63875,9.28725,24.47
1,37.5,35.43,29.47,28.040000000000003,21.37,39.7,26.07,53.687,6.07725,13.2605,23.0
1,34.94,34.88,29.46,28.040000000000003,21.37,39.7,26.07,55.42025,6.46625,16.0815,21.64
1,33.25,33.76,30.03,28.040000000000003,21.37,39.7,26.07,56.3885,7.02825,17.5145,21.08
1,28.81,29.71,28.49,28.040000000000003,21.37,39.7,26.07,55.4595,7.20125,18.1615,16.04
1,24.97,26.98,25.69,28.040000000000003,21.37,39.7,26.07,53.29725,6.96875,17.975,12.85
1,23.92,27.44,23.85,28.040000000000003,21.37,39.7,26.07,51.71625,6.46475,17.11025,15.93
1,23.01,28.47,23.8,28.040000000000003,21.37,39.7,26.07,50.7375,6.05525,15.3095,18.67
1,23.06,31.75,24.06,28.040000000000003,21.37,39.7,26.07,50.22525,5.417,13.09025,21.49
1,26.55,33.03,27.92,28.040000000000003,21.37,39.7,26.07,50.02625,4.79175,9.94375,23.38
1,30.72,34.71,30.23,28.040000000000003,21.37,39.7,26.07,50.28925,4.3445,6.80175,26.53
1,32.15,35.2,31.47,28.040000000000003,21.37,39.7,26.07,49.87075,3.67625,3.56475,27.28
1,30.59,35.28,31.85,28.040000000000003,21.37,39.7,26.07,47.75,3.333,1.159,26.83
1,28.16,33.02,29.47,28.040000000000003,21.37,39.7,26.07,45.992,3.3735,0.10475,26.97
1,29.08,31.05,30.94,28.040000000000003,21.37,39.7,26.07,45.1735,3.92375,0.0,28.0
1,26.07,26.62,27.73,28.040000000000003,21.37,39.7,26.07,41.93,4.495,0.0,24.48
1,23.06,25.9,22.74,21.98125,12.85,28.0,24.48,39.2765,5.13125,0.0,20.64
1,22.45,23.73,18.6,21.98125,12.85,28.0,24.48,37.338,5.43,0.0,15.16
1,21.02,22.16,18.58,21.98125,12.85,28.0,24.48,36.124,5.24925,0.0,13.04
1,20.09,21.37,18.58,21.98125,12.85,28.0,24.48,35.495,5.16175,0.0,10.88
1,20.06,21.72,18.54,21.98125,12.85,28.0,24.48,35.261,4.95675,0.00425,15.04
1,18.75,22.45,17.5,21.98125,12.85,28.0,24.48,35.08575,4.891,0.278,13.1
1,20.73,27.85,17.58,21.98125,12.85,28.0,24.48,36.23475,4.542,1.5705,10.16
1,22.75,35.3,19.16,21.98125,12.85,28.0,24.48,38.69175,3.955,3.983,10.13
1,24.47,39.7,21.57,21.98125,12.85,28.0,24.48,42.05825,3.66325,6.81125,14.29
1,23.0,37.5,22.91,21.98125,12.85,28.0,24.48,45.19,3.7415,9.469,16.98
1,21.64,34.94,21.19,21.98125,12.85,28.0,24.48,48.11475,3.844,11.5915,17.55
1,21.08,33.25,25.3,21.98125,12.85,28.0,24.48,50.593,3.64,12.7735,19.08
1,16.04,28.81,22.94,21.98125,12.85,28.0,24.48,49.82075,3.85125,13.53575,17.12
1,12.85,24.97,19.16,21.98125,12.85,28.0,24.48,47.68725,4.03475,14.6045,11.63
1,15.93,23.92,18.53,21.98125,12.85,28.0,24.48,46.6295,4.33225,15.08225,9.04
1,18.67,23.01,19.07,21.98125,12.85,28.0,24.48,45.867,4.22825,14.43225,8.9
1,21.49,23.06,21.06,21.98125,12.85,28.0,24.48,45.97125,4.05125,12.6955,11.79
1,23.38,26.55,23.93,21.98125,12.85,28.0,24.48,46.646,3.49575,9.9985,19.04
1,26.53,30.72,27.52,21.98125,12.85,28.0,24.48,47.327,3.09275,6.7405,22.97
1,27.28,32.15,29.78,21.98125,12.85,28.0,24.48,47.6,2.796,3.622,26.95
1,26.83,30.59,31.33,21.98125,12.85,28.0,24.48,46.6885,2.17025,1.229,27.8
1,26.97,28.16,29.4,21.98125,12.85,28.0,24.48,45.9065,1.8615,0.11625,29.88
1,28.0,29.08,29.81,21.98125,12.85,28.0,24.48,46.43425,1.95275,0.0,29.26
1,24.48,26.07,23.24,21.98125,12.85,28.0,24.48,43.3295,2.14025,0.0,27.14
1,20.64,23.06,21.34,17.398749999999996,8.9,29.88,27.14,40.5735,2.487,0.0,24.92
1,15.16,22.45,19.46,17.398749999999996,8.9,29.88,27.14,39.22375,3.21025,0.0,21.6
1,13.04,21.02,17.63,17.398749999999996,8.9,29.88,27.14,38.6075,4.58875,0.0,20.4
1,10.88,20.09,18.37,17.398749999999996,8.9,29.88,27.14,39.10675,6.01225,0.0,17.45
1,15.04,20.06,18.57,17.398749999999996,8.9,29.88,27.14,40.4835,7.1285,0.005,17.05
1,13.1,18.75,21.03,17.398749999999996,8.9,29.88,27.14,44.37625,7.604,0.36325,19.99
1,10.16,20.73,27.31,17.398749999999996,8.9,29.88,27.14,52.3865,7.50375,1.96175,28.97
1,10.13,22.75,33.49,17.398749999999996,8.9,29.88,27.14,58.9605,6.896,5.73075,34.42
1,14.29,24.47,37.13,17.398749999999996,8.9,29.88,27.14,63.19675,6.72925,10.9995,34.94
1,16.98,23.0,39.91,17.398749999999996,8.9,29.88,27.14,63.9875,7.9225,16.0735,29.44
1,17.55,21.64,38.17,17.398749999999996,8.9,29.88,27.14,65.68875,9.06025,19.01125,26.84
1,19.08,21.08,39.09,17.398749999999996,8.9,29.88,27.14,66.809,9.65525,20.184,26.95
1,17.12,16.04,34.23,17.398749999999996,8.9,29.88,27.14,66.03975,9.932,20.65825,25.51
1,11.63,12.85,32.32,17.398749999999996,8.9,29.88,27.14,65.90475,10.4555,20.724,25.24
1,9.04,15.93,31.68,17.398749999999996,8.9,29.88,27.14,63.2935,10.5565,19.5605,25.44
1,8.9,18.67,30.89,17.398749999999996,8.9,29.88,27.14,63.74925,10.7375,17.07075,25.49
1,11.79,21.49,29.38,17.398749999999996,8.9,29.88,27.14,62.01225,10.7875,13.93525,25.19
1,19.04,23.38,30.45,17.398749999999996,8.9,29.88,27.14,61.9505,10.88025,10.17,27.74
1,22.97,26.53,31.75,17.398749999999996,8.9,29.88,27.14,61.74125,10.83575,5.82925,32.97
1,26.95,27.28,32.97,17.398749999999996,8.9,29.88,27.14,60.72075,10.9495,2.512,34.96
1,27.8,26.83,32.58,17.398749999999996,8.9,29.88,27.14,57.74225,10.9785,0.661,33.57
1,29.88,26.97,29.98,17.398749999999996,8.9,29.88,27.14,55.54475,11.358,0.039,31.76
1,29.26,28.0,29.31,17.398749999999996,8.9,29.88,27.14,52.80475,11.8895,0.0,30.74
1,27.14,24.48,26.14,17.398749999999996,8.9,29.88,27.14,48.4075,11.6475,0.0,25.38
1,24.92,20.64,24.82,26.956666666666667,17.05,34.96,25.38,44.5575,11.20575,0.0,24.23
1,21.6,15.16,22.76,26.956666666666667,17.05,34.96,25.38,43.049,10.29625,0.0,23.37
1,20.4,13.04,21.88,26.956666666666667,17.05,34.96,25.38,42.2215,9.37775,0.0,22.34
1,17.45,10.88,21.64,26.956666666666667,17.05,34.96,25.38,42.12225,8.75275,0.0,21.23
1,17.05,15.04,22.04,26.956666666666667,17.05,34.96,25.38,42.85975,8.07425,0.0015,21.89
1,19.99,13.1,23.0,26.956666666666667,17.05,34.96,25.38,45.74375,7.14525,0.1285,23.93
1,28.97,10.16,27.4,26.956666666666667,17.05,34.96,25.38,53.82725,6.198,0.907,29.54
1,34.42,10.13,35.29,26.956666666666667,17.05,34.96,25.38,59.7355,5.13475,2.51325,38.73
1,34.94,14.29,38.39,26.956666666666667,17.05,34.96,25.38,63.08325,4.672,4.76375,40.78
1,29.44,16.98,38.44,26.956666666666667,17.05,34.96,25.38,64.3515,4.40825,7.29825,42.59
1,26.84,17.55,37.25,26.956666666666667,17.05,34.96,25.38,66.251,4.388,10.18825,41.79
1,26.95,19.08,35.83,26.956666666666667,17.05,34.96,25.38,68.098,4.34875,12.46475,43.73
1,25.51,17.12,32.0,26.956666666666667,17.05,34.96,25.38,67.28825,4.03725,13.951,39.59
1,25.24,11.63,29.37,26.956666666666667,17.05,34.96,25.38,65.569,3.76175,14.66875,37.64
1,25.44,9.04,27.55,26.956666666666667,17.05,34.96,25.38,64.35125,3.18325,15.48475,35.84
1,25.49,8.9,27.38,26.956666666666667,17.05,34.96,25.38,63.31825,2.67875,14.84025,34.16
1,25.19,11.79,28.64,26.956666666666667,17.05,34.96,25.38,61.679,2.11525,12.7975,32.45
1,27.74,19.04,32.51,26.956666666666667,17.05,34.96,25.38,61.67625,1.834,10.154,33.05
1,32.97,22.97,35.08,26.956666666666667,17.05,34.96,25.38,60.5845,1.508,6.596,34.94
1,34.96,26.95,37.5,26.956666666666667,17.05,34.96,25.38,58.5525,1.16725,3.28825,35.91
1,33.57,27.8,36.0,26.956666666666667,17.05,34.96,25.38,56.5295,1.1625,1.0405,37.44
1,31.76,29.88,32.01,26.956666666666667,17.05,34.96,25.38,54.2065,1.4155,0.08725,34.98
1,30.74,29.26,30.1,26.956666666666667,17.05,34.96,25.38,51.7195,1.71,0.0,33.93
1,25.38,27.14,26.59,26.956666666666667,17.05,34.96,25.38,47.445,2.29875,0.0,30.0
1,24.23,24.92,26.19,33.08666666666666,21.23,43.73,30.0,44.43575,2.82425,0.0,28.06
1,23.37,21.6,25.34,33.08666666666666,21.23,43.73,30.0,42.8665,3.37925,0.0,24.95
1,22.34,20.4,24.32,33.08666666666666,21.23,43.73,30.0,42.02475,3.42625,0.0,23.95
1,21.23,17.45,23.73,33.08666666666666,21.23,43.73,30.0,42.24275,3.47175,0.0,23.14
1,21.89,17.05,23.52,33.08666666666666,21.23,43.73,30.0,43.35925,3.435,0.00375,22.97
1,23.93,19.99,25.31,33.08666666666666,21.23,43.73,30.0,46.20825,3.16775,0.254,24.06
1,29.54,28.97,28.37,33.08666666666666,21.23,43.73,30.0,54.12825,2.959,1.57975,29.98
1,38.73,34.42,35.91,33.08666666666666,21.23,43.73,30.0,60.788,2.5465,4.3365,40.0
1,40.78,34.94,38.79,33.08666666666666,21.23,43.73,30.0,63.75975,1.989,8.2275,42.0
1,42.59,29.44,36.2,33.08666666666666,21.23,43.73,30.0,64.77225,2.2035,12.6375,40.0
1,41.79,26.84,35.91,33.08666666666666,21.23,43.73,30.0,66.49575,2.422,16.65275,37.27
1,43.73,26.95,35.51,33.08666666666666,21.23,43.73,30.0,68.1475,2.857,19.186,36.62
1,39.59,25.51,30.21,33.08666666666666,21.23,43.73,30.0,67.96275,3.2735,20.15825,33.6
1,37.64,25.24,28.29,33.08666666666666,21.23,43.73,30.0,66.91675,3.0825,20.657,30.29
1,35.84,25.44,27.99,33.08666666666666,21.23,43.73,30.0,65.688,2.74875,20.35675,28.94
1,34.16,25.49,27.73,33.08666666666666,21.23,43.73,30.0,64.66825,2.37125,18.73975,28.93
1,32.45,25.19,29.12,33.08666666666666,21.23,43.73,30.0,62.83125,1.84925,16.4065,30.31
1,33.05,27.74,31.0,33.08666666666666,21.23,43.73,30.0,62.4355,1.3255,12.74025,33.7
1,34.94,32.97,34.53,33.08666666666666,21.23,43.73,30.0,61.38875,0.7445,8.2475,38.12
1,35.91,34.96,36.91,33.08666666666666,21.23,43.73,30.0,60.64125,0.4085,4.057,39.8
1,37.44,33.57,35.49,33.08666666666666,21.23,43.73,30.0,58.094,0.32725,1.28225,38.3
1,34.98,31.76,33.25,33.08666666666666,21.23,43.73,30.0,55.724,0.4645,0.10925,37.39
1,33.93,30.74,33.02,33.08666666666666,21.23,43.73,30.0,53.7005,0.91875,0.0,35.98
1,30.0,25.38,27.33,33.08666666666666,21.23,43.73,30.0,49.199,1.728,0.0,30.35
1,28.06,24.23,26.46,32.44625,22.97,42.0,30.35,45.38775,2.88925,0.0,28.09
1,24.95,23.37,25.64,32.44625,22.97,42.0,30.35,43.58225,4.04625,0.0,25.64
1,23.95,22.34,24.6,32.44625,22.97,42.0,30.35,42.7595,5.099,0.0,24.38
1,23.14,21.23,23.61,32.44625,22.97,42.0,30.35,43.025,6.13725,0.0,23.3
1,22.97,21.89,23.99,32.44625,22.97,42.0,30.35,43.60025,6.74975,0.00425,23.24
1,24.06,23.93,24.95,32.44625,22.97,42.0,30.35,46.2095,7.31225,0.37725,24.14
1,29.98,29.54,29.84,32.44625,22.97,42.0,30.35,53.96125,7.21075,2.0745,28.16
1,40.0,38.73,37.82,32.44625,22.97,42.0,30.35,60.6225,5.95625,6.14075,35.91
1,42.0,40.78,39.74,32.44625,22.97,42.0,30.35,64.29175,3.97,11.64025,35.91
1,40.0,42.59,35.43,32.44625,22.97,42.0,30.35,65.43075,3.5145,17.207,34.97
1,37.27,41.79,34.88,32.44625,22.97,42.0,30.35,67.3745,4.3085,21.7205,29.78
1,36.62,43.73,33.76,32.44625,22.97,42.0,30.35,69.2395,4.918,24.67475,27.95
1,33.6,39.59,29.71,32.44625,22.97,42.0,30.35,69.01775,5.325,25.97175,25.62
1,30.29,37.64,26.98,32.44625,22.97,42.0,30.35,68.80125,5.49775,26.01075,25.08
1,28.94,35.84,27.44,32.44625,22.97,42.0,30.35,67.536,5.612,24.54,25.37
1,28.93,34.16,28.47,32.44625,22.97,42.0,30.35,66.182,5.3055,22.335,25.71
1,30.31,32.45,31.75,32.44625,22.97,42.0,30.35,64.45575,5.2035,18.8825,27.31
1,33.7,33.05,33.03,32.44625,22.97,42.0,30.35,63.38325,5.1475,14.1705,30.83
1,38.12,34.94,34.71,32.44625,22.97,42.0,30.35,62.6565,5.23275,8.67625,35.92
1,39.8,35.91,35.2,32.44625,22.97,42.0,30.35,61.73,5.44675,3.86875,40.06
1,38.3,37.44,35.28,32.44625,22.97,42.0,30.35,58.97175,5.91925,1.28475,38.04
1,37.39,34.98,33.02,32.44625,22.97,42.0,30.35,55.9395,7.5955,0.1325,32.72
1,35.98,33.93,31.05,32.44625,22.97,42.0,30.35,54.02175,9.414,0.0,30.77
1,30.35,30.0,26.62,32.44625,22.97,42.0,30.35,50.237,9.83275,0.0,26.99
1,28.09,28.06,25.9,29.412083333333328,23.24,40.06,26.99,46.682,9.80675,0.0,26.03
1,25.64,24.95,23.73,29.412083333333328,23.24,40.06,26.99,45.02425,9.42875,0.0,24.56
1,24.38,23.95,22.16,29.412083333333328,23.24,40.06,26.99,43.9965,8.8035,0.0,24.08
1,23.3,23.14,21.37,29.412083333333328,23.24,40.06,26.99,43.97925,8.21825,0.0,23.36
1,23.24,22.97,21.72,29.412083333333328,23.24,40.06,26.99,44.698,6.89275,0.004,23.91
1,24.14,24.06,22.45,29.412083333333328,23.24,40.06,26.99,46.89275,6.524,0.35025,26.43
1,28.16,29.98,27.85,29.412083333333328,23.24,40.06,26.99,54.96675,6.697,1.98975,31.86
1,35.91,40.0,35.3,29.412083333333328,23.24,40.06,26.99,61.78675,5.85925,5.6105,37.03
1,35.91,42.0,39.7,29.412083333333328,23.24,40.06,26.99,65.32525,4.40175,10.12625,38.84
1,34.97,40.0,37.5,29.412083333333328,23.24,40.06,26.99,66.85225,3.48525,15.051,34.46
1,29.78,37.27,34.94,29.412083333333328,23.24,40.06,26.99,68.506,2.8,19.2115,31.96
1,27.95,36.62,33.25,29.412083333333328,23.24,40.06,26.99,69.30975,2.431,21.8175,30.01
1,25.62,33.6,28.81,29.412083333333328,23.24,40.06,26.99,68.439,2.41675,22.939,29.93
1,25.08,30.29,24.97,29.412083333333328,23.24,40.06,26.99,67.022,2.21875,22.7225,28.27
1,25.37,28.94,23.92,29.412083333333328,23.24,40.06,26.99,65.3785,2.52025,20.906,28.66
1,25.71,28.93,23.01,29.412083333333328,23.24,40.06,26.99,64.90925,2.3555,18.55875,28.38
1,27.31,30.31,23.06,29.412083333333328,23.24,40.06,26.99,63.4085,2.54125,15.64775,29.63
1,30.83,33.7,26.55,29.412083333333328,23.24,40.06,26.99,62.84875,2.859,11.654,31.65
1,35.92,38.12,30.72,29.412083333333328,23.24,40.06,26.99,61.89,3.3935,7.17075,34.98
1,40.06,39.8,32.15,29.412083333333328,23.24,40.06,26.99,60.344,4.0095,3.21725,35.53
1,38.04,38.3,30.59,29.412083333333328,23.24,40.06,26.99,57.376,3.5055,1.00075,34.95
1,32.72,37.39,28.16,29.412083333333328,23.24,40.06,26.99,54.294,3.69325,0.08875,33.28
1,30.77,35.98,29.08,29.412083333333328,23.24,40.06,26.99,52.43625,4.052,0.0,34.12
1,26.99,30.35,26.07,29.412083333333328,23.24,40.06,26.99,48.152,4.01125,0.0,32.04
1,26.03,28.09,23.06,30.581249999999997,23.36,38.84,32.04,45.02775,3.4765,0.0,30.14
1,24.56,25.64,22.45,30.581249999999997,23.36,38.84,32.04,43.01325,3.29175,0.0,28.97
1,24.08,24.38,21.02,30.581249999999997,23.36,38.84,32.04,41.948,2.84225,0.0,26.64
1,23.36,23.3,20.09,30.581249999999997,23.36,38.84,32.04,41.05725,2.77975,0.0,24.28
1,23.91,23.24,20.06,30.581249999999997,23.36,38.84,32.04,40.694,3.09925,0.0035,23.35
1,26.43,24.14,18.75,30.581249999999997,23.36,38.84,32.04,40.95675,3.09025,0.281,23.0
1,31.86,28.16,20.73,30.581249999999997,23.36,38.84,32.04,43.121,2.88875,1.5135,24.0
1,37.03,35.91,22.75,30.581249999999997,23.36,38.84,32.04,46.89625,2.52275,3.7775,26.93
1,38.84,35.91,24.47,30.581249999999997,23.36,38.84,32.04,50.755,2.0595,7.05625,30.25
1,34.46,34.97,23.0,30.581249999999997,23.36,38.84,32.04,53.979,2.02275,10.29425,32.96
1,31.96,29.78,21.64,30.581249999999997,23.36,38.84,32.04,56.0775,1.98625,12.91775,33.86
1,30.01,27.95,21.08,30.581249999999997,23.36,38.84,32.04,57.62675,2.34425,15.3825,32.95
1,29.93,25.62,16.04,30.581249999999997,23.36,38.84,32.04,56.98875,2.9005,16.70775,30.06
1,28.27,25.08,12.85,30.581249999999997,23.36,38.84,32.04,55.22375,3.40225,16.80175,27.81
1,28.66,25.37,15.93,30.581249999999997,23.36,38.84,32.04,53.69975,4.308,15.68,25.08
1,28.38,25.71,18.67,30.581249999999997,23.36,38.84,32.04,52.1835,6.0615,12.8725,24.43
1,29.63,27.31,21.49,30.581249999999997,23.36,38.84,32.04,51.54775,7.55075,9.631,24.43
1,31.65,30.83,23.38,30.581249999999997,23.36,38.84,32.04,51.7575,8.71875,6.24175,27.31
1,34.98,35.92,26.53,30.581249999999997,23.36,38.84,32.04,52.123,8.6715,3.406,29.42
1,35.53,40.06,27.28,30.581249999999997,23.36,38.84,32.04,50.586,8.21775,1.70725,30.53
1,34.95,38.04,26.83,30.581249999999997,23.36,38.84,32.04,48.657,8.2875,0.62025,29.8
1,33.28,32.72,26.97,30.581249999999997,23.36,38.84,32.04,46.816,8.50075,0.06925,28.81
1,34.12,30.77,28.0,30.581249999999997,23.36,38.84,32.04,45.59125,8.4345,0.0,29.61
1,32.04,26.99,24.48,30.581249999999997,23.36,38.84,32.04,42.9,9.66825,0.0,27.02
1,30.14,26.03,20.64,27.984999999999996,23.0,33.86,27.02,39.843,10.13225,0.0,17.29
1,28.97,24.56,15.16,27.984999999999996,23.0,33.86,27.02,37.84975,11.06275,0.0,12.78
1,26.64,24.08,13.04,27.984999999999996,23.0,33.86,27.02,36.79175,10.6585,0.0,14.25
1,24.28,23.36,10.88,27.984999999999996,23.0,33.86,27.02,36.18975,10.25525,0.0,13.35
1,23.35,23.91,15.04,27.984999999999996,23.0,33.86,27.02,36.095,10.067,0.00175,13.08
1,23.0,26.43,13.1,27.984999999999996,23.0,33.86,27.02,35.43675,8.66125,0.2655,12.43
1,24.0,31.86,10.16,27.984999999999996,23.0,33.86,27.02,36.50825,7.6735,1.586,11.53
1,26.93,37.03,10.13,27.984999999999996,23.0,33.86,27.02,38.82475,6.792,4.2965,12.63
1,30.25,38.84,14.29,27.984999999999996,23.0,33.86,27.02,42.563,7.144,8.27025,13.46
1,32.96,34.46,16.98,27.984999999999996,23.0,33.86,27.02,45.6195,8.05125,12.23875,13.51
1,33.86,31.96,17.55,27.984999999999996,23.0,33.86,27.02,47.97825,8.768,15.65125,9.79
1,32.95,30.01,19.08,27.984999999999996,23.0,33.86,27.02,50.2635,8.729,17.48375,12.86
1,30.06,29.93,17.12,27.984999999999996,23.0,33.86,27.02,50.23775,8.5585,18.27775,12.08
1,27.81,28.27,11.63,27.984999999999996,23.0,33.86,27.02,48.39225,7.7575,18.00375,9.29
1,25.08,28.66,9.04,27.984999999999996,23.0,33.86,27.02,46.991,7.60925,16.88625,8.05
1,24.43,28.38,8.9,27.984999999999996,23.0,33.86,27.02,46.134,7.406,14.50025,9.19
1,24.43,29.63,11.79,27.984999999999996,23.0,33.86,27.02,45.95525,6.671,12.1855,11.67
1,27.31,31.65,19.04,27.984999999999996,23.0,33.86,27.02,47.15675,5.90975,9.5315,15.79
1,29.42,34.98,22.97,27.984999999999996,23.0,33.86,27.02,47.12175,5.1245,6.55575,23.76
1,30.53,35.53,26.95,27.984999999999996,23.0,33.86,27.02,46.109,4.53275,3.423,26.79
1,29.8,34.95,27.8,27.984999999999996,23.0,33.86,27.02,46.47725,3.785,1.13875,29.97
1,28.81,33.28,29.88,27.984999999999996,23.0,33.86,27.02,46.1025,3.834,0.1075,28.46
1,29.61,34.12,29.26,27.984999999999996,23.0,33.86,27.02,46.415,4.29025,0.0,31.91
1,27.02,32.04,27.14,27.984999999999996,23.0,33.86,27.02,43.30525,4.91275,0.0,28.12
1,17.29,30.14,24.92,16.334999999999997,8.05,31.91,28.12,40.89175,5.11625,0.0,24.1
1,12.78,28.97,21.6,16.334999999999997,8.05,31.91,28.12,39.2405,5.26625,0.0,20.99
1,14.25,26.64,20.4,16.334999999999997,8.05,31.91,28.12,38.47,5.563,0.0,19.04
1,13.35,24.28,17.45,16.334999999999997,8.05,31.91,28.12,38.929,6.42175,0.0,16.29
1,13.08,23.35,17.05,16.334999999999997,8.05,31.91,28.12,40.15625,6.73275,0.00275,16.12
1,12.43,23.0,19.99,16.334999999999997,8.05,31.91,28.12,43.64975,6.8365,0.26825,19.02
1,11.53,24.0,28.97,16.334999999999997,8.05,31.91,28.12,52.50575,6.4695,1.72,27.75
1,12.63,26.93,34.42,16.334999999999997,8.05,31.91,28.12,59.829,5.62175,4.94925,33.07
1,13.46,30.25,34.94,16.334999999999997,8.05,31.91,28.12,63.652,5.5545,9.347,34.26
1,13.51,32.96,29.44,16.334999999999997,8.05,31.91,28.12,64.65075,7.0295,13.76575,31.02
1,9.79,33.86,26.84,16.334999999999997,8.05,31.91,28.12,66.50775,8.566,16.86925,26.57
1,12.86,32.95,26.95,16.334999999999997,8.05,31.91,28.12,68.16125,9.5285,18.50825,26.29
1,12.08,30.06,25.51,16.334999999999997,8.05,31.91,28.12,68.0735,10.29975,19.46875,24.82
1,9.29,27.81,25.24,16.334999999999997,8.05,31.91,28.12,67.828,10.719,18.832,25.38
1,8.05,25.08,25.44,16.334999999999997,8.05,31.91,28.12,66.37375,10.8975,17.152,24.87
1,9.19,24.43,25.49,16.334999999999997,8.05,31.91,28.12,64.94975,10.55675,15.20125,25.95
1,11.67,24.43,25.19,16.334999999999997,8.05,31.91,28.12,63.17975,10.091,12.7525,25.92
1,15.79,27.31,27.74,16.334999999999997,8.05,31.91,28.12,63.035,9.33425,9.7285,28.08
1,23.76,29.42,32.97,16.334999999999997,8.05,31.91,28.12,62.50275,7.8085,6.274,34.98
1,26.79,30.53,34.96,16.334999999999997,8.05,31.91,28.12,61.46125,6.177,2.9985,39.05
1,29.97,29.8,33.57,16.334999999999997,8.05,31.91,28.12,59.00475,4.83025,0.9135,38.31
1,28.46,28.81,31.76,16.334999999999997,8.05,31.91,28.12,56.12,4.2585,0.08075,36.52
1,31.91,29.61,30.74,16.334999999999997,8.05,31.91,28.12,53.46625,4.57375,0.0,36.4
1,28.12,27.02,25.38,16.334999999999997,8.05,31.91,28.12,49.34725,5.1545,0.0,31.69
1,24.1,17.29,24.23,27.770416666666673,16.12,39.05,31.69,45.69475,5.1895,0.0,26.84
1,20.99,12.78,23.37,27.770416666666673,16.12,39.05,31.69,44.2135,5.01425,0.0,24.4
1,19.04,14.25,22.34,27.770416666666673,16.12,39.05,31.69,43.27725,4.657,0.0,24.09
1,16.29,13.35,21.23,27.770416666666673,16.12,39.05,31.69,43.26125,4.14875,0.0,23.13
1,16.12,13.08,21.89,27.770416666666673,16.12,39.05,31.69,44.149,3.72175,0.002,22.76
1,19.02,12.43,23.93,27.770416666666673,16.12,39.05,31.69,46.65625,3.0505,0.2595,24.19
1,27.75,11.53,29.54,27.770416666666673,16.12,39.05,31.69,54.56075,2.5415,1.66625,30.0
1,33.07,12.63,38.73,27.770416666666673,16.12,39.05,31.69,60.803,1.82275,4.37825,40.08
1,34.26,13.46,40.78,27.770416666666673,16.12,39.05,31.69,63.8215,1.78625,8.02375,41.91
1,31.02,13.51,42.59,27.770416666666673,16.12,39.05,31.69,64.78825,1.965,12.25775,41.98
1,26.57,9.79,41.79,27.770416666666673,16.12,39.05,31.69,66.3115,2.02375,15.96375,38.94
1,26.29,12.86,43.73,27.770416666666673,16.12,39.05,31.69,67.95425,2.12625,18.658,37.88
1,24.82,12.08,39.59,27.770416666666673,16.12,39.05,31.69,67.2085,1.99625,20.23775,35.36
1,25.38,9.29,37.64,27.770416666666673,16.12,39.05,31.69,66.90275,1.66975,20.31625,34.08
1,24.87,8.05,35.84,27.770416666666673,16.12,39.05,31.69,65.66875,1.369,19.1925,32.62
1,25.95,9.19,34.16,27.770416666666673,16.12,39.05,31.69,64.63375,1.10725,17.66525,31.37
1,25.92,11.67,32.45,27.770416666666673,16.12,39.05,31.69,63.14,1.02225,15.0165,30.89
1,28.08,15.79,33.05,27.770416666666673,16.12,39.05,31.69,62.07325,1.06175,11.554,36.04
1,34.98,23.76,34.94,27.770416666666673,16.12,39.05,31.69,61.26375,1.15375,7.39325,39.85
1,39.05,26.79,35.91,27.770416666666673,16.12,39.05,31.69,60.336,1.33275,3.61575,41.74
1,38.31,29.97,37.44,27.770416666666673,16.12,39.05,31.69,57.9985,1.9135,1.158,38.99
1,36.52,28.46,34.98,27.770416666666673,16.12,39.05,31.69,55.6085,3.313,0.09325,34.56
