X0,DA_Forecast,ID*,L,W,S,Intraday
1,35.08,32.4873210335577,46.93925,6.1955,0.0,31.4714809480948
1,34.3,30.1571127413779,46.71025,6.10575,0.0,32.0101460010735
1,34.3,30.4822508349872,47.0315,5.90975,0.0,31.9735147237002
1,35.36,32.2211978070661,47.071,5.4035,0.0,31.4632258852259
1,38.81,43.4674792500527,47.945,4.74525,0.0,29.7857830864787
1,42.08,49.0256765369329,50.77025,4.186,0.0635,33.1941168102426
1,46.81,49.8399236379504,54.6145,3.77525,0.738,37.7114791730009
1,50.0,50.0801655516979,57.82675,3.61625,2.064,41.5989435426741
1,49.85,50.6054452521145,59.30375,3.792,3.8385,44.38254609357
1,48.24,49.9,59.804,4.35375,5.587,43.7336089132892
1,42.25,48.98,59.447,5.087,6.36025,39.1528476116303
1,36.64,40.0,58.1035,5.5445,6.01975,35.9698877886362
1,35.64,42.92,56.37775,5.45975,4.80675,33.4691223811656
1,37.35,48.53,55.21625,5.4805,3.31575,36.0235502174267
1,42.04,48.81,55.04525,5.48775,1.53,37.7672173033139
1,47.94,50.92,57.444,5.719,0.1915,41.8010447563997
1,53.94,53.04,61.13875,6.4235,0.0,43.3697458628842
1,48.46,51.14,59.8775,7.76775,0.0,35.6031265772347
1,39.01,49.77,55.9975,9.1725,0.0,33.1074511614345
1,35.0,49.52,53.194,10.50375,0.0,30.7099579333405
1,33.03,46.34,52.15125,11.89175,0.0,29.0677209302326
1,30.29,38.82,49.31825,12.9855,0.0,24.1347109915925
1,30.81,33.0932408420782,46.20975,13.9575,0.0,19.073215815486
1,21.68,32.1915181601106,44.71725,14.58375,0.0,12.0260896824999
1,12.44,31.4714809480948,43.708,15.469,0.0,9.28876818347583
1,9.93,32.0101460010735,43.4135,16.55975,0.0,8.6885594806643
1,9.53,31.9735147237002,43.644,17.03725,0.0,9.23858267422773
1,10.13,31.4632258852259,43.103,17.23375,0.0,8.35544089261334
1,10.3,29.7857830864787,42.27175,18.2435,0.0,8.19235772357723
1,18.12,33.1941168102426,44.021,18.641,0.245,10.1765145943461
1,25.47,37.7114791730009,47.25375,18.1105,2.604,5.01386622825273
1,29.59,41.5989435426741,50.854,16.7675,6.25725,11.468837569441
1,29.82,44.38254609357,53.292,15.583,8.83275,10.174470585519
1,32.09,48.24,55.61525,14.05875,10.168,18.6882892281858
1,30.17,42.25,54.53975,13.056,9.79475,22.0706194844151
1,31.07,36.64,52.3445,12.617,8.66125,27.0212481376269
1,31.41,35.64,51.8145,12.49125,6.33225,26.5593628999039
1,30.34,37.35,51.01625,12.734,3.75375,27.1945826230333
1,31.99,42.04,51.3215,12.771,1.57775,28.5274770751743
1,41.37,47.94,53.964,12.4705,0.1925,31.0846650070613
1,53.65,53.94,57.745,12.449,0.002,37.6326555269923
1,52.8,48.46,56.95575,12.53125,0.0,43.3117332939478
1,39.28,39.01,54.54375,12.83425,0.0,32.6700559434848
1,33.95,35.0,52.96225,12.44025,0.0,32.4719765802884
1,35.05,33.03,52.7915,12.5295,0.0,34.5899722687317
1,31.01,30.29,49.628,13.20125,0.0,31.6379003083721
1,30.75,19.073215815486,46.6465,14.10075,0.0,32.3151246792552
1,27.22,12.0260896824999,44.93125,15.14075,0.0,31.8224223116477
1,26.5,9.28876818347583,44.72225,16.065,0.0,27.3703903429603
1,25.04,8.6885594806643,45.5115,16.804,0.0,23.2132369739479
1,20.95,9.23858267422773,47.27025,16.9555,0.0,23.0256793988729
1,21.93,8.35544089261334,51.38925,18.29375,0.0,28.2761233748271
1,38.49,8.19235772357723,60.717,20.083,0.0,37.5291294435532
1,48.35,10.1765145943461,67.043,21.829,0.08675,41.0367402312028
1,45.82,5.01386622825273,69.95875,23.447,0.96575,39.8912386091127
1,38.92,11.468837569441,70.50875,25.09525,2.709,37.9024463568233
1,37.92,10.174470585519,71.9215,27.00925,4.604,36.0268326662045
1,39.38,32.09,73.60475,29.07525,6.04325,32.0648375422067
1,39.18,30.17,73.73675,30.49025,6.17875,28.0519270617489
1,36.08,31.07,73.3455,31.3685,4.98825,26.7371998373272
1,33.03,31.41,72.09875,31.846,3.30175,27.7481753078553
1,31.87,30.34,71.3545,32.439,2.014,30.66940606863
1,31.63,31.99,70.26875,32.87125,0.783,31.1200318686421
1,34.92,41.37,71.6175,33.285,0.09125,34.7266317761577
1,37.94,53.65,73.76025,33.672,0.00175,35.4216338794029
1,34.27,52.8,73.028,33.96425,0.0,33.6485037174721
1,29.92,39.28,69.1285,33.866,0.0,27.144155669419
1,19.22,33.95,64.79625,32.99775,0.0,20.0726700661086
1,9.94,35.05,61.6505,31.83,0.0,16.6171345590287
1,9.48,31.01,56.885,30.713,0.0,15.1088340705689
1,12.54,32.3151246792552,52.79425,29.661,0.0,11.4961693801971
1,10.19,31.8224223116477,50.472,28.559,0.0,8.40141111422733
1,10.06,27.3703903429603,49.43375,27.47025,0.0,5.61453012683
1,11.12,23.2132369739479,49.82625,26.74725,0.0,5.60466551556205
1,12.56,23.0256793988729,51.05525,26.27125,0.0,8.20313211994239
1,25.16,28.2761233748271,54.564,25.79875,0.0,13.2646730245232
1,33.0,37.5291294435532,62.48775,26.2145,0.0,31.0604465079219
1,38.96,41.0367402312028,68.96725,26.03325,0.05475,29.9655804181111
1,38.94,39.8912386091127,71.214,26.1265,0.63125,35.5849868388835
1,38.94,37.9024463568233,72.12475,26.94425,2.0175,35.0959084290115
1,38.95,36.0268326662045,72.85725,27.4455,3.5315,33.8273626212596
1,38.95,39.38,74.25225,27.765,4.854,32.9954638472033
1,36.63,39.18,73.56,27.25,6.3765,31.6418520674056
1,36.65,36.08,72.85425,26.46,6.51725,32.6741436403509
1,36.41,33.03,71.4345,25.323,5.6745,34.7667840765338
1,36.68,31.87,69.9355,23.40275,3.8855,35.561922107576
1,34.98,31.63,68.44725,20.93025,1.92625,39.6429737078224
1,39.9,34.92,68.95875,18.8355,0.274,49.4700717548746
1,57.42,37.94,71.654,18.1395,0.00275,56.9005809215537
1,45.8,34.27,70.55825,18.227,0.0,46.7030178029537
1,46.14,29.92,66.37325,19.1,0.0,40.4855426985008
1,40.0,19.22,62.29375,20.2,0.0,31.1772617616852
1,34.25,9.94,59.42725,21.02275,0.0,28.7396411811231
1,30.03,9.48,55.282,22.387,0.0,25.0059802641768
1,22.92,11.4961693801971,51.346,24.267,0.0,14.8860522397584
1,10.26,8.40141111422733,49.3815,26.39375,0.0,6.68880810905278
1,9.5,5.61453012683,48.863,28.9295,0.0,1.90519063428272
1,7.66,5.60466551556205,49.5635,31.7045,0.0,-1.496451198473
1,5.03,8.20313211994239,51.115,33.58775,0.0,-1.46579745174545
1,7.68,13.2646730245232,55.138,35.34925,0.0,-4.55010095149687
1,21.52,31.0604465079219,63.3575,36.9805,0.0,4.55337815383829
1,31.86,29.9655804181111,69.88475,37.503,0.08925,18.7528891356152
1,32.51,35.5849868388835,72.1515,37.08625,0.876,23.2076962188887
1,32.51,35.0959084290115,72.9215,37.11525,2.2285,24.9785520878907
1,32.29,33.8273626212596,74.22425,37.134,3.40475,27.2989753604428
1,32.96,38.95,75.3555,37.0435,3.82225,27.1251051422866
1,32.01,36.63,74.682,36.96525,4.03975,27.146992119856
1,30.94,36.65,74.007,36.49675,3.94775,28.2067439891941
1,29.94,36.41,72.438,35.743,3.2765,28.1448812228001
1,31.28,36.68,71.28725,35.4035,2.29,31.5130105017503
1,31.24,34.98,70.705,35.50825,1.13375,28.6393693727632
1,32.48,39.9,71.08975,35.2545,0.16125,26.5683715427594
1,35.93,57.42,73.76025,34.99575,0.00275,24.2900986870519
1,34.05,45.8,72.819,34.7795,0.0,22.5746628274534
1,31.65,46.14,68.68625,34.26025,0.0,16.7466478979814
1,23.45,40.0,64.02275,33.0235,0.0,9.81378237729154
1,10.26,34.25,60.82775,32.0135,0.0,6.48249162489011
1,9.47,30.03,56.19925,31.78075,0.0,4.65922052675029
1,-6.58,14.8860522397584,52.4215,31.22225,0.0,6.43842752234994
1,-5.03,6.68880810905278,50.107,30.4085,0.0,4.52157999721668
1,0.01,1.90519063428272,49.15825,29.069,0.0,8.74426790268388
1,7.03,-1.496451198473,49.7005,27.152,0.0,13.2565526274428
1,9.44,-1.46579745174545,51.3825,24.66325,0.0,14.9975524110534
1,25.53,-4.55010095149687,54.329,23.45125,0.0,26.0870656225529
1,35.0,4.55337815383829,62.176,22.237,0.0,37.1827167660986
1,46.01,18.7528891356152,67.6505,20.62425,0.21325,50.0435803208841
1,48.5,23.2076962188887,69.88725,19.60475,1.83725,43.5489323728383
1,46.41,24.9785520878907,70.545,19.78525,4.6565,43.0521618850224
1,43.36,27.2989753604428,72.5115,21.376,6.719,34.1691027646603
1,40.61,32.96,73.29925,23.48275,7.93125,28.6294079043702
1,32.91,32.01,72.7025,26.36275,8.2215,24.1157213054837
1,32.4,30.94,72.23225,28.9555,7.505,23.2137167073825
1,31.24,29.94,70.425,30.92875,6.21625,20.9029883549287
1,27.68,31.28,69.16275,32.36825,4.70025,17.6084314932201
1,27.64,31.24,68.54,33.79225,2.31825,15.6603227872715
1,32.03,32.48,70.16325,35.23525,0.4005,22.3404915718845
1,32.93,35.93,72.81775,35.8225,0.00375,26.246427452258
1,32.09,34.05,72.15075,36.29375,0.0,24.3072199447217
1,29.79,31.65,67.69325,36.823,0.0,18.1330475607891
1,24.07,23.45,63.6845,37.27475,0.0,13.0325062034739
1,12.03,10.26,60.925,36.846,0.0,7.18931529512221
1,9.27,9.47,56.87225,36.397,0.0,1.76194000244141
1,6.93,6.43842752234994,53.1065,36.452,0.0,6.1202674469217
1,-4.99,4.52157999721668,51.20975,36.65525,0.0,1.92945020605951
1,-27.08,8.74426790268388,50.64725,35.7515,0.0,-3.14880172036159
1,-0.9,13.2565526274428,51.00325,34.99975,0.0,1.77921351393674
1,7.0,14.9975524110534,52.30625,33.656,0.0,4.64302257114818
1,9.49,26.0870656225529,54.97075,32.61475,0.0,14.4368190870397
1,30.04,37.1827167660986,62.29875,31.90875,0.0,34.1113416686703
1,33.44,50.0435803208841,67.4965,29.8875,0.2375,36.0293719806763
1,34.3,43.5489323728383,70.27975,25.9645,1.97725,34.9841285614035
1,33.91,43.0521618850224,70.461,22.794,4.84775,36.5469315750995
1,33.48,34.1691027646603,70.726,20.79025,7.851,42.002563583361
1,33.18,40.61,71.52075,20.0135,9.80275,38.5986090544729
1,32.49,32.91,70.543,19.36325,11.34075,36.6151432700248
1,32.41,32.4,69.1285,18.53175,11.501,34.2384201756193
1,32.24,31.24,67.087,17.4615,10.555,31.168638817082
1,34.9,27.68,65.989,16.1235,7.761,30.2156824260107
1,44.92,27.64,64.8795,14.347,4.01775,35.0951981359853
1,50.1,32.03,65.01875,12.27275,0.648,43.5488922520796
1,57.52,32.93,67.6,12.68725,0.00475,53.6082776872964
1,58.19,32.09,67.38525,14.2555,0.0,49.3207137090263
1,43.94,29.79,63.05425,14.5065,0.0,38.2890107788067
1,38.06,24.07,59.46025,14.53025,0.0,34.2287505125652
1,39.68,12.03,57.07925,14.68975,0.0,31.5155096097845
1,36.66,9.27,54.08,14.33725,0.0,28.3162460700446
1,29.28,6.1202674469217,50.51775,13.964,0.0,30.0447234621434
1,29.09,1.92945020605951,48.94175,13.8405,0.0,28.9138530722374
1,28.94,-3.14880172036159,47.94075,13.32725,0.0,27.4281953615719
1,29.45,1.77921351393674,47.48775,12.5255,0.0,27.5396040199582
1,29.93,4.64302257114818,47.2655,12.185,0.0,27.1099177495681
1,29.53,14.4368190870397,46.8585,11.57125,0.0,26.7004643774209
1,32.87,34.1113416686703,47.6585,11.441,0.0,29.4007295979014
1,41.48,36.0293719806763,50.28125,11.586,0.6005,34.8887595903718
1,41.99,34.9841285614035,53.98925,11.5505,4.174,32.3643264214401
1,40.44,36.5469315750995,56.76225,11.32475,9.0155,29.8312576256623
1,37.13,42.002563583361,58.195,11.36325,13.3665,25.5782197871172
1,32.04,33.18,59.19475,13.00225,15.97125,21.5908860982208
1,29.46,32.49,57.6395,15.35725,15.982,17.300967781096
1,28.01,32.41,56.38,16.958,14.6745,10.3642316031395
1,22.86,32.24,54.94075,18.20325,11.64575,7.41230278616985
1,28.88,34.9,54.24075,19.0365,7.821,9.36467731340833
1,30.16,44.92,54.7755,18.72475,3.7445,19.0922299900787
1,38.0,50.1,56.697,19.11725,0.58075,28.1449403078856
1,39.57,57.52,60.411,21.1635,0.0035,34.6191258583206
1,34.65,58.19,59.81925,23.26825,0.0,31.31790023707
1,26.01,43.94,55.685,24.46725,0.0,17.7850386114584
1,12.94,38.06,52.65675,25.673,0.0,9.87155962901391
1,11.91,39.68,51.60575,26.012,0.0,12.6015382052421
1,8.8,36.66,48.418,26.03775,0.0,7.4327048285725
1,7.83,30.0447234621434,45.75,26.034,0.0,10.3602209022958
1,3.0,28.9138530722374,43.633,26.20375,0.0,8.15743178717599
1,4.65,27.4281953615719,42.501,26.18625,0.0,8.99412291763456
1,7.74,27.5396040199582,42.091,25.9105,0.0,5.71465010799136
1,8.02,27.1099177495681,42.40575,25.35025,0.0,0.919452567851829
1,8.95,26.7004643774209,42.15475,24.50725,0.0,-1.33186011980953
1,7.83,29.4007295979014,41.68575,24.2845,0.0,1.71748677248677
1,7.84,34.8887595903718,42.8845,23.8725,0.2695,4.12480719548369
1,9.63,32.3643264214401,46.26175,24.42025,1.88075,9.81986728145056
1,10.36,29.8312576256623,49.6425,24.337,3.98225,11.3062645637242
1,12.91,25.5782197871172,52.10175,24.288,6.3805,11.1386638646558
1,12.98,32.04,54.38325,24.13825,8.71425,10.2065527560219
1,9.92,29.46,53.17075,24.55325,9.906,5.12720316104648
1,9.75,28.01,50.39075,23.60525,9.84775,-13.0083446089185
1,9.98,22.86,49.236,24.01725,8.54075,-10.9081401005351
1,10.4,28.88,48.73875,22.5215,6.10675,-5.4871776129173
1,12.78,30.16,48.76425,20.577,3.18225,8.56455986509275
1,28.0,38.0,51.3785,19.00575,0.6325,29.3515552770303
1,31.76,39.57,55.564,18.83625,0.004,32.635316920007
1,30.96,34.65,55.33525,19.5295,0.0,32.1980350894608
1,25.34,26.01,52.542,20.21275,0.0,32.2007080570205
1,23.86,12.94,51.3915,20.6385,0.0,27.7340844119302
1,20.86,11.91,51.43425,19.62625,0.0,30.4512159817158
1,10.35,8.8,48.7505,19.3945,0.0,24.9004746402453
1,22.01,10.3602209022958,45.738,19.128,0.0,28.1553714530714
1,15.48,8.15743178717599,44.083,18.8865,0.0,27.1366807225124
1,12.54,8.99412291763456,43.4765,19.23225,0.0,25.7667067698693
1,15.59,5.71465010799136,44.44925,19.042,0.0,21.1860073035693
1,18.84,0.919452567851829,46.16275,18.67475,0.0,21.2182140680885
1,30.11,-1.33186011980953,49.532,18.6765,0.0,29.2678478241835
1,38.66,1.71748677248677,56.6295,19.59325,0.0,42.2429170529699
1,47.29,4.12480719548369,62.23625,19.57825,0.5505,46.9547851696816
1,47.52,9.81986728145056,65.3105,19.86075,3.02625,43.0743753803356
1,39.94,11.3062645637242,66.6065,19.6595,6.48275,39.1242682639567
1,36.87,11.1386638646558,67.03975,19.75025,9.65375,37.7635467711794
1,36.6,12.98,67.7695,21.71575,12.2835,34.6214729876543
1,30.91,9.92,68.023,23.704,14.03425,25.9750160834389
1,30.58,9.75,66.59375,23.78375,13.7475,20.5811286906231
1,30.59,9.98,64.748,23.55775,12.21975,18.0029627549726
1,30.83,10.4,63.9955,24.15825,9.05925,22.4895253382252
1,32.15,12.78,63.233,24.22225,4.591,25.1144470174139
1,32.89,28.0,64.44725,23.879,0.73975,31.0554717706503
1,34.44,31.76,67.23775,24.9435,0.00525,41.2404692947171
1,32.46,30.96,67.37375,27.90575,0.0,38.3091567598869
1,30.62,25.34,64.34475,29.17525,0.0,33.7882421159319
1,27.05,23.86,61.3575,30.015,0.0,30.49954512147
1,12.96,20.86,59.21675,29.54925,0.0,24.5510104707043
1,7.95,10.35,56.093,29.643,0.0,20.162949307371
1,7.81,28.1553714530714,53.68475,29.2015,0.0,18.7004222704266
1,7.89,27.1366807225124,52.05875,28.02725,0.0,18.5481266481845
1,7.86,25.7667067698693,51.26775,27.43975,0.0,19.8257677751426
1,8.56,21.1860073035693,51.9365,27.099,0.0,17.1993214534847
1,9.79,21.2182140680885,53.37475,27.20925,0.0,17.6867031681641
1,10.34,29.2678478241835,55.37175,28.66475,0.0,19.2060851738676
1,28.99,42.2429170529699,60.839,30.79025,0.00025,30.9580049865597
1,32.86,46.9547851696816,65.6525,30.2385,0.266,30.9356699553994
1,33.2,43.0743753803356,67.83425,30.229,1.564,36.1540679230272
1,31.02,39.1242682639567,68.68125,30.62375,3.62975,38.2492064391987
1,30.76,37.7635467711794,70.155,31.5745,6.3595,35.6902745711263
1,30.57,36.6,71.03325,31.75525,8.36175,32.3984262482465
1,32.42,30.91,70.4235,30.29025,8.8215,31.8152932606631
1,39.8,30.58,70.0625,27.65525,7.88675,37.3308904319171
1,39.86,30.59,68.19825,24.2435,6.41875,42.1012859705548
1,39.17,30.83,67.27,21.21925,3.97525,46.9335441257351
1,39.52,32.15,66.2945,18.6565,1.5745,46.9639616493433
1,40.13,32.89,66.9975,17.438,0.244,49.9569947759763
1,49.2,34.44,69.827,17.87425,0.006,59.247029143898
1,53.12,32.46,69.52925,17.6505,0.0,57.316137813653
1,39.11,30.62,65.12675,18.56475,0.0,50.3320762611627
1,38.78,27.05,61.581,19.96025,0.0,46.0878402626169
1,31.4,12.96,58.60375,20.27175,0.0,38.1752558936991
1,30.06,7.95,54.91675,21.614,0.0,37.2573643181145
1,31.05,18.7004222704266,51.9815,23.133,0.0,24.601028008331
1,29.57,18.5481266481845,50.45275,23.311,0.0,21.8162778748598
1,28.61,19.8257677751426,49.7445,22.88875,0.0,24.5917242754587
1,25.52,17.1993214534847,50.086,21.72225,0.0,23.9692371017594
1,28.65,17.6867031681641,50.84575,20.95325,0.0,27.033112655117
1,29.98,19.2060851738676,53.60975,20.56125,0.0,33.5996441734417
1,32.4,30.9580049865597,61.048,20.94975,0.00075,36.8380435182347
1,41.96,30.9356699553994,66.22125,20.343,0.40925,50.583047502988
1,42.08,36.1540679230272,69.0405,19.49075,2.39725,50.7638378590334
1,39.99,38.2492064391987,69.2785,20.00425,4.91125,47.4343999330936
1,39.9,35.6902745711263,71.1695,21.2565,6.971,43.9844382773314
1,36.92,30.57,72.20675,21.715,8.41975,37.713162282462
1,31.22,32.42,71.75875,22.1055,8.852,34.960937539552
1,30.74,39.8,71.0295,22.471,8.1585,35.3040621993322
1,30.83,39.86,69.829,22.0395,6.98225,35.8449895330457
1,32.16,39.17,68.294,21.31925,5.094,38.895297849237
1,38.63,39.52,66.92075,19.36275,2.46025,44.5212489024623
1,46.82,40.13,67.244,15.74175,0.50275,53.06126708737
1,51.99,49.2,69.2795,14.711,0.01175,59.1118926650291
1,49.68,53.12,68.762,14.44325,0.0,65.1256352817641
1,39.93,39.11,65.639,14.5345,0.0,55.0409586345032
1,34.9,38.78,63.13075,15.17775,0.0,41.7860356510592
1,31.93,31.4,60.91075,15.78075,0.0,41.9771750981751
1,29.7,30.06,56.95225,16.17925,0.0,33.9304314166071
1,29.73,24.601028008331,53.6395,16.48375,0.0,33.9030175367869
1,29.49,21.8162778748598,52.36075,16.75825,0.0,32.3287355801855
1,25.99,24.5917242754587,51.8305,17.6465,0.0,30.5484420141092
1,26.0,23.9692371017594,52.08025,18.62675,0.0,30.4364758599778
1,26.17,27.033112655117,53.334,19.73925,0.0,29.2653664422127
1,26.04,33.5996441734417,56.1935,21.16575,0.0,32.9576198389731
1,31.04,36.8380435182347,62.76525,23.32875,0.00125,35.6891618142413
1,33.57,50.583047502988,67.429,25.98025,0.49175,44.7073086523293
1,34.19,50.7638378590334,69.4775,28.17675,2.93325,42.6355507611585
1,30.85,47.4343999330936,70.222,29.87625,6.718,36.446469752269
1,26.0,43.9844382773314,71.712,31.62775,10.0545,29.3218998552329
1,25.08,36.92,72.81125,32.81825,12.30875,23.0036906395828
1,12.63,31.22,72.071,33.58025,12.93625,17.4191126463815
1,10.45,30.74,71.75975,34.7135,11.9495,20.7578449244819
1,10.48,30.83,70.142,34.892,9.859,19.1656198257278
1,25.01,32.16,69.2605,34.4015,7.25725,25.7081725813092
1,25.92,38.63,67.71,32.6255,3.79075,27.7352200764818
1,32.17,46.82,68.63775,30.3515,0.8465,33.9375546115241
1,39.9,51.99,71.18025,27.81925,0.013,41.9380411039974
1,38.91,49.68,71.01275,26.66625,0.0,41.8587638955264
1,31.95,39.93,66.44775,25.96225,0.0,39.6622547308342
1,30.47,34.9,62.54325,25.393,0.0,32.8149534611668
1,29.25,31.93,59.7005,24.42825,0.0,30.4496878025169
1,25.07,29.7,55.5545,22.85375,0.0,25.406068858938
1,27.02,33.9030175367869,52.23775,21.35825,0.0,27.1429037385115
1,26.47,32.3287355801855,50.28075,19.23875,0.0,28.4902632430683
1,26.03,30.5484420141092,49.30525,17.25875,0.0,28.6226096470807
1,28.99,30.4364758599778,49.96875,15.915,0.0,28.5324942688718
1,30.91,29.2653664422127,50.99075,15.10675,0.0,28.4092674580259
1,32.36,32.9576198389731,53.40375,16.10375,0.0,29.4342838669632
1,41.91,35.6891618142413,60.70575,17.80425,0.004,35.9639895464393
1,48.0,44.7073086523293,65.5445,18.23975,1.2845,40.1230321371956
1,47.57,42.6355507611585,68.13425,16.9945,5.7385,37.9080054082788
1,46.5,36.446469752269,68.17425,13.99725,10.25975,35.1025530730863
1,43.49,29.3218998552329,68.85525,11.9845,13.52125,35.9409543141713
1,43.47,25.08,69.09975,11.61175,15.11975,34.39169784429
1,41.02,12.63,68.811,11.75025,14.90725,32.729918142652
1,39.83,10.45,67.407,11.15225,13.02075,33.5433664365207
1,39.1,10.48,65.62775,9.4605,10.1115,35.2443869164198
1,38.6,25.01,64.53325,8.663,6.9385,37.1004015832264
1,40.97,25.92,63.60525,8.2295,3.1645,40.1094184321737
1,41.91,32.17,63.9815,8.6645,0.58425,40.6383118384072
1,42.18,39.9,67.017,10.4315,0.00975,43.7438401835147
1,44.95,38.91,66.732,11.77575,0.0,46.4925130928003
1,41.01,31.95,62.758,12.843,0.0,43.3109360987488
1,35.29,30.47,59.07225,13.76125,0.0,38.3753755208223
1,36.25,29.25,56.10625,14.1505,0.0,39.5967526446389
1,34.56,25.07,52.24275,14.454,0.0,35.7483504862953
1,31.6,27.1429037385115,48.297,14.28825,0.0,30.8602996601792
1,30.25,28.4902632430683,46.16,14.28525,0.0,29.2612052154195
1,30.04,28.6226096470807,45.093,13.76625,0.0,29.352688869201
1,28.44,28.5324942688718,45.21175,12.84375,0.0,30.2017335955289
1,28.26,28.4092674580259,45.294,12.82125,0.0,30.1863096966178
1,29.22,29.4342838669632,45.46925,12.739,0.0,32.5337186496276
1,28.16,35.9639895464393,46.8495,12.37275,0.00775,28.1158939508348
1,30.0,40.1230321371956,49.6625,11.973,1.5315,34.1665352811466
1,33.96,37.9080054082788,53.36875,11.19725,5.9985,39.4060769593957
1,39.34,35.1025530730863,56.64875,8.5935,11.23225,40.3187075783362
1,36.73,35.9409543141713,57.7955,6.179,14.60675,40.4793592279566
1,36.69,43.47,57.61975,5.16725,15.45575,42.3929648803694
1,33.76,41.02,56.0905,4.6485,15.70475,42.6808642236001
1,31.44,39.83,54.058,4.7285,13.8905,42.2591929896067
1,31.81,39.1,51.9285,4.769,10.5135,42.0491146418888
1,33.67,38.6,51.0,5.02425,6.92925,41.0316530236366
1,34.9,40.97,50.915,6.30725,3.3375,40.2967871952707
1,40.44,41.91,52.72225,8.72575,0.73025,45.2662707973895
1,44.69,42.18,56.839,11.75375,0.01075,49.6985739736638
1,47.25,44.95,57.2955,13.0845,0.0,50.4699516807349
1,42.01,41.01,53.93325,13.003,0.0,47.7788250009197
1,35.07,35.29,50.79675,13.6275,0.0,40.403173755235
1,31.87,36.25,49.809,13.842,0.0,39.7164471651475
1,22.68,34.56,46.448,14.8435,0.0,33.353201264334
1,21.11,30.8602996601792,43.30575,16.95525,0.0,29.7092778355182
1,15.44,29.2612052154195,41.50275,19.39425,0.0,22.9478354523149
1,11.56,29.352688869201,41.04775,21.62375,0.0,15.2775488638718
1,10.6,30.2017335955289,40.7765,20.732,0.0,3.82427722498618
1,9.84,30.1863096966178,41.312,20.1835,0.0,2.08694443596863
1,8.06,32.5337186496276,41.1015,19.193,0.0,3.67873655551662
1,9.83,28.1158939508348,40.818,18.922,0.0065,10.6838038968736
1,9.13,34.1665352811466,42.71625,19.6515,0.59275,15.9654861509651
1,9.88,39.4060769593957,46.82025,18.86175,2.5195,16.7285768023576
1,11.32,40.3187075783362,49.16175,18.18525,5.41975,24.6623307311795
1,9.97,40.4793592279566,51.652,19.02775,8.48875,29.9025268909881
1,10.0,36.69,54.97775,19.3585,11.35275,27.5854724846304
1,10.8,33.76,55.09325,19.40975,12.43,20.5129380244823
1,9.96,31.44,52.0725,17.4995,11.78125,14.2179108365829
1,9.4,31.81,50.2715,14.73475,10.28975,17.2580324000469
1,9.96,33.67,49.39875,12.187,7.583,21.0461594685465
1,17.22,34.9,49.765,9.56975,3.84,29.5643521435631
1,30.03,40.44,51.70075,8.30225,0.7235,39.4931779181363
1,33.69,44.69,55.9005,9.25925,0.0185,47.549663176513
1,37.95,47.25,56.4075,10.656,0.0,49.7655395373857
1,35.02,42.01,53.89575,11.46275,0.0,47.5331869934204
1,32.85,35.07,51.54125,12.4655,0.0,39.6837411383893
1,32.92,31.87,51.122,12.257,0.0,40.7326089868825
1,31.67,22.68,48.042,11.78725,0.0,38.7425329584652
1,31.24,29.7092778355182,45.145,11.059,0.0,29.3268818514007
1,29.04,22.9478354523149,41.76425,10.5045,0.0,29.2038244382022
1,27.99,15.2775488638718,43.3895,9.874,0.0,27.4137179830433
1,25.35,3.82427722498618,43.844,9.94875,0.0,25.2748457968872
1,27.3,2.08694443596863,46.06125,10.04825,0.0,26.4429024216524
1,29.07,3.67873655551662,49.77725,10.01125,0.0,27.7661263606902
1,34.98,10.6838038968736,59.018,10.54225,0.0095,35.2458405185408
1,42.4,15.9654861509651,64.8925,10.4435,0.67275,45.2359557490025
1,44.28,16.7285768023576,67.89925,10.359,2.57225,45.7249074265085
1,47.03,24.6623307311795,68.61925,9.92175,5.155,45.5508907429288
1,46.58,29.9025268909881,69.9285,9.89075,7.0255,45.3455662980327
1,46.36,10.0,71.0635,9.7735,7.53175,44.6868274145592
1,43.92,10.8,70.52075,9.64625,7.6725,46.8809857603525
1,39.9,9.96,70.25775,9.2775,7.448,46.2979805733239
1,36.07,9.4,68.88625,8.8935,6.2895,42.5983883461653
1,39.9,9.96,67.96375,9.243,4.55675,43.2654223455887
1,42.91,17.22,66.58375,9.506,2.549,44.9607129325587
1,46.15,30.03,67.33725,10.148,0.65575,45.181963398609
1,49.59,33.69,69.87275,10.564,0.0185,47.358984003231
1,51.66,37.95,70.09125,11.3615,0.0,47.638944127068
1,46.05,35.02,66.0965,11.78075,0.0,39.2979417063924
1,37.4,32.85,62.3765,11.75075,0.0,32.2197543866178
1,35.0,32.92,59.1175,11.10575,0.0,31.5702757723577
1,31.93,31.67,54.587,10.42275,0.0,29.7816813919567
1,31.07,29.3268818514007,50.654,9.75925,0.0,31.3790069707717
1,30.01,29.2038244382022,49.01775,9.292,0.0,32.174000723042
1,29.99,27.4137179830433,47.93325,9.15325,0.0,31.5106183304066
1,29.64,25.2748457968872,48.92975,8.57675,0.0,30.5310160102271
1,30.6,26.4429024216524,50.15125,8.16475,0.0,31.3172999974118
1,32.98,27.7661263606902,53.98375,7.714,0.0,33.9459268130406
1,36.0,35.2458405185408,62.089,7.19625,0.007,36.0037413069151
1,50.19,45.2359557490025,67.39075,6.39475,0.31125,49.1299919778053
1,54.25,45.7249074265085,70.17325,5.2945,1.40825,57.3934374049196
