X0,DA-1d,DA-2d,DA-7d,DA_avg,DA_min,DA_max,DA_last,FL,FW,FS,DayAhead
1,30.47,28.42,24.77,44.33583333333333,28.22,61.04,32.43,40.018,3.34575,0.0,29.95
1,32.09,34.76,25.49,44.33583333333333,28.22,61.04,32.43,40.84675,3.5715,0.0,31.01
1,46.62,46.49,24.03,44.33583333333333,28.22,61.04,32.43,43.216,3.87475,0.0005,32.88
1,55.48,55.7,26.14,44.33583333333333,28.22,61.04,32.43,46.4035,4.1365,0.10325,36.0
1,61.04,59.84,28.06,44.33583333333333,28.22,61.04,32.43,49.45,4.21,1.12325,42.9
1,61.0,61.14,26.4,44.33583333333333,28.22,61.04,32.43,52.5965,4.09525,3.4705,43.97
1,55.09,59.13,24.67,44.33583333333333,28.22,61.04,32.43,54.47125,4.06425,6.5085,42.92
1,52.93,56.0,24.63,44.33583333333333,28.22,61.04,32.43,55.987,4.3005,9.48075,39.13
1,50.85,52.46,23.53,44.33583333333333,28.22,61.04,32.43,55.29925,4.73475,11.38975,29.42
1,47.8,51.05,20.24,44.33583333333333,28.22,61.04,32.43,53.45675,5.14025,11.87975,27.31
1,46.8,50.78,21.94,44.33583333333333,28.22,61.04,32.43,51.2095,5.474,10.944,28.03
1,45.17,50.22,23.52,44.33583333333333,28.22,61.04,32.43,50.0755,5.92675,8.813,28.94
1,44.48,50.0,24.05,44.33583333333333,28.22,61.04,32.43,49.105,6.55875,5.60525,31.62
1,46.66,51.69,31.88,44.33583333333333,28.22,61.04,32.43,49.83,7.2965,2.3245,36.14
1,49.56,55.99,40.3,44.33583333333333,28.22,61.04,32.43,51.0955,8.199,0.29125,42.97
1,55.44,72.7,47.01,44.33583333333333,28.22,61.04,32.43,52.86525,9.2325,0.00175,42.99
1,49.99,58.04,41.95,44.33583333333333,28.22,61.04,32.43,50.79625,9.993,0.0,35.06
1,40.07,43.98,37.79,44.33583333333333,28.22,61.04,32.43,47.69575,10.44875,0.0,30.07
1,36.47,40.99,40.28,44.33583333333333,28.22,61.04,32.43,45.4225,10.712,0.0,29.06
