X0,W*,Forecast Wind,FW-1h,FW+1h,Wind
1,9.6485,2.5935,1.985,3.202,2.60075
1,9.14375,3.202,2.5935,3.684,3.7945
1,8.73375,3.684,3.202,3.82125,4.662
1,8.1205,3.82125,3.684,4.02325,5.148
1,7.64425,4.02325,3.82125,4.12525,5.30875
1,7.35725,4.12525,4.02325,4.2485,5.2935
1,6.914,4.2485,4.12525,4.295,5.44925
1,6.27625,4.295,4.2485,4.2455,5.171
1,5.48925,4.2455,4.295,4.094,4.92375
1,4.64925,4.094,4.2455,3.8255,4.77275
1,3.67175,3.8255,4.094,3.16475,4.1325
1,2.9985,3.16475,3.8255,2.72875,2.6415
1,2.92475,2.72875,3.16475,2.7725,2.67725
1,2.6815,2.7725,2.72875,3.0495,3.6875
1,3.0295,3.0495,2.7725,3.35925,4.178
1,2.94175,3.35925,3.0495,3.668,4.3575
1,2.87125,3.668,3.35925,3.99425,4.45825
1,2.83775,3.99425,3.668,4.38275,4.5025
1,2.754,4.38275,3.99425,4.85575,4.70175
1,2.5855,4.85575,4.38275,5.3485,5.089
1,2.30875,5.3485,4.85575,5.82,5.7105
1,2.02875,5.82,5.3485,6.1785,6.18475
1,1.8445,6.1785,5.82,7.018,6.26325
1,1.985,7.018,6.1785,8.83925,6.741
1,2.5935,8.83925,7.018,10.54475,9.3745
1,3.202,10.54475,8.83925,11.52975,11.5105
1,3.684,11.52975,10.54475,11.01575,12.92525
1,5.148,11.01575,11.52975,10.953,13.26325
1,5.30875,10.953,11.01575,10.52775,12.6135
1,5.2935,10.52775,10.953,10.00475,11.90625
1,5.44925,10.00475,10.52775,9.6065,11.28325
1,5.171,9.6065,10.00475,9.29175,10.567
1,4.92375,9.29175,9.6065,8.9105,9.642
1,4.77275,8.9105,9.29175,7.791,9.057
1,4.1325,7.791,8.9105,6.29075,7.49875
1,2.6415,6.29075,7.791,5.89675,5.13025
1,2.67725,5.89675,6.29075,6.50275,4.241
1,3.6875,6.50275,5.89675,7.52225,4.8845
1,3.0495,7.52225,6.50275,8.456,6.50875
1,3.35925,8.456,7.52225,9.44275,8.4465
1,3.668,9.44275,8.456,10.3225,10.40025
1,3.99425,10.3225,9.44275,10.8135,11.91125
1,4.38275,10.8135,10.3225,11.07,12.4355
1,4.85575,11.07,10.8135,11.072,12.3925
1,5.3485,11.072,11.07,10.6375,11.87525
1,5.82,10.6375,11.072,10.626,11.28225
1,6.1785,10.626,10.6375,11.69775,10.1205
1,7.018,11.69775,10.626,13.22375,10.58175
1,8.83925,13.22375,11.69775,14.282,13.11275
1,10.54475,14.282,13.22375,14.545,15.002
1,11.52975,14.545,14.282,13.97925,15.7775
1,13.26325,13.97925,14.545,13.50525,16.10625
1,12.6135,13.50525,13.97925,13.0085,15.4145
1,11.90625,13.0085,13.50525,12.61525,14.215
1,11.28325,12.61525,13.0085,12.079,13.4465
1,10.567,12.079,12.61525,11.50925,12.8605
1,9.642,11.50925,12.079,10.86875,12.23425
1,9.057,10.86875,11.50925,9.77925,11.43625
1,7.49875,9.77925,10.86875,8.486,9.328
1,5.13025,8.486,9.77925,7.439,6.049
1,4.241,7.439,8.486,7.53425,4.8415
1,4.8845,7.53425,7.439,8.30875,5.76025
1,7.52225,8.30875,7.53425,9.96225,8.741
1,8.456,9.96225,8.30875,11.38975,12.44325
1,9.44275,11.38975,9.96225,11.91325,13.68625
1,10.3225,11.91325,11.38975,12.09075,13.62825
1,10.8135,12.09075,11.91325,11.97925,13.80725
1,11.07,11.97925,12.09075,11.96625,14.36475
1,11.072,11.96625,11.97925,12.10425,14.674
1,10.6375,12.10425,11.96625,12.3455,14.286
1,10.626,12.3455,12.10425,13.113,13.52775
1,11.69775,13.113,12.3455,14.5595,13.983
1,13.22375,14.5595,13.113,15.48475,17.13375
1,14.282,15.48475,14.5595,15.75475,18.9065
1,14.545,15.75475,15.48475,16.105,19.03325
1,16.10625,16.105,15.75475,15.45825,18.87725
1,15.4145,15.45825,16.105,14.91425,18.0945
1,14.215,14.91425,15.45825,14.3385,17.077
1,13.4465,14.3385,14.91425,13.881,16.1125
1,12.8605,13.881,14.3385,13.4195,15.36075
1,12.23425,13.4195,13.881,12.715,14.68725
1,11.43625,12.715,13.4195,11.6085,14.40425
1,9.328,11.6085,12.715,10.6185,12.278
1,6.049,10.6185,11.6085,11.00025,9.39675
1,4.8415,11.00025,10.6185,12.83475,9.978
1,5.76025,12.83475,11.00025,15.03175,14.7615
1,8.30875,15.03175,12.83475,16.8495,18.93575
1,9.96225,16.8495,15.03175,18.02075,16.753
1,11.38975,18.02075,16.8495,18.48525,15.307
1,11.91325,18.48525,18.02075,18.442,15.28725
1,12.09075,18.442,18.48525,18.0255,17.3755
1,11.97925,18.0255,18.442,17.63225,19.72775
1,11.96625,17.63225,18.0255,17.054,21.18625
1,12.10425,17.054,17.63225,16.1785,21.08325
1,12.3455,16.1785,17.054,15.88225,18.78475
1,13.113,15.88225,16.1785,16.1855,16.4475
1,14.5595,16.1855,15.88225,16.5825,17.1395
1,15.48475,16.5825,16.1855,16.3955,17.9575
1,15.75475,16.3955,16.5825,16.304,18.185
1,18.87725,16.304,16.3955,15.50975,17.763
1,18.0945,15.50975,16.304,14.94925,17.13175
1,17.077,14.94925,15.50975,14.466,16.073
1,16.1125,14.466,14.94925,14.07525,15.128
1,15.36075,14.07525,14.466,13.62925,14.736
1,14.68725,13.62925,14.07525,12.99375,14.4475
1,14.40425,12.99375,13.62925,11.944,13.39075
1,12.278,11.944,12.99375,10.95625,10.842
1,9.39675,10.95625,11.944,11.437,8.655
1,9.978,11.437,10.95625,12.97475,10.23225
1,14.7615,12.97475,11.437,14.4755,14.034
1,15.03175,14.4755,12.97475,15.61275,17.50325
1,16.8495,15.61275,14.4755,16.5085,18.58375
1,18.02075,16.5085,15.61275,16.7365,18.85125
1,18.48525,16.7365,16.5085,16.47425,18.81275
1,18.442,16.47425,16.7365,15.99425,18.54825
1,18.0255,15.99425,16.47425,15.41725,18.159
1,17.63225,15.41725,15.99425,14.5145,17.084
1,17.054,14.5145,15.41725,13.3505,15.85875
1,16.1785,13.3505,14.5145,13.2525,13.74975
1,15.88225,13.2525,13.3505,13.80325,12.89925
1,16.1855,13.80325,13.2525,14.16775,14.43475
1,16.5825,14.16775,13.80325,14.186,15.15675
1,16.3955,14.186,14.16775,13.7035,15.19775
1,17.763,13.7035,14.186,13.20425,14.8385
1,17.13175,13.20425,13.7035,12.942,13.76875
1,16.073,12.942,13.20425,12.441,12.86325
1,15.128,12.441,12.942,11.9705,12.478
1,14.736,11.9705,12.441,11.45925,12.4495
1,14.4475,11.45925,11.9705,10.84775,12.054
1,13.39075,10.84775,11.45925,9.93875,11.111
1,10.842,9.93875,10.84775,9.01125,9.099
1,8.655,9.01125,9.93875,8.88325,6.9285
1,10.23225,8.88325,9.01125,9.81725,7.541
1,14.034,9.81725,8.88325,10.699,9.91375
1,14.4755,10.699,9.81725,11.17425,11.36175
1,15.61275,11.17425,10.699,11.18925,11.17325
1,16.5085,11.18925,11.17425,10.893,9.943
1,16.7365,10.893,11.18925,10.52375,10.5095
1,16.47425,10.52375,10.893,10.12875,10.66475
1,15.99425,10.12875,10.52375,9.90125,10.525
1,15.41725,9.90125,10.12875,9.75425,10.839
1,14.5145,9.75425,9.90125,9.58225,10.5355
1,13.3505,9.58225,9.75425,10.308,9.75625
1,13.2525,10.308,9.58225,11.1865,10.001
1,13.80325,11.1865,10.308,11.68575,11.30275
1,14.16775,11.68575,11.1865,11.67,12.273
1,14.186,11.67,11.68575,11.67725,12.3975
1,14.8385,11.67725,11.67,11.12725,11.7445
1,13.76875,11.12725,11.67725,10.802,11.19925
1,12.86325,10.802,11.12725,10.40525,10.4745
1,12.478,10.40525,10.802,10.078,9.75575
1,12.4495,10.078,10.40525,9.71475,9.2805
1,12.054,9.71475,10.078,9.139,8.966
1,11.111,9.139,9.71475,7.92225,8.73375
1,9.099,7.92225,9.139,7.0545,7.43425
1,6.9285,7.0545,7.92225,7.776,5.7845
1,7.541,7.776,7.0545,8.7405,5.74875
1,9.91375,8.7405,7.776,10.0015,7.75175
1,10.699,10.0015,8.7405,11.783,11.646
1,11.17425,11.783,10.0015,12.875,14.52025
1,11.18925,12.875,11.783,13.43675,14.683
1,10.893,13.43675,12.875,13.65125,14.64325
1,10.52375,13.65125,13.43675,14.0635,15.3215
1,10.12875,14.0635,13.65125,14.7235,15.84775
1,9.90125,14.7235,14.0635,14.94425,16.09175
1,9.75425,14.94425,14.7235,14.8175,15.71625
1,9.58225,14.8175,14.94425,15.877,14.9885
1,10.308,15.877,14.8175,17.038,14.62875
1,11.1865,17.038,15.877,17.66175,16.033
1,11.68575,17.66175,17.038,17.74625,16.3215
1,11.67,17.74625,17.66175,16.4695,16.7905
1,11.7445,16.4695,17.74625,16.206,16.8915
1,11.19925,16.206,16.4695,16.131,16.38325
1,10.4745,16.131,16.206,15.872,15.9815
1,9.75575,15.872,16.131,15.53175,15.51375
1,9.2805,15.53175,15.872,15.09975,14.92175
1,8.966,15.09975,15.53175,14.43425,14.26325
1,8.73375,14.43425,15.09975,13.5675,13.45375
1,7.43425,13.5675,14.43425,12.83825,11.68775
1,5.7845,12.83825,13.5675,13.23575,9.60475
1,5.74875,13.23575,12.83825,13.79725,9.286
1,7.75175,13.79725,13.23575,14.5485,10.8685
1,10.0015,14.5485,13.79725,15.2945,13.6085
1,11.783,15.2945,14.5485,15.775,16.1725
1,12.875,15.775,15.2945,15.77325,16.948
1,13.43675,15.77325,15.775,15.35275,16.85925
1,13.65125,15.35275,15.77325,14.86225,16.037
1,14.0635,14.86225,15.35275,14.34075,15.523
1,14.7235,14.34075,14.86225,13.60575,15.4425
1,14.94425,13.60575,14.34075,12.615,15.04475
1,14.8175,12.615,13.60575,12.236,13.96725
1,15.877,12.236,12.615,11.97725,13.2475
1,17.038,11.97725,12.236,11.27975,12.53025
1,17.66175,11.27975,11.97725,10.5215,11.091
1,17.74625,10.5215,11.27975,9.32575,10.063
1,16.8915,9.32575,10.5215,8.6055,9.211
1,16.38325,8.6055,9.32575,7.95875,8.3515
1,15.9815,7.95875,8.6055,7.30075,7.8025
1,15.51375,7.30075,7.95875,6.679,7.34375
1,14.92175,6.679,7.30075,6.01075,6.89375
1,14.26325,6.01075,6.679,5.25175,6.212
1,13.45375,5.25175,6.01075,4.479,5.51875
1,11.68775,4.479,5.25175,4.027,4.2245
1,9.60475,4.027,4.479,4.11325,3.107
1,9.286,4.11325,4.027,4.50025,3.13275
1,10.8685,4.50025,4.11325,5.22575,3.973
1,14.5485,5.22575,4.50025,6.366,5.517
1,15.2945,6.366,5.22575,7.55675,7.00725
1,15.775,7.55675,6.366,8.78025,8.187
1,15.77325,8.78025,7.55675,9.96625,10.287
1,15.35275,9.96625,8.78025,11.04875,12.47375
1,14.86225,11.04875,9.96625,11.8145,13.57325
1,14.34075,11.8145,11.04875,12.0005,14.11875
1,13.60575,12.0005,11.8145,11.8955,14.16025
1,12.615,11.8955,12.0005,11.83725,13.26
1,12.236,11.83725,11.8955,12.09225,11.99275
1,11.97725,12.09225,11.83725,12.4575,11.146
1,11.27975,12.4575,12.09225,12.84975,11.23675
1,10.5215,12.84975,12.4575,12.8925,11.5885
1,9.211,12.8925,12.84975,13.263,11.892
1,8.3515,13.263,12.8925,13.6775,12.2885
1,7.8025,13.6775,13.263,14.2005,12.80275
1,7.34375,14.2005,13.6775,14.61375,13.43225
1,6.89375,14.61375,14.2005,14.8825,13.915
1,6.212,14.8825,14.61375,15.1855,14.01375
1,5.51875,15.1855,14.8825,15.63975,14.1795
1,4.2245,15.63975,15.1855,15.9195,14.277
1,3.107,15.9195,15.63975,16.03,15.6655
1,3.13275,16.03,15.9195,16.16825,16.2305
1,3.973,16.16825,16.03,16.36625,16.441
1,5.22575,16.36625,16.16825,16.6455,17.14125
1,6.366,16.6455,16.36625,17.018,17.33275
1,7.55675,17.018,16.6455,17.64675,17.9175
1,8.78025,17.64675,17.018,18.37875,18.643
1,9.96625,18.37875,17.64675,18.995,19.02225
1,11.04875,18.995,18.37875,19.101,19.4555
1,11.8145,19.101,18.995,18.54525,19.53625
1,12.0005,18.54525,19.101,17.692,18.6975
1,11.8955,17.692,18.54525,16.76125,17.697
1,11.83725,16.76125,17.692,16.13175,16.28125
1,12.09225,16.13175,16.76125,15.83575,14.788
1,12.4575,15.83575,16.13175,15.8395,14.54775
1,12.84975,15.8395,15.83575,14.59925,14.907
1,11.892,14.59925,15.8395,14.70175,14.82075
1,12.2885,14.70175,14.59925,14.8435,15.4375
1,12.80275,14.8435,14.70175,15.14175,15.47125
1,13.43225,15.14175,14.8435,15.507,15.313
1,13.915,15.507,15.14175,15.75775,15.22575
1,14.01375,15.75775,15.507,15.88625,15.43425
1,14.1795,15.88625,15.75775,16.176,15.479
1,14.277,16.176,15.88625,16.557,15.2185
1,15.6655,16.557,16.176,16.8595,15.4865
1,16.2305,16.8595,16.557,17.21025,16.7375
1,16.441,17.21025,16.8595,17.65,18.018
1,16.36625,17.65,17.21025,18.35075,19.13375
1,16.6455,18.35075,17.65,19.087,19.42925
1,17.018,19.087,18.35075,19.64775,19.95125
1,17.64675,19.64775,19.087,19.93125,20.02875
1,18.37875,19.93125,19.64775,19.98925,20.3495
1,18.995,19.98925,19.93125,19.251,19.71
1,19.101,19.251,19.98925,17.622,18.97825
1,18.54525,17.622,19.251,15.82775,18.20075
1,17.692,15.82775,17.622,14.126,16.07675
1,16.76125,14.126,15.82775,13.01425,14.059
1,16.13175,13.01425,14.126,12.339,13.0645
1,15.83575,12.339,13.01425,11.98775,12.621
1,15.8395,11.98775,12.339,11.99125,13.078
1,14.82075,11.99125,11.98775,11.85275,12.56225
1,15.4375,11.85275,11.99125,11.6945,12.061
1,15.47125,11.6945,11.85275,11.5085,11.72675
1,15.313,11.5085,11.6945,11.2145,11.276
1,15.22575,11.2145,11.5085,10.9495,11.22525
1,15.43425,10.9495,11.2145,10.676,11.15425
1,15.479,10.676,10.9495,10.48425,10.10425
1,15.2185,10.48425,10.676,10.37125,9.615
1,15.4865,10.37125,10.48425,10.31475,9.98375
1,16.7375,10.31475,10.37125,10.3315,10.93075
1,18.018,10.3315,10.31475,10.43075,10.88925
1,17.65,10.43075,10.3315,10.605,10.5975
1,18.35075,10.605,10.43075,10.90375,10.99825
1,19.087,10.90375,10.605,11.43,11.1185
1,19.64775,11.43,10.90375,12.08225,11.952
1,19.93125,12.08225,11.43,12.5965,12.45925
1,19.98925,12.5965,12.08225,12.71725,12.9275
1,19.251,12.71725,12.5965,12.23,13.0325
1,17.622,12.23,12.71725,11.4935,12.98275
1,15.82775,11.4935,12.23,10.69925,11.87575
1,14.126,10.69925,11.4935,10.23825,10.498
1,13.01425,10.23825,10.69925,10.15625,9.53675
1,12.339,10.15625,10.23825,10.2615,9.2995
1,11.98775,10.2615,10.15625,9.26875,9.953
1,12.56225,9.26875,10.2615,9.542,9.973
1,12.061,9.542,9.26875,9.7845,10.16975
1,11.72675,9.7845,9.542,10.07475,10.4255
1,11.276,10.07475,9.7845,10.326,10.266
1,11.22525,10.326,10.07475,10.40175,10.485
1,11.15425,10.40175,10.326,10.34575,10.3135
1,10.10425,10.34575,10.40175,10.36625,9.693
1,9.615,10.36625,10.34575,10.70025,9.34875
1,9.98375,10.70025,10.36625,11.293,9.73175
1,10.93075,11.293,10.70025,11.79825,10.8085
1,10.88925,11.79825,11.293,12.13175,10.83325
1,10.43075,12.13175,11.79825,12.253,10.44625
1,10.605,12.253,12.13175,12.199,10.37675
1,10.90375,12.199,12.253,12.14475,10.4935
1,11.43,12.14475,12.199,11.9205,10.25625
1,12.08225,11.9205,12.14475,11.40975,9.769
1,12.5965,11.40975,11.9205,10.30475,9.015
1,12.71725,10.30475,11.40975,8.64525,7.70625
1,12.23,8.64525,10.30475,6.80625,6.461
1,11.4935,6.80625,8.64525,5.37525,4.8695
1,10.69925,5.37525,6.80625,4.66625,3.622
1,10.23825,4.66625,5.37525,4.34775,3.20875
1,10.15625,4.34775,4.66625,4.37775,3.4175
1,10.2615,4.37775,4.34775,3.7655,3.79325
1,9.973,3.7655,4.37775,4.1345,4.002
1,10.16975,4.1345,3.7655,4.466,4.03575
1,10.4255,4.466,4.1345,4.726,4.084
1,10.266,4.726,4.466,4.996,4.282
1,10.485,4.996,4.726,5.1775,4.679
1,10.3135,5.1775,4.996,5.008,4.896
1,9.693,5.008,5.1775,4.5255,4.8225
1,9.34875,4.5255,5.008,3.91325,4.2045
1,9.73175,3.91325,4.5255,3.72725,3.062
1,10.8085,3.72725,3.91325,4.0575,3.0565
1,10.83325,4.0575,3.72725,4.4695,3.68075
1,12.13175,4.4695,4.0575,4.57725,3.866
1,12.253,4.57725,4.4695,4.47825,4.275
1,12.199,4.47825,4.57725,4.1545,4.22975
1,12.14475,4.1545,4.47825,3.5805,3.738
1,11.9205,3.5805,4.1545,2.928,3.441
1,11.40975,2.928,3.5805,2.3765,2.91875
1,10.30475,2.3765,2.928,2.06025,2.364
1,8.64525,2.06025,2.3765,1.83825,1.92525
1,6.80625,1.83825,2.06025,2.067,1.971
1,5.37525,2.067,1.83825,2.93375,2.33425
1,4.66625,2.93375,2.067,3.97625,3.034
1,4.34775,3.97625,2.93375,4.7445,3.81925
1,4.37775,4.7445,3.97625,5.8235,4.46425
1,4.002,5.8235,4.7445,5.7845,4.8515
1,4.03575,5.7845,5.8235,5.4155,4.94675
1,4.084,5.4155,5.7845,4.778,4.70925
1,4.282,4.778,5.4155,4.13175,4.19575
1,4.679,4.13175,4.778,3.49425,3.65775
1,4.896,3.49425,4.13175,2.83325,3.134
1,4.8225,2.83325,3.49425,2.106,2.51475
1,4.2045,2.106,2.83325,1.47025,1.91375
1,3.062,1.47025,2.106,1.119,1.39375
1,3.0565,1.119,1.47025,0.973,1.07125
1,3.68075,0.973,1.119,0.9125,1.00025
1,4.4695,0.9125,0.973,0.91075,1.00775
1,4.57725,0.91075,0.9125,0.895,0.971
1,4.47825,0.895,0.91075,0.88275,0.92575
1,4.1545,0.88275,0.895,0.9035,0.9735
1,3.5805,0.9035,0.88275,0.99575,0.98825
1,2.928,0.99575,0.9035,1.17375,1.1595
1,2.3765,1.17375,0.99575,1.3545,1.374
1,2.06025,1.3545,1.17375,1.51025,1.7035
1,1.83825,1.51025,1.3545,1.8145,1.9315
1,2.067,1.8145,1.51025,2.38125,2.22975
1,2.93375,2.38125,1.8145,3.00975,3.0505
1,3.97625,3.00975,2.38125,3.56975,3.98275
1,4.7445,3.56975,3.00975,4.62175,4.7565
1,4.8515,4.62175,3.56975,5.27425,5.24025
1,4.94675,5.27425,4.62175,5.9975,6.1925
1,4.70925,5.9975,5.27425,6.6165,7.20375
1,4.19575,6.6165,5.9975,7.09675,8.12525
1,3.65775,7.09675,6.6165,7.23975,9.031
1,3.134,7.23975,7.09675,7.18075,9.2605
1,2.51475,7.18075,7.23975,6.98875,9.438
1,1.91375,6.98875,7.18075,7.0645,8.4805
1,1.39375,7.0645,6.98875,7.7095,7.958
1,1.07125,7.7095,7.0645,8.421,8.678
1,1.00025,8.421,7.7095,9.00075,9.62925
1,0.9125,9.00075,8.421,9.2205,10.1255
1,0.91075,9.2205,9.00075,9.2915,10.2425
1,0.895,9.2915,9.2205,9.165,10.4055
1,0.88275,9.165,9.2915,8.7365,9.7775
1,0.9035,8.7365,9.165,8.0535,9.4215
1,0.99575,8.0535,8.7365,7.05275,8.5215
1,1.17375,7.05275,8.0535,5.9185,7.5275
1,1.3545,5.9185,7.05275,4.763,6.6525
1,1.51025,4.763,5.9185,3.80975,5.70775
1,1.8145,3.80975,4.763,3.42525,4.519
1,2.38125,3.42525,3.80975,3.344,3.71075
1,3.00975,3.344,3.42525,3.3625,3.768
1,3.56975,3.3625,3.344,3.98375,3.7775
1,5.24025,3.98375,3.3625,3.89625,3.61975
1,6.1925,3.89625,3.98375,3.85175,3.61325
1,7.20375,3.85175,3.89625,3.84325,3.62525
1,8.12525,3.84325,3.85175,3.878,3.88675
1,9.031,3.878,3.84325,3.873,4.18275
1,9.2605,3.873,3.878,3.821,4.4585
1,9.438,3.821,3.873,3.7515,4.79925
1,8.4805,3.7515,3.821,3.82375,4.496
1,7.958,3.82375,3.7515,4.1165,3.912
1,8.678,4.1165,3.82375,4.543,4.19125
1,9.62925,4.543,4.1165,4.978,4.99825
1,9.00075,4.978,4.543,5.37025,6.044
1,9.2205,5.37025,4.978,5.6425,6.1835
1,9.2915,5.6425,5.37025,5.70375,6.525
1,9.165,5.70375,5.6425,5.50675,6.94925
1,8.7365,5.50675,5.70375,5.03025,6.92425
1,8.0535,5.03025,5.50675,4.36725,6.45
1,7.05275,4.36725,5.03025,3.6725,5.88375
1,5.9185,3.6725,4.36725,3.2315,4.9585
1,4.763,3.2315,3.6725,3.5435,3.814
1,3.80975,3.5435,3.2315,4.891,3.52175
1,3.42525,4.891,3.5435,6.6865,4.80975
1,3.344,6.6865,4.891,8.35975,6.40225
1,3.3625,8.35975,6.6865,9.21675,7.8505
1,3.61975,9.21675,8.35975,10.17825,8.897
1,3.61325,10.17825,9.21675,10.81875,9.74925
1,3.62525,10.81875,10.17825,11.39925,9.8045
1,3.88675,11.39925,10.81875,11.86075,9.65125
1,4.18275,11.86075,11.39925,12.06225,10.078
1,4.4585,12.06225,11.86075,11.88475,10.73475
1,4.79925,11.88475,12.06225,11.165,11.0865
1,4.496,11.165,11.88475,10.21925,9.5145
1,3.912,10.21925,11.165,9.7835,6.96375
1,4.19125,9.7835,10.21925,10.022,6.338
1,4.99825,10.022,9.7835,10.5805,7.912
1,4.978,10.5805,10.022,11.2735,10.17925
1,5.37025,11.2735,10.5805,11.712,12.024
1,5.6425,11.712,11.2735,11.6185,12.103
1,5.70375,11.6185,11.712,10.91475,11.2035
1,5.50675,10.91475,11.6185,9.90575,10.0
1,5.03025,9.90575,10.91475,8.66375,9.065
1,4.36725,8.66375,9.90575,7.35825,8.10625
1,3.6725,7.35825,8.66375,6.63,7.5335
1,3.2315,6.63,7.35825,6.387,7.395
1,3.5435,6.387,6.63,6.68925,7.51525
1,4.891,6.68925,6.387,6.9375,7.8035
1,6.6865,6.9375,6.68925,6.84525,8.493
1,8.35975,6.84525,6.9375,7.98275,8.88725
1,8.897,7.98275,6.84525,7.68525,8.36925
1,9.74925,7.68525,7.98275,7.45225,7.00375
1,9.8045,7.45225,7.68525,7.306,5.14625
1,9.65125,7.306,7.45225,7.31175,4.6395
1,10.078,7.31175,7.306,7.2705,4.22775
1,10.73475,7.2705,7.31175,6.99075,4.33775
1,11.0865,6.99075,7.2705,6.5925,4.486
1,9.5145,6.5925,6.99075,6.15225,4.38775
1,6.96375,6.15225,6.5925,5.9665,4.2485
1,6.338,5.9665,6.15225,6.03,4.47325
1,7.912,6.03,5.9665,6.17025,4.443
1,10.5805,6.17025,6.03,6.2855,4.33775
1,11.2735,6.2855,6.17025,6.5105,4.43425
1,11.712,6.5105,6.2855,6.75825,5.10425
1,11.6185,6.75825,6.5105,7.108,5.71075
1,10.91475,7.108,6.75825,7.5455,6.389
1,9.90575,7.5455,7.108,8.0475,7.1445
1,8.66375,8.0475,7.5455,8.5375,8.07675
1,7.35825,8.5375,8.0475,9.09,9.17175
1,6.63,9.09,8.5375,9.68725,10.3155
1,6.387,9.68725,9.09,10.19175,12.0075
1,6.68925,10.19175,9.68725,10.566,13.75275
1,6.9375,10.566,10.19175,10.72375,14.202
1,6.84525,10.72375,10.566,10.624,13.49675
1,8.36925,10.624,10.72375,10.61075,12.73625
1,7.00375,10.61075,10.624,10.39925,11.829
1,5.14625,10.39925,10.61075,10.19225,12.41925
1,4.6395,10.19225,10.39925,10.0105,11.79825
1,4.22775,10.0105,10.19225,9.76575,11.4245
1,4.33775,9.76575,10.0105,9.447,11.421
1,4.486,9.447,9.76575,9.06075,11.1405
1,4.38775,9.06075,9.447,8.66075,10.2985
1,4.2485,8.66075,9.06075,8.264,9.75125
1,4.47325,8.264,8.66075,7.799,9.359
1,4.443,7.799,8.264,7.29825,9.0905
1,6.17025,7.29825,7.799,6.78375,8.69025
1,6.2855,6.78375,7.29825,6.28525,8.0435
1,6.5105,6.28525,6.78375,5.8725,7.43175
1,6.75825,5.8725,6.28525,5.62,6.8015
1,7.108,5.62,5.8725,5.4995,6.6685
1,7.5455,5.4995,5.62,5.445,6.36975
1,8.0475,5.445,5.4995,5.35875,5.87875
1,8.5375,5.35875,5.445,5.187,5.48475
1,9.09,5.187,5.35875,4.89475,5.11625
1,9.68725,4.89475,5.187,4.641,4.91075
1,10.19175,4.641,4.89475,4.3545,4.473
1,10.566,4.3545,4.641,4.072,4.0985
1,10.72375,4.072,4.3545,3.733,3.46525
1,12.73625,3.733,4.072,3.46875,3.0765
1,11.829,3.46875,3.733,3.197,2.694
1,12.41925,3.197,3.46875,2.987,2.42725
1,11.79825,2.987,3.197,2.8925,2.26925
1,11.4245,2.8925,2.987,2.6705,2.1705
1,11.421,2.6705,2.8925,2.31425,1.95975
1,11.1405,2.31425,2.6705,1.864,1.7715
1,10.2985,1.864,2.31425,1.518,1.628
1,9.75125,1.518,1.864,1.36025,1.40025
1,9.359,1.36025,1.518,1.227,1.24325
1,9.0905,1.227,1.36025,1.093,1.05575
1,7.29825,1.093,1.227,0.989,0.881
1,6.78375,0.989,1.093,0.91025,0.80025
1,6.28525,0.91025,0.989,0.865,0.76475
1,5.8725,0.865,0.91025,0.8685,0.66975
1,5.62,0.8685,0.865,0.869,0.60875
1,5.4995,0.869,0.8685,0.87375,0.5955
1,5.445,0.87375,0.869,0.88575,0.62475
1,5.35875,0.88575,0.87375,0.92725,0.6815
1,5.187,0.92725,0.88575,1.00825,0.652
1,4.89475,1.00825,0.92725,1.179,0.56125
1,4.641,1.179,1.00825,1.394,0.6385
1,4.3545,1.394,1.179,1.50625,0.832
1,4.072,1.50625,1.394,1.228,0.93825
1,3.0765,1.228,1.50625,1.18575,0.9565
1,2.694,1.18575,1.228,1.18125,0.93575
1,2.42725,1.18125,1.18575,1.16725,0.89375
1,2.26925,1.16725,1.18125,1.10975,0.79975
1,2.1705,1.10975,1.16725,1.00625,0.6935
1,1.95975,1.00625,1.10975,0.87825,0.771
1,1.7715,0.87825,1.00625,0.748,0.7055
1,1.628,0.748,0.87825,0.66875,0.5325
1,1.40025,0.66875,0.748,0.629,0.41975
1,1.24325,0.629,0.66875,0.62575,0.4205
1,1.05575,0.62575,0.629,0.65825,0.452
1,1.093,0.65825,0.62575,0.70925,0.47575
1,0.989,0.70925,0.65825,0.78,0.57975
1,0.91025,0.78,0.70925,0.90225,0.67475
1,0.865,0.90225,0.78,1.06925,0.6845
1,0.8685,1.06925,0.90225,1.207,0.61725
1,0.869,1.207,1.06925,1.24875,0.6005
1,0.87375,1.24875,1.207,1.22925,0.56525
1,0.88575,1.22925,1.24875,1.20325,0.61275
1,0.92725,1.20325,1.22925,1.2515,0.71025
1,1.00825,1.2515,1.20325,1.48675,0.9395
1,1.179,1.48675,1.2515,1.713,1.30675
1,1.394,1.713,1.48675,1.80175,1.7495
1,1.50625,1.80175,1.713,1.75425,2.14725
1,0.9565,1.75425,1.80175,1.77025,2.23225
1,0.93575,1.77025,1.75425,1.7525,2.11575
1,0.89375,1.7525,1.77025,1.7025,1.89925
1,0.79975,1.7025,1.7525,1.69,1.88325
1,0.6935,1.69,1.7025,1.67,1.741
1,0.771,1.67,1.69,1.61625,1.63175
1,0.7055,1.61625,1.67,1.527,1.44275
1,0.5325,1.527,1.61625,1.404,1.26125
1,0.41975,1.404,1.527,1.25725,1.09375
1,0.4205,1.25725,1.404,1.10625,0.84275
1,0.452,1.10625,1.25725,1.033,0.64175
1,0.65825,1.033,1.10625,0.96075,0.49425
