X0,XS,S*,Forecast Solar,FS-1h,FS+1h,Solar
1,0.4444444444444458,0.84375,0.70025,0.22025,1.35825,0.875
1,0.4444444444444458,1.5935,1.35825,0.70025,2.03775,1.69325
1,0.4444444444444458,1.83025,2.03775,1.35825,2.5325,2.42
1,0.4444444444444458,2.29725,2.5325,2.03775,2.604,2.87
1,0.4444444444444458,2.4245,2.604,2.5325,2.3585,2.9285
1,0.4444444444444458,2.2415,2.3585,2.604,1.80975,2.55375
1,0.4444444444444458,1.74,1.80975,2.3585,1.04425,1.76725
1,0.4444444444444458,0.99425,1.04425,1.80975,0.353,0.969
1,0.4444444444444458,0.32725,0.353,1.04425,0.0325,0.30125
1,0.4444444444444458,0.028,0.0325,0.353,0.0,0.0215
1,0.4444444444444458,0.0,0.0,0.0325,0.0,0.0
1,0.4444444444444458,0.0,0.0,0.0,0.0,0.0
1,0.4444444444444458,0.0,0.0,0.0,0.0,0.0
1,0.4444444444444458,0.0,0.0,0.0,0.0,0.0
1,0.4444444444444458,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.04625,0.0
1,0.44166666666666665,0.0095,0.04625,0.0,0.76375,0.011
1,0.44166666666666665,0.2445,0.76375,0.04625,2.446,0.4865
1,0.44166666666666665,0.875,2.446,0.76375,4.37625,1.79275
1,0.44166666666666665,1.69325,4.37625,2.446,5.9945,3.6195
1,0.44166666666666665,2.03775,5.9945,4.37625,6.8415,4.95925
1,0.44166666666666665,2.5325,6.8415,5.9945,6.817,5.78475
1,0.44166666666666665,2.604,6.817,6.8415,5.99,5.173
1,0.44166666666666665,2.3585,5.99,6.817,4.6255,3.79775
1,0.44166666666666665,1.80975,4.6255,5.99,2.83025,2.6565
1,0.44166666666666665,1.04425,2.83025,4.6255,1.00025,1.44425
1,0.44166666666666665,0.353,1.00025,2.83025,0.09425,0.411
1,0.44166666666666665,0.0325,0.09425,1.00025,0.00025,0.02525
1,0.44166666666666665,0.0,0.00025,0.09425,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.00025,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.44166666666666665,0.0,0.0,0.0,0.0,0.0
1,0.4388888888888875,0.0,0.0,0.0,0.0,0.0
1,0.4388888888888875,0.0,0.0,0.0,0.0,0.0
1,0.4388888888888875,0.0,0.0,0.0,0.0,0.0
1,0.4388888888888875,0.0,0.0,0.0,0.0,0.0
1,0.4388888888888875,0.0,0.0,0.0,0.0,0.0
1,0.4388888888888875,0.0,0.0,0.0,0.0,0.0
1,0.4388888888888875,0.0,0.0,0.0,0.0345,0.0
1,0.4388888888888875,0.011,0.0345,0.0,0.61975,0.0115
1,0.4388888888888875,0.4865,0.61975,0.0345,2.1995,0.4025
