X0,D1,D2,D3,L*,L-2d,L-7d,Forecast Load,FW,FS,FL_avg,FL_max,FL_min,Load
1,0.0,0.0,0.0,66.5575,53.117,70.89975,65.4115,16.656,0.05725,59.40830208333333,68.4755,46.54075,69.067
1,0.0,0.0,0.0,68.6985,56.80475,72.07075,67.45525,16.9895,0.0,59.40830208333333,68.4755,46.54075,70.71975
1,0.0,0.0,0.0,66.7945,55.87725,70.394,65.9835,17.2855,0.0,59.40830208333333,68.4755,46.54075,68.95475
1,0.0,0.0,0.0,62.702,53.27325,66.18975,62.003,17.5525,0.0,59.40830208333333,68.4755,46.54075,65.55025
1,0.0,0.0,0.0,59.53175,51.93325,62.735,59.137,18.15325,0.0,59.40830208333333,68.4755,46.54075,62.18825
1,0.0,0.0,0.0,56.72075,51.99325,59.79025,56.563,18.77475,0.0,59.40830208333333,68.4755,46.54075,59.1835
1,0.0,0.0,0.0,51.89325,48.6125,55.025,51.7985,19.122,0.0,59.40830208333333,68.4755,46.54075,55.24925
1,0.0,0.0,0.0,51.848,45.9975,51.27875,48.92275,21.6285,0.0,61.327374999999996,71.036,46.163,51.68125
1,0.0,0.0,0.0,50.0195,44.148,49.92825,47.01825,20.93325,0.0,61.327374999999996,71.036,46.163,50.14575
1,0.0,0.0,0.0,49.26975,43.7175,49.28525,46.163,19.7395,0.0,61.327374999999996,71.036,46.163,49.31875
1,0.0,0.0,0.0,49.799,44.61125,49.768,46.60875,18.55575,0.0,61.327374999999996,71.036,46.163,49.95275
1,0.0,0.0,0.0,51.0125,46.6045,51.3445,47.8305,17.4405,0.0,61.327374999999996,71.036,46.163,51.10175
1,0.0,0.0,0.0,53.87875,50.04925,54.70225,50.253,16.4155,0.0,61.327374999999996,71.036,46.163,53.91425
1,0.0,0.0,0.0,61.0355,57.213,62.1805,55.86225,15.535,0.00025,61.327374999999996,71.036,46.163,61.03775
1,0.0,0.0,0.0,67.13,63.9725,69.20225,63.63425,15.07825,0.05975,61.327374999999996,71.036,46.163,67.8215
1,0.0,0.0,0.0,68.883,66.777,71.27425,68.0215,14.95125,1.006,61.327374999999996,71.036,46.163,70.15325
1,0.0,0.0,0.0,69.36,68.36825,71.20375,68.94525,15.0745,2.808,61.327374999999996,71.036,46.163,69.96275
1,0.0,0.0,0.0,71.246,69.192,71.63125,70.14975,15.06425,4.63325,61.327374999999996,71.036,46.163,70.87
1,0.0,0.0,0.0,68.4755,70.22575,72.44575,71.036,15.041,5.9755,61.327374999999996,71.036,46.163,72.13575
1,0.0,0.0,0.0,67.48575,69.92575,71.6805,70.34125,14.822,6.43425,61.327374999999996,71.036,46.163,71.85025
1,0.0,0.0,0.0,66.07225,68.796,71.0,69.55325,14.235,5.98225,61.327374999999996,71.036,46.163,71.127
1,0.0,0.0,0.0,64.33475,68.19925,69.85225,68.805,13.21175,4.796,61.327374999999996,71.036,46.163,69.97425
1,0.0,0.0,0.0,63.54125,66.89125,68.86475,67.30075,12.17575,3.00425,61.327374999999996,71.036,46.163,69.1
1,0.0,0.0,0.0,63.03375,66.24825,67.923,66.27875,11.48375,1.0785,61.327374999999996,71.036,46.163,68.13975
1,0.0,0.0,0.0,65.4115,68.62375,70.6045,67.9725,11.3045,0.0975,61.327374999999996,71.036,46.163,70.02325
1,0.0,0.0,0.0,67.45525,70.3975,72.46475,70.192,11.45525,0.0,61.327374999999996,71.036,46.163,71.86325
1,0.0,0.0,0.0,65.9835,68.72675,70.613,68.80275,11.8605,0.0,61.327374999999996,71.036,46.163,69.7765
1,0.0,0.0,0.0,62.003,64.72275,66.0985,64.6325,12.4875,0.0,61.327374999999996,71.036,46.163,66.07025
1,0.0,0.0,0.0,59.137,61.5335,62.641,61.2115,12.989,0.0,61.327374999999996,71.036,46.163,62.60325
1,0.0,0.0,0.0,56.563,59.08325,60.06,58.30225,13.4065,0.0,61.327374999999996,71.036,46.163,59.8715
1,0.0,0.0,0.0,51.7985,55.039,55.55275,54.01925,13.86525,0.0,61.327374999999996,71.036,46.163,55.52475
1,0.0,0.0,0.0,51.68125,51.848,52.256,49.66825,14.909,0.0,61.307104166666676,71.345,46.807,51.95075
1,0.0,0.0,0.0,50.14575,50.0195,50.3215,47.62475,15.41575,0.0,61.307104166666676,71.345,46.807,49.80275
1,0.0,0.0,0.0,49.31875,49.26975,49.41525,46.807,15.57,0.0,61.307104166666676,71.345,46.807,48.90025
1,0.0,0.0,0.0,49.95275,49.799,49.5905,47.5065,15.84825,0.0,61.307104166666676,71.345,46.807,49.1395
1,0.0,0.0,0.0,51.10175,51.0125,50.8305,48.84,16.1835,0.0,61.307104166666676,71.345,46.807,50.645
1,0.0,0.0,0.0,53.91425,53.87875,54.02975,51.6605,16.17275,0.0,61.307104166666676,71.345,46.807,53.516
1,0.0,0.0,0.0,61.03775,61.0355,61.398,59.118,15.87275,0.00025,61.307104166666676,71.345,46.807,60.77875
1,0.0,0.0,0.0,67.8215,67.13,68.02325,66.30225,15.593,0.07575,61.307104166666676,71.345,46.807,67.26225
1,0.0,0.0,0.0,70.15325,68.883,69.957,68.306,15.667,1.17375,61.307104166666676,71.345,46.807,69.0305
1,0.0,0.0,0.0,69.96275,69.36,70.6315,68.54025,15.986,3.3885,61.307104166666676,71.345,46.807,69.13725
1,0.0,0.0,0.0,70.87,71.246,71.343,69.8205,16.079,5.685,61.307104166666676,71.345,46.807,69.85925
1,0.0,0.0,0.0,71.036,72.07775,72.24825,71.345,16.08575,7.5275,61.307104166666676,71.345,46.807,70.7485
1,0.0,0.0,0.0,70.34125,70.56225,71.991,70.33925,15.84325,8.40275,61.307104166666676,71.345,46.807,69.82475
1,0.0,0.0,0.0,69.55325,65.7445,71.64975,65.55025,15.31875,8.168,61.307104166666676,71.345,46.807,69.2495
1,0.0,0.0,0.0,68.805,67.94625,70.30225,67.8415,14.23175,6.79975,61.307104166666676,71.345,46.807,68.4865
1,0.0,0.0,0.0,67.30075,67.34725,69.3405,66.65175,12.7765,4.6245,61.307104166666676,71.345,46.807,67.45
1,0.0,0.0,0.0,66.27875,66.7895,68.56925,65.444,11.29025,1.88425,61.307104166666676,71.345,46.807,66.179
1,0.0,0.0,0.0,67.9725,69.067,70.20725,67.52675,10.32675,0.1585,61.307104166666676,71.345,46.807,68.06775
1,0.0,0.0,0.0,70.192,70.71975,70.9025,69.407,9.78675,0.0,61.307104166666676,71.345,46.807,70.809
1,0.0,0.0,0.0,68.80275,68.95475,69.062,67.59975,9.4445,0.0,61.307104166666676,71.345,46.807,69.209
1,0.0,0.0,0.0,64.6325,65.55025,64.80475,63.6615,9.26575,0.0,61.307104166666676,71.345,46.807,65.34875
1,0.0,0.0,0.0,61.2115,62.18825,61.752,60.294,9.07525,0.0,61.307104166666676,71.345,46.807,62.2485
1,0.0,0.0,0.0,58.30225,59.1835,59.399,57.7295,8.74625,0.0,61.307104166666676,71.345,46.807,59.39025
1,0.0,0.0,0.0,54.01925,55.24925,55.076,53.78625,8.31675,0.0,61.307104166666676,71.345,46.807,54.913
1,0.0,0.0,0.0,51.95075,51.68125,51.3045,50.17,6.52675,0.0,60.46217708333333,68.837,47.4005,51.411
1,0.0,0.0,0.0,49.80275,50.14575,49.38225,48.3155,5.9575,0.0,60.46217708333333,68.837,47.4005,49.34825
1,0.0,0.0,0.0,48.90025,49.31875,48.71575,47.4005,5.443,0.0,60.46217708333333,68.837,47.4005,48.72625
1,0.0,0.0,0.0,49.1395,49.95275,48.80675,47.7665,4.93025,0.0,60.46217708333333,68.837,47.4005,49.06975
1,0.0,0.0,0.0,50.645,51.10175,50.125,48.91125,4.473,0.0,60.46217708333333,68.837,47.4005,50.449
1,0.0,0.0,0.0,53.516,53.91425,52.9475,51.77675,4.14375,0.0,60.46217708333333,68.837,47.4005,53.2575
1,0.0,0.0,0.0,60.77875,61.03775,59.682,59.0825,3.8435,0.00025,60.46217708333333,68.837,47.4005,60.4235
1,0.0,0.0,0.0,67.26225,67.8215,66.37275,65.12475,3.52275,0.10225,60.46217708333333,68.837,47.4005,66.60825
1,0.0,0.0,0.0,69.0305,70.15325,68.55475,67.57525,3.16375,1.5915,60.46217708333333,68.837,47.4005,69.106
1,0.0,0.0,0.0,69.13725,69.96275,69.5275,67.70875,2.816,4.66975,60.46217708333333,68.837,47.4005,68.7145
1,0.0,0.0,0.0,69.85925,70.87,70.3585,68.1725,2.44625,8.21675,60.46217708333333,68.837,47.4005,68.993
1,0.0,0.0,0.0,71.345,72.13575,70.9565,68.837,2.07675,11.0435,60.46217708333333,68.837,47.4005,69.4055
1,0.0,0.0,0.0,70.33925,71.85025,70.04375,68.4815,1.775,12.19275,60.46217708333333,68.837,47.4005,68.723
1,0.0,0.0,0.0,65.55025,71.127,68.97,67.46125,1.4815,11.7045,60.46217708333333,68.837,47.4005,67.1935
1,0.0,0.0,0.0,67.8415,69.97425,67.37025,66.22475,1.35775,9.66825,60.46217708333333,68.837,47.4005,65.78725
1,0.0,0.0,0.0,66.65175,69.1,66.128,65.0345,1.3055,6.41475,60.46217708333333,68.837,47.4005,64.3185
1,0.0,0.0,0.0,65.444,68.13975,65.589,64.153,1.32675,2.59425,60.46217708333333,68.837,47.4005,63.6235
1,0.0,0.0,0.0,67.52675,70.02325,68.19825,66.1315,1.5745,0.2225,60.46217708333333,68.837,47.4005,65.60925
1,0.0,0.0,0.0,69.407,71.86325,69.2785,67.7815,1.9355,0.0,60.46217708333333,68.837,47.4005,68.5115
1,0.0,0.0,0.0,67.59975,69.7765,67.2175,65.78725,2.2085,0.0,60.46217708333333,68.837,47.4005,66.6925
1,0.0,0.0,0.0,63.6615,66.07025,62.60075,62.072,2.32725,0.0,60.46217708333333,68.837,47.4005,62.829
1,0.0,0.0,0.0,60.294,62.60325,58.69825,58.57575,2.35325,0.0,60.46217708333333,68.837,47.4005,59.408
1,0.0,0.0,0.0,57.7295,59.8715,56.34475,56.2825,2.3695,0.0,60.46217708333333,68.837,47.4005,56.99525
1,0.0,0.0,0.0,53.78625,55.52475,52.90325,52.2655,2.389,0.0,60.46217708333333,68.837,47.4005,53.06875
1,0.0,1.0,0.0,51.411,51.95075,49.59225,47.884,2.5165,0.0,51.7245,58.658,44.85475,50.23175
1,0.0,1.0,0.0,49.34825,49.80275,47.31025,45.931,2.42775,0.0,51.7245,58.658,44.85475,47.945
1,0.0,1.0,0.0,48.72625,48.90025,46.015,44.85475,2.412,0.0,51.7245,58.658,44.85475,46.5545
1,0.0,1.0,0.0,49.06975,49.1395,45.63275,45.10975,2.48475,0.0,51.7245,58.658,44.85475,46.53125
1,0.0,1.0,0.0,50.449,50.645,45.9475,45.71775,2.58675,0.0,51.7245,58.658,44.85475,46.774
1,0.0,1.0,0.0,53.2575,53.516,45.87625,46.1875,2.782,0.0,51.7245,58.658,44.85475,46.60025
1,0.0,1.0,0.0,60.4235,60.77875,46.71525,47.4355,3.07275,0.0,51.7245,58.658,44.85475,46.95225
1,0.0,1.0,0.0,66.60825,67.26225,49.7935,50.0035,3.31825,0.089,51.7245,58.658,44.85475,49.82975
1,0.0,1.0,0.0,69.106,69.0305,53.56075,52.81925,3.5295,1.23975,51.7245,58.658,44.85475,53.35775
1,0.0,1.0,0.0,68.7145,69.13725,56.5815,55.4895,3.7495,3.72975,51.7245,58.658,44.85475,56.2835
1,0.0,1.0,0.0,68.993,69.85925,58.143,56.707,3.97875,6.27625,51.7245,58.658,44.85475,57.89375
1,0.0,1.0,0.0,68.837,70.7485,58.851,57.487,4.17975,8.1005,51.7245,58.658,44.85475,58.4105
1,0.0,1.0,0.0,68.4815,69.82475,57.82725,56.85125,4.44275,8.667,51.7245,58.658,44.85475,57.44975
1,0.0,1.0,0.0,67.46125,69.2495,55.18575,55.03725,4.8435,8.12925,51.7245,58.658,44.85475,56.1405
1,0.0,1.0,0.0,66.22475,68.4865,53.26775,53.31975,5.45825,6.48975,51.7245,58.658,44.85475,55.31375
1,0.0,1.0,0.0,65.0345,67.45,52.80425,52.6245,6.33125,4.08725,51.7245,58.658,44.85475,54.536
1,0.0,1.0,0.0,64.153,66.179,53.12475,52.8405,7.6385,1.59275,51.7245,58.658,44.85475,54.79775
1,0.0,1.0,0.0,66.1315,68.06775,57.0805,56.16725,9.18475,0.148,51.7245,58.658,44.85475,57.6325
1,0.0,1.0,0.0,67.7815,70.809,60.3045,58.658,10.792,0.0,51.7245,58.658,44.85475,60.721
1,0.0,1.0,0.0,65.78725,69.209,58.26725,56.91725,11.8785,0.0,51.7245,58.658,44.85475,59.101
1,0.0,1.0,0.0,62.072,65.34875,54.8565,53.595,12.0525,0.0,51.7245,58.658,44.85475,55.44025
1,0.0,1.0,0.0,58.57575,62.2485,52.35175,51.538,11.645,0.0,51.7245,58.658,44.85475,52.87875
1,0.0,1.0,0.0,56.2825,59.39025,51.37025,50.568,11.23275,0.0,51.7245,58.658,44.85475,51.65025
1,0.0,1.0,0.0,52.2655,54.913,47.9145,47.64475,10.873,0.0,51.7245,58.658,44.85475,48.08925
1,0.0,0.0,1.0,50.23175,51.411,44.604,44.465,14.49975,0.0,48.34209375000001,55.60925,41.591,44.96025
1,0.0,0.0,1.0,47.945,49.34825,42.5505,42.66925,15.126,0.0,48.34209375000001,55.60925,41.591,43.1425
1,0.0,0.0,1.0,46.5545,48.72625,41.61325,41.591,15.83825,0.0,48.34209375000001,55.60925,41.591,41.702
1,0.0,0.0,1.0,46.53125,49.06975,41.44175,41.63975,16.499,0.0,48.34209375000001,55.60925,41.591,41.2765
1,0.0,0.0,1.0,46.774,50.449,41.445,42.26325,16.755,0.0,48.34209375000001,55.60925,41.591,41.31225
1,0.0,0.0,1.0,46.60025,53.2575,41.0135,42.498,16.83825,0.0,48.34209375000001,55.60925,41.591,41.20175
1,0.0,0.0,1.0,46.95225,60.4235,40.139,42.945,16.86275,0.0,48.34209375000001,55.60925,41.591,41.06925
1,0.0,0.0,1.0,49.82975,66.60825,41.839,44.41125,16.72625,0.09675,48.34209375000001,55.60925,41.591,42.691
1,0.0,0.0,1.0,53.35775,69.106,45.27475,46.7495,16.4655,1.0595,48.34209375000001,55.60925,41.591,45.779
1,0.0,0.0,1.0,56.2835,68.7145,48.827,49.258,16.142,2.5425,48.34209375000001,55.60925,41.591,49.5125
1,0.0,0.0,1.0,57.89375,68.993,52.053,51.05825,15.81725,3.95275,48.34209375000001,55.60925,41.591,52.5585
1,0.0,0.0,1.0,57.487,69.4055,53.95075,52.666,15.381,4.902,48.34209375000001,55.60925,41.591,55.1565
1,0.0,0.0,1.0,56.85125,68.723,53.00275,53.118,14.789,5.1075,48.34209375000001,55.60925,41.591,54.63625
1,0.0,0.0,1.0,55.03725,67.1935,50.97875,51.075,13.87325,4.68225,48.34209375000001,55.60925,41.591,52.9405
1,0.0,0.0,1.0,53.31975,65.78725,48.74525,49.6225,12.78275,3.7515,48.34209375000001,55.60925,41.591,51.5275
1,0.0,0.0,1.0,52.6245,64.3185,48.399,49.1505,11.78075,2.441,48.34209375000001,55.60925,41.591,51.06425
1,0.0,0.0,1.0,52.8405,63.6235,49.2055,49.6735,11.05225,0.99425,48.34209375000001,55.60925,41.591,51.149
1,0.0,0.0,1.0,56.16725,65.60925,53.117,52.92125,10.67425,0.11825,48.34209375000001,55.60925,41.591,54.1355
1,0.0,0.0,1.0,58.658,68.5115,56.80475,55.60925,10.492,0.0,48.34209375000001,55.60925,41.591,57.472
1,0.0,0.0,1.0,56.91725,66.6925,55.87725,54.979,10.40525,0.0,48.34209375000001,55.60925,41.591,56.3135
1,0.0,0.0,1.0,53.595,62.829,53.27325,52.6545,10.31375,0.0,48.34209375000001,55.60925,41.591,53.8895
1,0.0,0.0,1.0,51.538,59.408,51.93325,50.896,10.25,0.0,48.34209375000001,55.60925,41.591,52.4105
1,0.0,0.0,1.0,50.568,56.99525,51.99325,50.717,10.125,0.0,48.34209375000001,55.60925,41.591,52.454
1,0.0,0.0,1.0,47.64475,53.06875,48.6125,47.5795,9.90225,0.0,48.34209375000001,55.60925,41.591,49.24875
1,1.0,0.0,0.0,44.96025,50.23175,45.9975,45.01075,9.67475,0.0,55.64247916666667,63.75275,42.7665,46.668
1,1.0,0.0,0.0,43.1425,47.945,44.148,43.4745,9.6895,0.0,55.64247916666667,63.75275,42.7665,44.955
1,1.0,0.0,0.0,41.702,46.5545,43.7175,42.7665,9.79125,0.0,55.64247916666667,63.75275,42.7665,44.4245
1,1.0,0.0,0.0,41.2765,46.53125,44.61125,43.3065,9.86925,0.0,55.64247916666667,63.75275,42.7665,45.076
1,1.0,0.0,0.0,41.31225,46.774,46.6045,44.91225,9.9455,0.0,55.64247916666667,63.75275,42.7665,47.0485
1,1.0,0.0,0.0,41.20175,46.60025,50.04925,47.5055,9.88825,0.0,55.64247916666667,63.75275,42.7665,51.0475
1,1.0,0.0,0.0,41.06925,46.95225,57.213,54.1015,9.8775,0.0,55.64247916666667,63.75275,42.7665,59.9695
1,1.0,0.0,0.0,42.691,49.82975,63.9725,58.15625,9.9745,0.0915,55.64247916666667,63.75275,42.7665,66.66325
1,1.0,0.0,0.0,45.779,53.35775,66.777,59.342,10.16175,0.96725,55.64247916666667,63.75275,42.7665,69.5175
1,1.0,0.0,0.0,49.5125,56.2835,68.36825,60.869,10.46125,2.39425,55.64247916666667,63.75275,42.7665,70.0445
1,1.0,0.0,0.0,52.5585,57.89375,69.192,61.9775,10.70525,3.868,55.64247916666667,63.75275,42.7665,71.123
1,1.0,0.0,0.0,52.666,58.4105,70.22575,63.27575,10.7475,4.9795,55.64247916666667,63.75275,42.7665,71.87775
1,1.0,0.0,0.0,53.118,57.44975,69.92575,62.39625,10.6725,5.44925,55.64247916666667,63.75275,42.7665,71.54475
1,1.0,0.0,0.0,51.075,56.1405,68.796,61.88925,10.6445,5.28075,55.64247916666667,63.75275,42.7665,70.94325
1,1.0,0.0,0.0,49.6225,55.31375,68.19925,60.9645,10.603,4.4075,55.64247916666667,63.75275,42.7665,70.2075
1,1.0,0.0,0.0,49.1505,54.536,66.89125,60.10525,10.5595,2.9745,55.64247916666667,63.75275,42.7665,69.34225
1,1.0,0.0,0.0,49.6735,54.79775,66.24825,59.91225,10.44775,1.2885,55.64247916666667,63.75275,42.7665,68.01175
1,1.0,0.0,0.0,52.92125,57.6325,68.62375,61.924,10.3555,0.1445,55.64247916666667,63.75275,42.7665,69.38125
1,1.0,0.0,0.0,55.60925,60.721,70.3975,63.75275,10.2875,0.0,55.64247916666667,63.75275,42.7665,71.68375
1,1.0,0.0,0.0,54.979,59.101,68.72675,62.1755,10.0245,0.0,55.64247916666667,63.75275,42.7665,70.41475
1,1.0,0.0,0.0,52.6545,55.44025,64.72275,58.40575,9.43625,0.0,55.64247916666667,63.75275,42.7665,66.109
1,1.0,0.0,0.0,50.896,52.87875,61.5335,55.7995,8.65425,0.0,55.64247916666667,63.75275,42.7665,62.5835
1,1.0,0.0,0.0,50.717,51.65025,59.08325,53.69,7.83425,0.0,55.64247916666667,63.75275,42.7665,59.6305
1,1.0,0.0,0.0,47.5795,48.08925,55.039,49.7065,7.1085,0.0,55.64247916666667,63.75275,42.7665,55.3815
1,0.0,0.0,0.0,46.668,44.96025,51.848,48.0705,5.86375,0.0,55.74231249999999,63.695,44.9855,52.44675
1,0.0,0.0,0.0,44.955,43.1425,50.0195,45.91825,5.311,0.0,55.74231249999999,63.695,44.9855,50.709
1,0.0,0.0,0.0,44.4245,41.702,49.26975,44.9855,4.84975,0.0,55.74231249999999,63.695,44.9855,49.78375
1,0.0,0.0,0.0,45.076,41.2765,49.799,45.15825,4.36275,0.0,55.74231249999999,63.695,44.9855,49.8865
1,0.0,0.0,0.0,47.0485,41.31225,51.0125,46.085,3.919,0.0,55.74231249999999,63.695,44.9855,51.076
1,0.0,0.0,0.0,51.0475,41.20175,53.87875,47.77925,3.526,0.0,55.74231249999999,63.695,44.9855,54.013
1,0.0,0.0,0.0,59.9695,41.06925,61.0355,52.758,3.0985,0.0,55.74231249999999,63.695,44.9855,61.87325
1,0.0,0.0,0.0,66.66325,42.691,67.13,56.4375,2.6625,0.128,55.74231249999999,63.695,44.9855,67.84625
1,0.0,0.0,0.0,69.5175,45.779,68.883,58.351,2.2655,1.67425,55.74231249999999,63.695,44.9855,69.48975
1,0.0,0.0,0.0,70.0445,49.5125,69.36,60.02025,1.96,4.448,55.74231249999999,63.695,44.9855,70.2165
1,0.0,0.0,0.0,71.123,52.5585,71.246,61.69575,1.75175,7.22075,55.74231249999999,63.695,44.9855,71.098
1,0.0,0.0,0.0,63.27575,55.1565,72.07775,63.18025,1.55875,9.2355,55.74231249999999,63.695,44.9855,71.81975
1,0.0,0.0,0.0,62.39625,54.63625,70.56225,62.29125,1.428,10.0315,55.74231249999999,63.695,44.9855,70.59925
1,0.0,0.0,0.0,61.88925,52.9405,65.7445,61.12025,1.373,9.714,55.74231249999999,63.695,44.9855,69.8645
1,0.0,0.0,0.0,60.9645,51.5275,67.94625,59.69825,1.42325,8.06,55.74231249999999,63.695,44.9855,68.5785
1,0.0,0.0,0.0,60.10525,51.06425,67.34725,58.96825,1.533,5.3295,55.74231249999999,63.695,44.9855,67.59575
1,0.0,0.0,0.0,59.91225,51.149,66.7895,58.97625,1.73325,2.242,55.74231249999999,63.695,44.9855,66.45575
1,0.0,0.0,0.0,61.924,54.1355,69.067,61.644,2.0625,0.247,55.74231249999999,63.695,44.9855,67.96675
1,0.0,0.0,0.0,63.75275,57.472,70.71975,63.695,2.51025,0.00025,55.74231249999999,63.695,44.9855,71.084
1,0.0,0.0,0.0,62.1755,56.3135,68.95475,61.84775,3.08225,0.0,55.74231249999999,63.695,44.9855,70.35325
1,0.0,0.0,0.0,58.40575,53.8895,65.55025,58.39375,3.74275,0.0,55.74231249999999,63.695,44.9855,66.69
1,0.0,0.0,0.0,55.7995,52.4105,62.18825,55.8445,4.32225,0.0,55.74231249999999,63.695,44.9855,63.3085
1,0.0,0.0,0.0,53.69,52.454,59.1835,54.23075,5.0205,0.0,55.74231249999999,63.695,44.9855,60.3385
1,0.0,0.0,0.0,49.7065,49.24875,55.24925,50.666,5.74425,0.0,55.74231249999999,63.695,44.9855,56.27525
1,0.0,0.0,0.0,52.44675,46.668,51.68125,48.85475,7.41475,0.0,59.88116666666667,68.57325,45.95175,53.3485
1,0.0,0.0,0.0,50.709,44.955,50.14575,46.964,8.0045,0.0,59.88116666666667,68.57325,45.95175,51.53575
1,0.0,0.0,0.0,49.78375,44.4245,49.31875,45.95175,8.48375,0.0,59.88116666666667,68.57325,45.95175,50.5695
1,0.0,0.0,0.0,49.8865,45.076,49.95275,45.96325,8.933,0.0,59.88116666666667,68.57325,45.95175,50.70425
1,0.0,0.0,0.0,51.076,47.0485,51.10175,46.83925,9.2305,0.0,59.88116666666667,68.57325,45.95175,52.01575
1,0.0,0.0,0.0,54.013,51.0475,53.91425,48.9875,9.49275,0.0,59.88116666666667,68.57325,45.95175,54.94075
1,0.0,0.0,0.0,61.87325,59.9695,61.03775,54.687,9.571,0.0,59.88116666666667,68.57325,45.95175,62.58975
1,0.0,0.0,0.0,67.84625,66.66325,67.8215,61.836,9.45075,0.1505,59.88116666666667,68.57325,45.95175,68.646
1,0.0,0.0,0.0,69.48975,69.5175,70.15325,66.1195,9.10375,1.80925,59.88116666666667,68.57325,45.95175,70.7535
1,0.0,0.0,0.0,70.2165,70.0445,69.96275,66.5925,8.75375,4.5415,59.88116666666667,68.57325,45.95175,70.62625
1,0.0,0.0,0.0,71.098,71.123,70.87,67.62875,8.49925,7.05325,59.88116666666667,68.57325,45.95175,71.419
1,0.0,0.0,0.0,63.18025,71.87775,72.13575,68.57325,8.4145,8.6825,59.88116666666667,68.57325,45.95175,72.21725
1,0.0,0.0,0.0,62.29125,71.54475,71.85025,68.35475,8.30775,8.81925,59.88116666666667,68.57325,45.95175,71.37425
1,0.0,0.0,0.0,61.12025,70.94325,71.127,67.62525,8.0235,7.831,59.88116666666667,68.57325,45.95175,71.0105
1,0.0,0.0,0.0,59.69825,70.2075,69.97425,66.4475,7.617,6.03,59.88116666666667,68.57325,45.95175,69.8125
1,0.0,0.0,0.0,58.96825,69.34225,69.1,65.6305,7.257,3.8635,59.88116666666667,68.57325,45.95175,68.8345
1,0.0,0.0,0.0,58.97625,68.01175,68.13975,64.59175,6.97125,1.6465,59.88116666666667,68.57325,45.95175,67.8995
1,0.0,0.0,0.0,61.644,69.38125,70.02325,66.08675,6.85625,0.204,59.88116666666667,68.57325,45.95175,69.40675
1,0.0,0.0,0.0,63.695,71.68375,71.86325,68.24125,6.72675,0.0,59.88116666666667,68.57325,45.95175,72.308
1,0.0,0.0,0.0,61.84775,70.41475,69.7765,67.25375,6.34825,0.0,59.88116666666667,68.57325,45.95175,71.0675
1,0.0,0.0,0.0,58.39375,66.109,66.07025,63.31075,5.50075,0.0,59.88116666666667,68.57325,45.95175,66.74025
1,0.0,0.0,0.0,55.8445,62.5835,62.60325,60.1325,4.5055,0.0,59.88116666666667,68.57325,45.95175,62.85325
1,0.0,0.0,0.0,54.23075,59.6305,59.8715,57.36025,3.62425,0.0,59.88116666666667,68.57325,45.95175,60.0715
1,0.0,0.0,0.0,50.666,55.3815,55.52475,53.1155,2.97725,0.0,59.88116666666667,68.57325,45.95175,55.596
1,0.0,0.0,0.0,53.3485,52.44675,51.95075,49.21225,3.0755,0.0,60.282812499999984,69.30525,46.50625,52.19925
1,0.0,0.0,0.0,51.53575,50.709,49.80275,47.274,3.0825,0.0,60.282812499999984,69.30525,46.50625,50.14125
1,0.0,0.0,0.0,50.5695,49.78375,48.90025,46.50625,3.15625,0.0,60.282812499999984,69.30525,46.50625,49.2205
1,0.0,0.0,0.0,50.70425,49.8865,49.1395,46.824,3.21575,0.0,60.282812499999984,69.30525,46.50625,49.59425
1,0.0,0.0,0.0,52.01575,51.076,50.645,47.84,3.33675,0.0,60.282812499999984,69.30525,46.50625,50.8425
1,0.0,0.0,0.0,54.94075,54.013,53.516,50.6465,3.4765,0.0,60.282812499999984,69.30525,46.50625,53.892
1,0.0,0.0,0.0,62.58975,61.87325,60.77875,58.07125,3.57125,0.0,60.282812499999984,69.30525,46.50625,61.69925
1,0.0,0.0,0.0,68.646,67.84625,67.26225,64.0765,3.63675,0.19575,60.282812499999984,69.30525,46.50625,67.93425
1,0.0,0.0,0.0,70.7535,69.48975,69.0305,66.406,3.62025,1.69075,60.282812499999984,69.30525,46.50625,69.36925
1,0.0,0.0,0.0,70.62625,70.2165,69.13725,66.81125,3.661,4.50225,60.282812499999984,69.30525,46.50625,69.0855
1,0.0,0.0,0.0,71.419,71.098,69.85925,68.342,3.7265,7.69025,60.282812499999984,69.30525,46.50625,69.59775
1,0.0,0.0,0.0,68.57325,71.81975,70.7485,69.30525,3.9185,9.73325,60.282812499999984,69.30525,46.50625,70.24825
1,0.0,0.0,0.0,68.35475,70.59925,69.82475,68.16775,4.123,10.559,60.282812499999984,69.30525,46.50625,70.09325
1,0.0,0.0,0.0,67.62525,69.8645,69.2495,66.90425,4.212,10.07325,60.282812499999984,69.30525,46.50625,69.1785
1,0.0,0.0,0.0,66.4475,68.5785,68.4865,65.7045,3.9945,8.33125,60.282812499999984,69.30525,46.50625,67.52375
1,0.0,0.0,0.0,65.6305,67.59575,67.45,64.93675,3.60625,5.47975,60.282812499999984,69.30525,46.50625,66.4365
1,0.0,0.0,0.0,64.59175,66.45575,66.179,63.8775,3.24525,2.37575,60.282812499999984,69.30525,46.50625,65.76475
1,0.0,0.0,0.0,66.08675,67.96675,68.06775,65.43175,3.0195,0.3105,60.282812499999984,69.30525,46.50625,67.526
1,0.0,0.0,0.0,68.24125,71.084,70.809,68.26775,2.9725,0.0,60.282812499999984,69.30525,46.50625,70.6815
