X0,DA_Forecast,ID*,-FL,-FW,-FS,-FL_1d,-FW_1d,-FS_1d,Intraday
1,13.79,12.71,-53.05525,-22.55825,-0.0,-54.32025,-20.6825,-0.0,8.81798157409845
1,15.04,15.04,-52.0705,-23.50575,-0.0,-52.73225,-20.917,-0.0,10.9626046628228
1,9.29,11.74,-48.5695,-24.41825,-0.0,-49.46225,-20.994,-0.0,7.6608572377158
1,10.02,6.01265925367509,-46.70425,-24.58075,-0.0,-46.10675,-21.67625,-0.0,6.45944260518871
1,7.99,4.44945665037304,-44.9375,-25.71375,-0.0,-44.488,-21.85825,-0.0,-1.45956736623451
1,5.24,5.42030292788035,-44.435,-26.9955,-0.0,-43.51025,-21.8675,-0.0,-16.3651471613893
1,1.16,2.92114130434783,-45.0505,-28.21675,-0.0,-43.59,-21.9995,-0.0,-28.303170106976
1,1.4,2.78982110042158,-46.69875,-29.281,-0.0,-43.9735,-22.20625,-0.0,-26.0568654096881
1,7.32,2.42625982042649,-50.40475,-30.45225,-0.0,-44.62275,-22.26,-0.0,-22.0576503323052
1,12.32,0.275466193073703,-58.80875,-31.362,-0.0,-45.5235,-22.2225,-0.0,-2.74084856060885
1,16.17,1.3422336869641,-64.19,-32.2115,-0.05925,-47.91275,-22.118,-0.06475,4.43033758096311
1,16.55,-2.17255350730189,-65.69025,-32.523,-0.98325,-50.46,-21.57925,-1.234,3.15815114800187
1,16.41,-3.2964486764882,-66.83975,-32.63075,-2.60925,-53.34975,-20.55975,-3.5105,7.97926811171763
1,16.56,4.36967876534624,-67.8975,-32.479,-4.0885,-55.62875,-19.32,-5.71425,10.8297558735747
1,16.61,13.79,-69.56025,-32.29625,-5.2015,-57.83425,-18.19175,-7.316,11.4637289636847
1,16.35,13.84,-68.982,-32.312,-5.6745,-57.5355,-17.6255,-7.80125,8.87417868289021
1,16.1,12.19,-67.5565,-32.29,-5.3435,-55.83425,-17.59175,-7.125,7.47799239383055
1,16.15,11.76,-65.7825,-32.12325,-4.177,-54.6735,-17.95275,-5.51575,6.76207157506153
1,16.35,10.01,-65.15175,-31.948,-2.53525,-54.16025,-18.23,-3.3455,9.30219138272333
1,15.94,13.32,-64.19475,-31.8095,-0.9785,-54.179,-18.5185,-1.13075,10.2910072290528
1,20.88,16.64,-66.5575,-31.91675,-0.082,-57.1295,-18.89525,-0.07675,14.0666131428571
1,27.26,22.17,-68.6985,-32.18775,-0.0,-59.045,-19.6695,-0.0,16.7640241993347
1,21.02,17.28,-66.7945,-32.5475,-0.0,-57.9135,-20.66325,-0.0,11.4361713103784
1,15.24,17.88,-62.702,-33.0075,-0.0,-55.20125,-21.62125,-0.0,3.84576819197008
1,12.52,13.79,-59.53175,-33.393,-0.0,-53.05525,-22.55825,-0.0,3.73985537918871
1,12.11,15.04,-56.72075,-33.6215,-0.0,-52.0705,-23.50575,-0.0,1.45697329567339
1,9.72,9.29,-51.89325,-33.673,-0.0,-48.5695,-24.41825,-0.0,-10.878312672951
1,-19.94,6.45944260518871,-49.45025,-32.7455,-0.0,-46.70425,-24.58075,-0.0,-13.7370002936365
1,-12.34,-1.45956736623451,-47.5405,-32.5935,-0.0,-44.9375,-25.71375,-0.0,-8.51260902474527
1,-19.95,-16.3651471613893,-46.54075,-32.2925,-0.0,-44.435,-26.9955,-0.0,-9.88648597359736
1,-19.3,-28.303170106976,-46.9145,-31.86825,-0.0,-45.0505,-28.21675,-0.0,-10.9564908473822
1,-5.52,-26.0568654096881,-47.97775,-31.22425,-0.0,-46.69875,-29.281,-0.0,-6.11812719959779
1,2.79,-22.0576503323052,-50.01575,-30.35875,-0.0,-50.40475,-30.45225,-0.0,1.31484874235214
1,16.98,-2.74084856060885,-56.8845,-29.509,-0.0,-58.80875,-31.362,-0.0,22.2240441415125
1,19.75,4.43033758096311,-62.28275,-28.30475,-0.059,-64.19,-32.2115,-0.05925,27.076717441552
1,23.43,3.15815114800187,-64.47525,-26.80625,-1.00525,-65.69025,-32.523,-0.98325,31.210501199526
1,20.99,7.97926811171763,-65.511,-25.42075,-2.78675,-66.83975,-32.63075,-2.60925,31.3970183804222
1,23.9,10.8297558735747,-66.91125,-24.203,-4.2375,-67.8975,-32.479,-4.0885,30.2728124032075
1,24.93,16.61,-68.4755,-23.11425,-4.9305,-69.56025,-32.29625,-5.2015,29.3633233913284
1,27.03,16.35,-67.48575,-21.866,-4.54225,-68.982,-32.312,-5.6745,34.1574004020167
1,28.69,16.1,-66.07225,-19.93075,-3.7265,-67.5565,-32.29,-5.3435,37.5564528647364
1,27.44,16.15,-64.33475,-17.6905,-2.7655,-65.7825,-32.12325,-4.177,35.6991191025136
1,26.97,16.35,-63.54125,-16.36325,-1.6205,-65.15175,-31.948,-2.53525,33.3412664828217
1,27.24,15.94,-63.03375,-16.19225,-0.56525,-64.19475,-31.8095,-0.9785,26.4503240039513
1,31.01,20.88,-65.4115,-16.656,-0.05725,-66.5575,-31.91675,-0.082,25.5348399619588
1,39.98,27.26,-67.45525,-16.9895,-0.0,-68.6985,-32.18775,-0.0,30.0287354771259
1,34.06,21.02,-65.9835,-17.2855,-0.0,-66.7945,-32.5475,-0.0,26.6131716041919
1,28.77,15.24,-62.003,-17.5525,-0.0,-62.702,-33.0075,-0.0,19.9540920683028
1,23.97,12.52,-59.137,-18.15325,-0.0,-59.53175,-33.393,-0.0,14.5530280672526
1,20.78,12.11,-56.563,-18.77475,-0.0,-56.72075,-33.6215,-0.0,10.6354064644628
1,15.99,9.72,-51.7985,-19.122,-0.0,-51.89325,-33.673,-0.0,7.0131761483879
1,13.08,-13.7370002936365,-48.92275,-21.6285,-0.0,-49.45025,-32.7455,-0.0,3.72083510864934
1,13.68,-8.51260902474527,-47.01825,-20.93325,-0.0,-47.5405,-32.5935,-0.0,8.36243728689722
1,13.06,-9.88648597359736,-46.163,-19.7395,-0.0,-46.54075,-32.2925,-0.0,10.835204957102
1,13.41,-10.9564908473822,-46.60875,-18.55575,-0.0,-46.9145,-31.86825,-0.0,13.3184000647529
1,14.3,-6.11812719959779,-47.8305,-17.4405,-0.0,-47.97775,-31.22425,-0.0,10.8496783025325
1,16.2,1.31484874235214,-50.253,-16.4155,-0.0,-50.01575,-30.35875,-0.0,13.9042426156238
1,22.8,22.2240441415125,-55.86225,-15.535,-0.00025,-56.8845,-29.509,-0.0,19.8290419906687
1,30.59,27.076717441552,-63.63425,-15.07825,-0.05975,-62.28275,-28.30475,-0.059,29.7236803313211
1,32.05,31.210501199526,-68.0215,-14.95125,-1.006,-64.47525,-26.80625,-1.00525,30.1050010970755
1,32.42,31.3970183804222,-68.94525,-15.0745,-2.808,-65.511,-25.42075,-2.78675,29.1447961685573
1,30.94,30.2728124032075,-70.14975,-15.06425,-4.63325,-66.91125,-24.203,-4.2375,29.7531647402581
1,29.98,24.93,-71.036,-15.041,-5.9755,-68.4755,-23.11425,-4.9305,30.0331174744511
1,25.97,27.03,-70.34125,-14.822,-6.43425,-67.48575,-21.866,-4.54225,27.2540438030636
1,27.74,28.69,-69.55325,-14.235,-5.98225,-66.07225,-19.93075,-3.7265,29.1160024429699
1,27.44,27.44,-68.805,-13.21175,-4.796,-64.33475,-17.6905,-2.7655,29.3694171793474
1,27.77,26.97,-67.30075,-12.17575,-3.00425,-63.54125,-16.36325,-1.6205,27.1524443893792
1,28.68,27.24,-66.27875,-11.48375,-1.0785,-63.03375,-16.19225,-0.56525,26.9772774750797
1,32.1,31.01,-67.9725,-11.3045,-0.0975,-65.4115,-16.656,-0.05725,33.0722572691324
1,36.59,39.98,-70.192,-11.45525,-0.0,-67.45525,-16.9895,-0.0,39.9173598091018
1,29.44,34.06,-68.80275,-11.8605,-0.0,-65.9835,-17.2855,-0.0,34.7612643263435
1,23.18,28.77,-64.6325,-12.4875,-0.0,-62.003,-17.5525,-0.0,25.8539390429306
1,21.66,23.97,-61.2115,-12.989,-0.0,-59.137,-18.15325,-0.0,24.7395363046206
1,21.94,20.78,-58.30225,-13.4065,-0.0,-56.563,-18.77475,-0.0,25.7697658518056
1,18.88,15.99,-54.01925,-13.86525,-0.0,-51.7985,-19.122,-0.0,21.7920910934415
1,17.72,3.72083510864934,-49.66825,-14.909,-0.0,-48.92275,-21.6285,-0.0,19.3947279220386
1,17.46,8.36243728689722,-47.62475,-15.41575,-0.0,-47.01825,-20.93325,-0.0,16.400368855079
1,16.91,10.835204957102,-46.807,-15.57,-0.0,-46.163,-19.7395,-0.0,17.2231355030844
1,16.97,13.3184000647529,-47.5065,-15.84825,-0.0,-46.60875,-18.55575,-0.0,15.0456817611416
1,17.66,10.8496783025325,-48.84,-16.1835,-0.0,-47.8305,-17.4405,-0.0,14.9238346124328
1,18.55,13.9042426156238,-51.6605,-16.17275,-0.0,-50.253,-16.4155,-0.0,17.4664725760333
1,20.84,19.8290419906687,-59.118,-15.87275,-0.00025,-55.86225,-15.535,-0.00025,23.7214420327223
1,30.82,29.7236803313211,-66.30225,-15.593,-0.07575,-63.63425,-15.07825,-0.05975,33.3230130708536
1,25.34,30.1050010970755,-68.306,-15.667,-1.17375,-68.0215,-14.95125,-1.006,31.7370335321061
1,22.84,29.1447961685573,-68.54025,-15.986,-3.3885,-68.94525,-15.0745,-2.808,31.1462561576355
1,21.12,29.7531647402581,-69.8205,-16.079,-5.685,-70.14975,-15.06425,-4.63325,31.1401387487387
1,24.74,29.98,-71.345,-16.08575,-7.5275,-71.036,-15.041,-5.9755,30.5238027697459
1,23.72,25.97,-70.33925,-15.84325,-8.40275,-70.34125,-14.822,-6.43425,28.9854974489796
1,23.01,27.74,-65.55025,-15.31875,-8.168,-69.55325,-14.235,-5.98225,26.0518061019049
1,21.03,27.44,-67.8415,-14.23175,-6.79975,-68.805,-13.21175,-4.796,24.1648071450197
1,30.0,27.77,-66.65175,-12.7765,-4.6245,-67.30075,-12.17575,-3.00425,22.6472875592663
1,31.58,28.68,-65.444,-11.29025,-1.88425,-66.27875,-11.48375,-1.0785,24.6028774973594
1,36.0,32.1,-67.52675,-10.32675,-0.1585,-67.9725,-11.3045,-0.0975,27.5918666224164
1,41.02,36.59,-69.407,-9.78675,-0.0,-70.192,-11.45525,-0.0,40.588205541167
1,41.34,29.44,-67.59975,-9.4445,-0.0,-68.80275,-11.8605,-0.0,38.1304341142797
1,32.98,23.18,-63.6615,-9.26575,-0.0,-64.6325,-12.4875,-0.0,32.2532507739938
1,29.96,21.66,-60.294,-9.07525,-0.0,-61.2115,-12.989,-0.0,25.5909347630624
1,29.46,21.94,-57.7295,-8.74625,-0.0,-58.30225,-13.4065,-0.0,25.4043249334153
1,26.1,18.88,-53.78625,-8.31675,-0.0,-54.01925,-13.86525,-0.0,24.4861623443983
1,22.81,19.3947279220386,-50.17,-6.52675,-0.0,-49.66825,-14.909,-0.0,22.0332027931335
1,21.59,16.400368855079,-48.3155,-5.9575,-0.0,-47.62475,-15.41575,-0.0,20.0113554489186
1,21.3,17.2231355030844,-47.4005,-5.443,-0.0,-46.807,-15.57,-0.0,18.8727414804784
1,19.86,15.0456817611416,-47.7665,-4.93025,-0.0,-47.5065,-15.84825,-0.0,17.8004511143865
1,20.69,14.9238346124328,-48.91125,-4.473,-0.0,-48.84,-16.1835,-0.0,18.3897316073191
1,21.64,17.4664725760333,-51.77675,-4.14375,-0.0,-51.6605,-16.17275,-0.0,19.6385119284294
1,27.18,23.7214420327223,-59.0825,-3.8435,-0.00025,-59.118,-15.87275,-0.00025,24.5353032569916
1,36.43,33.3230130708536,-65.12475,-3.52275,-0.10225,-66.30225,-15.593,-0.07575,37.1431575950126
1,37.3,31.7370335321061,-67.57525,-3.16375,-1.5915,-68.306,-15.667,-1.17375,35.5352452685573
1,34.97,31.1462561576355,-67.70875,-2.816,-4.66975,-68.54025,-15.986,-3.3885,33.2033388080129
1,34.7,31.1401387487387,-68.1725,-2.44625,-8.21675,-69.8205,-16.079,-5.685,31.6453502750719
1,33.48,24.74,-68.837,-2.07675,-11.0435,-71.345,-16.08575,-7.5275,26.3384205876356
1,30.0,23.72,-68.4815,-1.775,-12.19275,-70.33925,-15.84325,-8.40275,24.7326353898492
1,26.93,23.01,-67.46125,-1.4815,-11.7045,-65.55025,-15.31875,-8.168,22.6426778489733
1,25.62,21.03,-66.22475,-1.35775,-9.66825,-67.8415,-14.23175,-6.79975,22.0247275193048
1,25.0,30.0,-65.0345,-1.3055,-6.41475,-66.65175,-12.7765,-4.6245,23.5135226632089
1,27.18,31.58,-64.153,-1.32675,-2.59425,-65.444,-11.29025,-1.88425,23.5218856687992
1,34.56,36.0,-66.1315,-1.5745,-0.2225,-67.52675,-10.32675,-0.1585,28.4006568377507
1,40.36,41.02,-67.7815,-1.9355,-0.0,-69.407,-9.78675,-0.0,38.0714427869188
1,35.56,41.34,-65.78725,-2.2085,-0.0,-67.59975,-9.4445,-0.0,29.3969444701956
1,29.96,32.98,-62.072,-2.32725,-0.0,-63.6615,-9.26575,-0.0,25.089361488185
1,26.45,29.96,-58.57575,-2.35325,-0.0,-60.294,-9.07525,-0.0,22.5538294837764
1,27.18,29.46,-56.2825,-2.3695,-0.0,-57.7295,-8.74625,-0.0,22.7527205406994
1,25.45,26.1,-52.2655,-2.389,-0.0,-53.78625,-8.31675,-0.0,22.4438426341288
1,22.23,22.0332027931335,-47.884,-2.5165,-0.0,-50.17,-6.52675,-0.0,24.0819761087813
1,21.1,20.0113554489186,-45.931,-2.42775,-0.0,-48.3155,-5.9575,-0.0,23.3781309255079
1,20.21,18.8727414804784,-44.85475,-2.412,-0.0,-47.4005,-5.443,-0.0,22.6055551751683
1,19.94,17.8004511143865,-45.10975,-2.48475,-0.0,-47.7665,-4.93025,-0.0,20.6828963717694
1,19.9,18.3897316073191,-45.71775,-2.58675,-0.0,-48.91125,-4.473,-0.0,20.0436186981927
1,19.98,19.6385119284294,-46.1875,-2.782,-0.0,-51.77675,-4.14375,-0.0,20.0657269960197
1,19.9,24.5353032569916,-47.4355,-3.07275,-0.0,-59.0825,-3.8435,-0.00025,22.6622144253997
1,21.48,37.1431575950126,-50.0035,-3.31825,-0.089,-65.12475,-3.52275,-0.10225,22.4388607234406
1,28.38,35.5352452685573,-52.81925,-3.5295,-1.23975,-67.57525,-3.16375,-1.5915,23.6337550270022
1,30.36,33.2033388080129,-55.4895,-3.7495,-3.72975,-67.70875,-2.816,-4.66975,26.8845736543245
1,30.09,31.6453502750719,-56.707,-3.97875,-6.27625,-68.1725,-2.44625,-8.21675,28.4774016552907
1,29.84,33.48,-57.487,-4.17975,-8.1005,-68.837,-2.07675,-11.0435,26.6370900699148
1,26.75,30.0,-56.85125,-4.44275,-8.667,-68.4815,-1.775,-12.19275,25.5958926141284
1,23.93,26.93,-55.03725,-4.8435,-8.12925,-67.46125,-1.4815,-11.7045,20.8269937455891
1,21.37,25.62,-53.31975,-5.45825,-6.48975,-66.22475,-1.35775,-9.66825,20.3849108831757
1,21.15,25.0,-52.6245,-6.33125,-4.08725,-65.0345,-1.3055,-6.41475,22.8420262644093
1,20.96,27.18,-52.8405,-7.6385,-1.59275,-64.153,-1.32675,-2.59425,21.3747644005961
1,24.69,34.56,-56.16725,-9.18475,-0.148,-66.1315,-1.5745,-0.2225,21.1421133261318
1,29.65,40.36,-58.658,-10.792,-0.0,-67.7815,-1.9355,-0.0,24.2782962695981
1,24.61,35.56,-56.91725,-11.8785,-0.0,-65.78725,-2.2085,-0.0,18.2555038131378
1,19.91,29.96,-53.595,-12.0525,-0.0,-62.072,-2.32725,-0.0,14.054909742051
1,18.7,26.45,-51.538,-11.645,-0.0,-58.57575,-2.35325,-0.0,13.7280514083423
1,18.47,27.18,-50.568,-11.23275,-0.0,-56.2825,-2.3695,-0.0,12.5795956433401
1,16.88,25.45,-47.64475,-10.873,-0.0,-52.2655,-2.389,-0.0,11.4660042609256
1,13.06,24.0819761087813,-44.465,-14.49975,-0.0,-47.884,-2.5165,-0.0,16.6375898358689
1,10.28,23.3781309255079,-42.66925,-15.126,-0.0,-45.931,-2.42775,-0.0,15.4812256045519
1,8.48,22.6055551751683,-41.591,-15.83825,-0.0,-44.85475,-2.412,-0.0,13.972421396029
1,5.09,20.6828963717694,-41.63975,-16.499,-0.0,-45.10975,-2.48475,-0.0,13.2140781874722
1,4.21,20.0436186981927,-42.26325,-16.755,-0.0,-45.71775,-2.58675,-0.0,12.6409638232546
1,4.75,20.0657269960197,-42.498,-16.83825,-0.0,-46.1875,-2.782,-0.0,11.0388702093683
1,5.3,22.6622144253997,-42.945,-16.86275,-0.0,-47.4355,-3.07275,-0.0,11.8097267276501
1,8.76,22.4388607234406,-44.41125,-16.72625,-0.09675,-50.0035,-3.31825,-0.089,15.9184045992212
1,11.81,23.6337550270022,-46.7495,-16.4655,-1.0595,-52.81925,-3.5295,-1.23975,17.7312341791316
1,15.03,26.8845736543245,-49.258,-16.142,-2.5425,-55.4895,-3.7495,-3.72975,19.3062905472133
1,17.46,28.4774016552907,-51.05825,-15.81725,-3.95275,-56.707,-3.97875,-6.27625,21.1349601497404
1,18.01,29.84,-52.666,-15.381,-4.902,-57.487,-4.17975,-8.1005,22.8554938505442
1,17.69,26.75,-53.118,-14.789,-5.1075,-56.85125,-4.44275,-8.667,23.3287023091672
1,17.34,23.93,-51.075,-13.87325,-4.68225,-55.03725,-4.8435,-8.12925,23.8965840849098
1,16.27,21.37,-49.6225,-12.78275,-3.7515,-53.31975,-5.45825,-6.48975,21.7381383241855
1,15.13,21.15,-49.1505,-11.78075,-2.441,-52.6245,-6.33125,-4.08725,20.9462730387524
1,16.96,20.96,-49.6735,-11.05225,-0.99425,-52.8405,-7.6385,-1.59275,20.8426002419877
1,21.21,24.69,-52.92125,-10.67425,-0.11825,-56.16725,-9.18475,-0.148,24.2530986273513
1,29.94,29.65,-55.60925,-10.492,-0.0,-58.658,-10.792,-0.0,31.9266066946872
1,30.38,24.61,-54.979,-10.40525,-0.0,-56.91725,-11.8785,-0.0,32.0160102515822
1,23.57,19.91,-52.6545,-10.31375,-0.0,-53.595,-12.0525,-0.0,25.5273382199513
1,20.21,18.7,-50.896,-10.25,-0.0,-51.538,-11.645,-0.0,21.5305322450856
1,20.33,18.47,-50.717,-10.125,-0.0,-50.568,-11.23275,-0.0,25.9983416227452
1,17.52,16.88,-47.5795,-9.90225,-0.0,-47.64475,-10.873,-0.0,22.2829501084599
1,16.57,16.6375898358689,-45.01075,-9.67475,-0.0,-44.465,-14.49975,-0.0,16.2236414975946
1,16.0,15.4812256045519,-43.4745,-9.6895,-0.0,-42.66925,-15.126,-0.0,16.9371581936556
1,14.36,13.972421396029,-42.7665,-9.79125,-0.0,-41.591,-15.83825,-0.0,13.8842805221777
1,13.14,13.2140781874722,-43.3065,-9.86925,-0.0,-41.63975,-16.499,-0.0,12.06792436589
1,12.68,12.6409638232546,-44.91225,-9.9455,-0.0,-42.26325,-16.755,-0.0,11.5866094370474
1,14.65,11.0388702093683,-47.5055,-9.88825,-0.0,-42.498,-16.83825,-0.0,13.5813907555659
1,21.12,11.8097267276501,-54.1015,-9.8775,-0.0,-42.945,-16.86275,-0.0,23.2065383149066
1,32.18,15.9184045992212,-58.15625,-9.9745,-0.0915,-44.41125,-16.72625,-0.09675,31.1516397468594
1,30.11,17.7312341791316,-59.342,-10.16175,-0.96725,-46.7495,-16.4655,-1.0595,32.0929623806419
1,31.72,19.3062905472133,-60.869,-10.46125,-2.39425,-49.258,-16.142,-2.5425,32.689799733301
1,30.91,21.1349601497404,-61.9775,-10.70525,-3.868,-51.05825,-15.81725,-3.95275,33.0227885243917
1,29.93,18.01,-63.27575,-10.7475,-4.9795,-52.666,-15.381,-4.902,32.896275384875
1,27.22,17.69,-62.39625,-10.6725,-5.44925,-53.118,-14.789,-5.1075,32.270989010989
1,25.39,17.34,-61.88925,-10.6445,-5.28075,-51.075,-13.87325,-4.68225,32.1226190713763
1,24.81,16.27,-60.9645,-10.603,-4.4075,-49.6225,-12.78275,-3.7515,30.7121753095281
1,24.4,15.13,-60.10525,-10.5595,-2.9745,-49.1505,-11.78075,-2.441,30.1075162934418
1,24.93,16.96,-59.91225,-10.44775,-1.2885,-49.6735,-11.05225,-0.99425,30.7333697779577
1,28.45,21.21,-61.924,-10.3555,-0.1445,-52.92125,-10.67425,-0.11825,33.3278752797187
1,35.19,29.94,-63.75275,-10.2875,-0.0,-55.60925,-10.492,-0.0,37.9446991612982
1,32.19,30.38,-62.1755,-10.0245,-0.0,-54.979,-10.40525,-0.0,34.2625232070005
1,30.05,23.57,-58.40575,-9.43625,-0.0,-52.6545,-10.31375,-0.0,33.3069391381608
1,24.39,20.21,-55.7995,-8.65425,-0.0,-50.896,-10.25,-0.0,27.5089455472591
1,25.87,20.33,-53.69,-7.83425,-0.0,-50.717,-10.125,-0.0,27.8053493850684
1,22.39,17.52,-49.7065,-7.1085,-0.0,-47.5795,-9.90225,-0.0,25.5213856920029
1,22.37,16.2236414975946,-48.0705,-5.86375,-0.0,-45.01075,-9.67475,-0.0,21.4454850627138
1,22.32,16.9371581936556,-45.91825,-5.311,-0.0,-43.4745,-9.6895,-0.0,21.5743588859188
1,22.31,13.8842805221777,-44.9855,-4.84975,-0.0,-42.7665,-9.79125,-0.0,21.2856579280648
1,22.04,12.06792436589,-45.15825,-4.36275,-0.0,-43.3065,-9.86925,-0.0,21.0262890739833
1,21.83,11.5866094370474,-46.085,-3.919,-0.0,-44.91225,-9.9455,-0.0,21.9501348760331
1,22.74,13.5813907555659,-47.77925,-3.526,-0.0,-47.5055,-9.88825,-0.0,23.7542231553689
1,29.39,23.2065383149066,-52.758,-3.0985,-0.0,-54.1015,-9.8775,-0.0,32.8775339473373
1,40.43,31.1516397468594,-56.4375,-2.6625,-0.128,-58.15625,-9.9745,-0.0915,46.4494126897526
1,42.46,32.0929623806419,-58.351,-2.2655,-1.67425,-59.342,-10.16175,-0.96725,50.612125858451
1,42.42,32.689799733301,-60.02025,-1.96,-4.448,-60.869,-10.46125,-2.39425,49.3073385047479
1,37.91,33.0227885243917,-61.69575,-1.75175,-7.22075,-61.9775,-10.70525,-3.868,42.9676705554147
1,35.72,29.93,-63.18025,-1.55875,-9.2355,-63.27575,-10.7475,-4.9795,38.1424627743949
1,33.07,27.22,-62.29125,-1.428,-10.0315,-62.39625,-10.6725,-5.44925,34.852329308049
1,32.77,25.39,-61.12025,-1.373,-9.714,-61.88925,-10.6445,-5.28075,32.373846360462
1,31.7,24.81,-59.69825,-1.42325,-8.06,-60.9645,-10.603,-4.4075,31.2101865298606
1,32.09,24.4,-58.96825,-1.533,-5.3295,-60.10525,-10.5595,-2.9745,32.0791731877802
1,34.88,24.93,-58.97625,-1.73325,-2.242,-59.91225,-10.44775,-1.2885,31.1208108893881
1,39.81,28.45,-61.644,-2.0625,-0.247,-61.924,-10.3555,-0.1445,33.123252532391
1,53.46,35.19,-63.695,-2.51025,-0.00025,-63.75275,-10.2875,-0.0,40.9929988768252
1,49.71,32.19,-61.84775,-3.08225,-0.0,-62.1755,-10.0245,-0.0,32.7304795829713
1,33.96,30.05,-58.39375,-3.74275,-0.0,-58.40575,-9.43625,-0.0,26.1790629037942
1,27.0,24.39,-55.8445,-4.32225,-0.0,-55.7995,-8.65425,-0.0,24.8870807611857
1,24.98,25.87,-54.23075,-5.0205,-0.0,-53.69,-7.83425,-0.0,22.659441750935
1,21.48,22.39,-50.666,-5.74425,-0.0,-49.7065,-7.1085,-0.0,17.6937283893574
1,18.97,21.4454850627138,-48.85475,-7.41475,-0.0,-48.0705,-5.86375,-0.0,16.1876273954704
1,18.86,21.5743588859188,-46.964,-8.0045,-0.0,-45.91825,-5.311,-0.0,16.5382565872548
1,18.7,21.2856579280648,-45.95175,-8.48375,-0.0,-44.9855,-4.84975,-0.0,16.3242356687898
1,18.74,21.0262890739833,-45.96325,-8.933,-0.0,-45.15825,-4.36275,-0.0,12.302629956365
1,19.58,21.9501348760331,-46.83925,-9.2305,-0.0,-46.085,-3.919,-0.0,11.8193784910379
1,19.0,23.7542231553689,-48.9875,-9.49275,-0.0,-47.77925,-3.526,-0.0,14.9308253445793
1,22.75,32.8775339473373,-54.687,-9.571,-0.0,-52.758,-3.0985,-0.0,19.7160732614355
1,30.97,46.4494126897526,-61.836,-9.45075,-0.1505,-56.4375,-2.6625,-0.128,24.0187706497797
1,31.71,50.612125858451,-66.1195,-9.10375,-1.80925,-58.351,-2.2655,-1.67425,24.7911172727273
1,29.95,49.3073385047479,-66.5925,-8.75375,-4.5415,-60.02025,-1.96,-4.448,23.9526740897211
1,23.53,42.9676705554147,-67.62875,-8.49925,-7.05325,-61.69575,-1.75175,-7.22075,24.0521569445603
1,24.77,35.72,-68.57325,-8.4145,-8.6825,-63.18025,-1.55875,-9.2355,23.6648877332381
1,23.55,33.07,-68.35475,-8.30775,-8.81925,-62.29125,-1.428,-10.0315,22.9524465060602
1,24.72,32.77,-67.62525,-8.0235,-7.831,-61.12025,-1.373,-9.714,24.0198219848687
1,25.91,31.7,-66.4475,-7.617,-6.03,-59.69825,-1.42325,-8.06,25.1298705940062
1,29.9,32.09,-65.6305,-7.257,-3.8635,-58.96825,-1.533,-5.3295,27.0567595624608
1,30.67,34.88,-64.59175,-6.97125,-1.6465,-58.97625,-1.73325,-2.242,27.7210289475452
1,38.06,39.81,-66.08675,-6.85625,-0.204,-61.644,-2.0625,-0.247,32.1450931661442
1,40.87,53.46,-68.24125,-6.72675,-0.0,-63.695,-2.51025,-0.00025,34.1495085478561
1,33.96,49.71,-67.25375,-6.34825,-0.0,-61.84775,-3.08225,-0.0,28.853670995671
1,29.94,33.96,-63.31075,-5.50075,-0.0,-58.39375,-3.74275,-0.0,28.4943504197967
1,24.05,27.0,-60.1325,-4.5055,-0.0,-55.8445,-4.32225,-0.0,27.6599492792312
1,24.25,24.98,-57.36025,-3.62425,-0.0,-54.23075,-5.0205,-0.0,24.4353291614518
1,22.73,21.48,-53.1155,-2.97725,-0.0,-50.666,-5.74425,-0.0,19.7139589314692
1,20.74,16.1876273954704,-49.21225,-3.0755,-0.0,-48.85475,-7.41475,-0.0,19.9396074522733
1,20.57,16.5382565872548,-47.274,-3.0825,-0.0,-46.964,-8.0045,-0.0,19.0657413038641
1,18.87,16.3242356687898,-46.50625,-3.15625,-0.0,-45.95175,-8.48375,-0.0,15.8048808185293
1,19.88,12.302629956365,-46.824,-3.21575,-0.0,-45.96325,-8.933,-0.0,15.6502135165243
1,19.89,11.8193784910379,-47.84,-3.33675,-0.0,-46.83925,-9.2305,-0.0,16.3577621113521
1,20.33,14.9308253445793,-50.6465,-3.4765,-0.0,-48.9875,-9.49275,-0.0,20.2745925144311
1,23.16,19.7160732614355,-58.07125,-3.57125,-0.0,-54.687,-9.571,-0.0,21.2540882047408
1,35.53,24.0187706497797,-64.0765,-3.63675,-0.19575,-61.836,-9.45075,-0.1505,26.0106019049805
1,39.92,24.7911172727273,-66.406,-3.62025,-1.69075,-66.1195,-9.10375,-1.80925,30.4867109375
1,34.97,23.9526740897211,-66.81125,-3.661,-4.50225,-66.5925,-8.75375,-4.5415,24.4147486735549
1,29.92,24.0521569445603,-68.342,-3.7265,-7.69025,-67.62875,-8.49925,-7.05325,26.1205159979458
1,25.98,24.77,-69.30525,-3.9185,-9.73325,-68.57325,-8.4145,-8.6825,25.2036434356614
1,23.77,23.55,-68.16775,-4.123,-10.559,-68.35475,-8.30775,-8.81925,22.0742981707698
1,24.53,24.72,-66.90425,-4.212,-10.07325,-67.62525,-8.0235,-7.831,21.2781263848267
1,25.13,25.91,-65.7045,-3.9945,-8.33125,-66.4475,-7.617,-6.03,23.2762463878742
1,29.04,29.9,-64.93675,-3.60625,-5.47975,-65.6305,-7.257,-3.8635,27.524615060706
